AU,TI,SO,AB,PY,VL,DI
"Wang, P; Zhao, J; Xiao, HY; Yang, WJ; Yu, XF",Bacterial community composition shaped by water chemistry and geographic distance in an anthropogenically disturbed river,SCIENCE OF THE TOTAL ENVIRONMENT,"Core bacterial communities, bacterial species that are found consistently throughout a river continuum, have previously been identified. However, variations in core and non-core bacterial community structure, as well as the relationships between these communities and water chemistry or geographic distance have not been well studied. Here, we sampled in the entire course of the Lean River, China, and explored the bacterial community composition at each site using Illumina high-throughput sequencing. The proportion of sequence reads assigned to the core community was similar to 95% in the upper and middle reaches, gradually decreasing below 90% in the lower reaches. Both the Chao1 richness index and the Shannon diversity index of the bacterial communities were significantly higher in the wet season than in the dry season, and both indices increased slightly from upstream to downstream. The variation in the non-core community was more aggregated from upstream to downstream in the wet season than in the dry season, while the aggregation of the core community was similar between the dry season and the wet season. The proportion of typical freshwater bacterial was significantly higher in the core community than in the non-core community. NO3--N was the subset of water chemistry parameters that best explained bacterial community dissimilarities, while river length was the subset of geographic distance parameters that best explained bacterial community dissimilarities. Water chemistry parameters explained more of the variations in the bacterial communities than did geographic distance, especially in the dry season. However, the correlation betweenwater chemistry and bacteriawas primarily due to collective allochthonous input (mass effects), not because of any nutritious or toxic effects on bacterial growth competition (species sorting). The greater influence of the mass effects, as compared to species sorting, on bacterial community structure was due to the allochthonous input of bacteria from anthropogenic sources. (c) 2018 Elsevier B.V. All rights reserved.",2019,655,10.1016/j.scitotenv.2018.11.234
"George, PBL; Lallias, D; Creer, S; Seaton, FM; Kenny, JG; Eccles, RM; Griffiths, RI; Lebron, I; Emmett, BA; Robinson, DA; Jones, DL",Divergent national-scale trends of microbial and animal biodiversity revealed across diverse temperate soil ecosystems,NATURE COMMUNICATIONS,"Soil biota accounts for similar to 25% of global biodiversity and is vital to nutrient cycling and primary production. There is growing momentum to study total belowground biodiversity across large ecological scales to understand how habitat and soil properties shape belowground communities. Microbial and animal components of belowground communities follow divergent responses to soil properties and land use intensification; however, it is unclear whether this extends across heterogeneous ecosystems. Here, a national-scale metabarcoding analysis of 436 locations across 7 different temperate ecosystems shows that belowground animal and microbial (bacteria, archaea, fungi, and protists) richness follow divergent trends, whereas beta-diversity does not. Animal richness is governed by intensive land use and unaffected by soil properties, while microbial richness was driven by environmental properties across land uses. Our findings demonstrate that established divergent patterns of belowground microbial and animal diversity are consistent across heterogeneous land uses and are detectable using a standardised metabarcoding approach.",2019,10,10.1038/s41467-019-09031-1
"Karimi, B; Dequiedt, S; Terrat, S; Jolivet, C; Arrouays, D; Wincker, P; Cruaud, C; Bispo, A; Prevost-Boure, NC; Ranjard, L",Biogeography of Soil Bacterial Networks along a Gradient of Cropping Intensity,SCIENTIFIC REPORTS,"Although land use drives soil bacterial diversity and community structure, little information about the bacterial interaction networks is available. Here, we investigated bacterial co-occurrence networks in soils under different types of land use (forests, grasslands, crops and vineyards) by sampling 1798 sites in the French Soil Quality Monitoring Network covering all of France. An increase in bacterial richness was observed from forests to vineyards, whereas network complexity respectively decreased from 16,430 links to 2,046. However, the ratio of positive to negative links within the bacterial networks ranged from 2.9 in forests to 5.5 in vineyards. Networks structure was centered on the most connected genera (called hub), which belonged to Bacteroidetes in forest and grassland soils, but to Actinobacteria in vineyard soils. Overall, our study revealed that soil perturbation due to intensive cropping reduces strongly the complexity of bacterial network although the richness is increased. Moreover, the hub genera within the bacterial community shifted from copiotrophic taxa in forest soils to more oligotrophic taxa in agricultural soils.",2019,9,10.1038/s41598-019-40422-y
"Walsh, MG; Mor, SM; Hossain, S",The elephant-livestock interface modulates anthrax suitability in India,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Anthrax is a potentially life-threatening bacterial disease that can spread between wild and livestock animals and humans. Transmission typically occurs indirectly via environmental exposure, with devastating consequences for human and animal health, as well as pastoralist economies. India has a high annual occurrence of anthrax in some regions, but a country-wide delineation of risk has not yet been undertaken. The current study modelled the geographical suitability of anthrax across India and its associated environmental features using a biogeographic application of machine learning. Both biotic and abiotic features contributed to risk across multiple scales of influence. The elephant-livestock interface was the dominant feature in delineating anthrax suitability. In addition, water-soil balance, soil chemistry and historical forest loss were also influential. These findings suggest that the elephant-livestock interface plays an important role in the cycling of anthrax in India. Livestock prevention efforts targeting this interface, particularly within anthropogenic ecotones, may yield successes in reducing ongoing transmission between animal hosts and subsequent zoonotic transmission to humans.",2019,286,10.1098/rspb.2019.0179
"Booth, JM; Fusi, M; Marasco, R; Mbobo, T; Daffonchio, D",Fiddler crab bioturbation determines consistent changes in bacterial communities across contrasting environmental conditions,SCIENTIFIC REPORTS,"Ecosystem functions are regulated by compositional and functional traits of bacterial communities, shaped by stochastic and deterministic processes. Biogeographical studies have revealed microbial community taxonomy in a given ecosystem to change alongside varying environmental characteristics. Considering that stable functional traits are essential for community stability, we hypothesize that contrasting environmental conditions affect microbial taxonomy rather than function in a model system, testing this in three geographically distinct mangrove forests subjected to intense animal bioturbation (a shared deterministic force). Using a metabarcoding approach combined with sediment microprofiling and biochemistry, we examined vertical and radial sediment profiles of burrows belonging to the pantropica I fiddler crab (subfamily Gelasiminae) in three contrasting mangrove environments across a broad latitudinal range (total samples= 432). Each mangrove was environmentally distinct, reflected in taxonomically different bacterial communities, but communities consistently displayed the same spatial stratification (a halo effect) around the burrow which invariably determined the retention of similar inferred functional community traits independent of the local environment.",2019,9,10.1038/s41598-019-40315-0
"Li, BL; Ge, Y; Cheng, L; Zeng, BH; Yu, JZ; Peng, X; Zhao, JH; Li, WX; Ren, B; Li, MY; Wei, H; Zhou, XD",Oral bacteria colonize and compete with gut microbiota in gnotobiotic mice,INTERNATIONAL JOURNAL OF ORAL SCIENCE,"The oral microbiota is associated with oral diseases and digestive systemic diseases. Nevertheless, the causal relationship between them has not been completely elucidated, and colonisation of the gut by oral bacteria is not clear due to the limitations of existing research models. The aim of this study was to develop a human oral microbiota-associated (HOMA) mouse model and to investigate the ecological invasion into the gut. By transplanting human saliva into germ-free (GF) mice, a HOMA mouse model was first constructed. 16S rRNA gene sequencing was used to reveal the biogeography of oral bacteria along the cephalocaudal axis of the digestive tract. In the HOMA mice, 84.78% of the detected genus-level taxa were specific to the donor. Principal component analysis (PCA) revealed that the donor oral microbiota clustered with those of the HOMA mice and were distinct from those of specific pathogen-free (SPF) mice. In HOMA mice, OTU counts decreased from the stomach and small intestine to the distal gut. The distal gut was dominated by Streptococcus, Veillonella, Haemophilus, Fusobacterium, Trichococcus and Actinomyces. HOMA mice and human microbiota-associated (HMA) mice along with the GF mice were then cohoused. Microbial communities of cohoused mice clustered together and were significantly separated from those of HOMA mice and HMA mice. The Source Tracker analysis and network analysis revealed more significant ecological invasion from oral bacteria in the small intestines, compared to the distal gut, of cohoused mice. In conclusion, a HOMA mouse model was successfully established. By overcoming the physical and microbial barrier, oral bacteria colonised the gut and profiled the gut microbiota, especially in the small intestine.",2019,11,10.1038/s41368-018-0043-9
"Jiao, S; Xu, YQ; Zhang, J; Hao, X; Lu, YH",Core Microbiota in Agricultural Soils and Their Potential Associations with Nutrient Cycling,MSYSTEMS,"Revealing the ecological roles of the core microbiota in community maintaining and soil nutrient cycling is crucial for understanding ecosystem function, yet there is a dearth of continental-scale studies on this fundamental topic in microbial ecology. Here, we collected 251 soil samples from adjacent pairs of maize and rice fields at a continental scale in eastern China. We revealed the major ecological roles of the core microbiota in maintaining complex connections between bacterial taxa and their associations with belowground multinutrient cycling. By identifying the habitat preferences of the core microbiota, we built a continental atlas for mapping the spatial distributions of bacteria in agro-soils, which helps forecast the responses of agricultural ecosystems to anthropogenic disturbance. The multinutrient cycling index for maize and rice soils was related to bacterial alpha-diversity and beta-diversity, respectively. Rice soils exhibited higher bacterial diversity and closer bacterial cooccurrence relationships than maize soils. In contrast to the macro- or microecological latitudinal richness patterns in natural terrestrial ecosystems, the bacteria in maize soils showed higher richness at high latitudes; however, this trend was not observed in rice soils. This study provides a new perspective on the distinct bacterial biogeographic patterns to predict the ecological roles of the core microbiota in agro-soils and thus helps manage soil bacterial communities for better provisioning of key ecosystem services. IMPORTANCE Disentangling the roles of the core microbiota in community maintaining and soil nutrient cycling is an important yet poorly understood topic in microbial ecology. This study presents an exploratory effort to gain predictive understanding of the spatial atlas and ecological roles of the core microbiota. A systematic, continental-scale survey was conducted using agro-soils in adjacent pairs of maize (dryland) and rice (wetland) fields across eastern China. The results indicate that the core microbiota play major ecological roles in maintaining complex connections between bacterial taxa and are associated with belowground multinutrient cycling. A continental atlas was built for mapping the bacterial spatial distributions in agro-soils through identifying their habitat preferences. This study represents a significant advance in forecasting the responses of agricultural ecosystems to anthropogenic disturbance and thus helps manage soil bacterial communities for better provisioning of key ecosystem services-the ultimate goal of microbial ecology.",2019,4,10.1128/mSystems.00313-18
"Cho, HJ; Tripathi, BM; Moroenyane, I; Takahashi, K; Kerfahi, D; Dong, K; Adams, JM",Soil pH rather than elevation determines bacterial phylogenetic community assembly on Mt. Norikura,FEMS MICROBIOLOGY ECOLOGY,"There is considerable interest in the factors which may explain variation in microbial community assembly processes. In this study, we investigated bacterial community assembly, phylogenetic diversity and the relative role of deterministic and stochastic processes along environmental gradients on Mt. Norikura, Japan. DNA extracted from soil samples collected at a range of elevations was PCR-amplified targeting the V3 and V4 regions of the bacterial 16S rRNA gene, and sequenced using Illumina MiSeq. We hypothesized that elevation would be a strong predictor of phylogenetic community assembly, with communities being more phylogenetically clustered towards higher elevations, due to more extreme physiological conditions. We also hypothesized a greater role of stochasticity at the highest elevations, due to more frequent soil disturbance. Contrary to our hypotheses, we found that the strength of phylogenetic clustering and the role of stochasticity were strongly related to soil pH, with phylogenetic clustering and deterministic processes being strongest at lower soil pH values. Moreover, there was no trend towards stronger influence of phylogenetic clustering and stochasticity in the upper elevations of Mt. Norikura. These results reveal an overwhelming influence of soil pH on phylogenetic community assembly of soil bacteria, even when a range of other environmental gradients are present.",2019,95,10.1093/femsec/fiy216
"Vlok, M; Lang, AS; Suttle, CA",Marine RNA Virus Quasispecies Are Distributed throughout the Oceans,MSPHERE,"RNA viruses, particularly genetically diverse members of the Picornavirales, are widespread and abundant in the ocean. Gene surveys suggest that there are spatial and temporal patterns in the composition of RNA virus assemblages, but data on their diversity and genetic variability in different oceanographic settings are limited. Here, we show that specific RNA virus genomes have widespread geographic distributions and that the dominant genotypes are under purifying selection. Genomes from three previously unknown picorna-like viruses (BC-1, -2, and -3) assembled from a coastal site in British Columbia, Canada, as well as marine RNA viruses JP-A, JP-B, and Heterosigma akashiwo RNA virus exhibited different biogeographical patterns. Thus, biotic factors such as host specificity and viral life cycle, and not just abiotic processes such as dispersal, affect marine RNA virus distribution. Sequence differences relative to reference genomes imply that virus quasispecies are under purifying selection, with synonymous single-nucleotide variations dominating in genomes from geographically distinct regions resulting in conservation of amino acid sequences. Conversely, sequences from coastal South Africa that mapped to marine RNA virus JP-A exhibited more nonsynonymous mutations, probably representing amino acid changes that accumulated over a longer separation. This biogeographical analysis of marine RNA viruses demonstrates that purifying selection is occurring across oceanographic provinces. These data add to the spectrum of known marine RNA virus genomes, show the importance of dispersal and purifying selection for these viruses, and indicate that closely related RNA viruses are pathogens of eukaryotic microbes across oceans. IMPORTANCE Very little is known about aquatic RNA virus populations and genome evolution. This is the first study that analyzes marine environmental RNA viral assemblages in an evolutionary and broad geographical context. This study contributes the largest marine RNA virus metagenomic data set to date, substantially increasing the sequencing space for RNA viruses and also providing a baseline for comparisons of marine RNA virus diversity. The new viruses discovered in this study are representative of the most abundant family of marine RNA viruses, the Marnaviridae, and expand our view of the diversity of this important group. Overall, our data and analyses provide a foundation for interpreting marine RNA virus diversity and evolution.",2019,4,10.1128/mSphereDirect.00157-19
"Montserrat, F; Guilhon, M; Correa, PVF; Bergo, NM; Signori, CN; Tura, PM; Maly, MD; Moura, D; Jovane, L; Pellizari, V; Sumida, PYG; Brandini, FP; Turra, A","Deep-sea mining on the Rio Grande Rise (Southwestern Atlantic): A review on environmental baseline, ecosystem services and potential impacts",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,"The Rio Grande Rise is an extensive seamount region in the South-western Atlantic, with potential for deep-sea mining activities in the future. Such activities pose significant long-term disturbances and potentially severe impacts to both ecosystem structure and functioning, as well as associated ecosystem services. The Rio Grande Rise presents a severely understudied area, with very little knowledge on either local and regional scales. Most detailed knowledge available is centered on highly localised geological information and interpolated and/or modelled environmental data, while high-resolution data on biogeography, ecosystem processes and functioning are lacking. The Rio Grande Rise is most likely a remnant of the Parana-Etendeka igneous province, and formed when the African and South-American plates separated to form the Southern Atlantic basin, about 75 million years ago. More recent cruises have generated very local and high-resolution acoustic impedance data on the substrate, showing extremely dense layers, likely to be cobalt-rich crusts and underlying bedrock, interspersed with thick sediment layers. Literature studies revealed that nowadays the Rise appears to be located within a relatively low-productivity oceanic region. Open-database mining yielded large-scale, extrapolated environmental data rasters, which show the Rise to be an oceanic region relatively free of pollution and anthropogenic disturbances, with high geomorphological heterogeneity and potential for high biodiversity. This image was confirmed in a small number of scientific submarine cruises, where a diverse range of seascapes was observed, from soft sediment to carbonate pavement and cobalt crust outcrops. Especially the latter substrata were found to be inhabited by diverse benthic communities, dominated by sessile organisms, presenting three-dimensional structural heterogeneity and with associated vertebrate and invertebrate animals. Cobalt-rich crusts appear to grow at an extremely slow rate of several mm per million years, in the deep ocean where biological and ecological processes such as reproduction, growth and recolonisation are characterised by slow dynamics. The main disturbances posed by deep-sea mining of cobalt-rich crusts on the Rio Grande Rise consist of (1) complete removal of substrate with its particular benthic communities, (2) strong localised increases in suspended particulate matter, causing smothering of breathing apparatus and dilution of food particles, (3) crushing by tailings and overburden and (4) toxicity effects by released metals and other toxic substances, likely to be increased under high pressure. These impacts will likely change the deep-sea ecosystem at the Rio Grande Rise and its functioning for time scales in the order of decades to centuries. State-of-the-art geological, environmental and ecological modelling, complemented with high-quality, fine-resolution data are needed to provide a detailed evaluation of the impacts of cobalt-rich ferromanganese crust mining in the Rio Grande Rise, with the goal to formulate strategic environmental management plans.",2019,145,10.1016/j.dsr.2018.12.007
"Nasko, DJ; Ferrell, BD; Moore, RM; Bhavsar, JD; Polson, SW; Wommack, KE",CRISPR Spacers Indicate Preferential Matching of Specific Virioplankton Genes,MBIO,"Viral infection exerts selection pressure on marine microbes, as virus-induced cell lysis causes 20 to 50% of cell mortality, resulting in fluxes of bio-mass into oceanic dissolved organic matter. Archaeal and bacterial populations can defend against viral infection using the clustered regularly interspaced short palindromic repeat (CRISPR)-associated (Cas) system, which relies on specific matching between a spacer sequence and a viral gene. If a CRISPR spacer match to any gene within a viral genome is equally effective in preventing lysis, no viral genes should be preferentially matched by CRISPR spacers. However, if there are differences in effectiveness, certain viral genes may demonstrate a greater frequency of CRISPR spacer matches. Indeed, homology search analyses of bacterioplankton CRISPR spacer sequences against virioplankton sequences revealed preferential matching of replication proteins, nucleic acid binding proteins, and viral structural proteins. Positive selection pressure for effective viral defense is one parsimonious explanation for these observations. CRISPR spacers from virioplankton metagenomes preferentially matched methyltransferase and phage integrase genes within virioplankton sequences. These virioplankton CRISPR spacers may assist infected host cells in defending against competing phage. Analyses also revealed that half of the spacer-matched viral genes were unknown, some genes matched several spacers, and some spacers matched multiple genes, a many-tomany relationship. Thus, CRISPR spacer matching may be an evolutionary algorithm, agnostically identifying those genes under stringent selection pressure for sustaining viral infection and lysis. Investigating this subset of viral genes could reveal those genetic mechanisms essential to virus-host interactions and provide new technologies for optimizing CRISPR defense in beneficial microbes. IMPORTANCE The CRISPR-Cas system is one means by which bacterial and archaeal populations defend against viral infection which causes 20 to 50% of cell mortality in the ocean. We tested the hypothesis that certain viral genes are preferentially targeted for the initial attack of the CRISPR-Cas system on a viral genome. Using CASC, a pipeline for CRISPR spacer discovery, and metagenome data from oceanic microbes and viruses, we found a clear subset of viral genes with high match frequencies to CRISPR spacers. Moreover, we observed a many-to-many relationship of spacers and viral genes. These high-match viral genes were involved in nucleotide metabolism, DNA methylation, and viral structure. It is possible that CRISPR spacer matching is an evolutionary algorithm pointing to those viral genes most important to sustaining infection and lysis. Studying these genes may advance the understanding of virus-host interactions in nature and provide new technologies for leveraging CRISPR-Cas systems in beneficial microbes.",2019,10,10.1128/mBio.02651-18
"Zeglin, LH; Crenshaw, CL; Dahm, CN; Sheibley, RW; Takacs-Vesbach, CD","Watershed hydrology and salinity, but not nutrient chemistry, are associated with arid-land stream microbial diversity",FRESHWATER SCIENCE,"Microbiota in streams drive many ecosystem functions, including whole-stream metabolism, nitrogen (N) cycling, and the production of basal resources that fuel stream food webs. Interactions between surface water and shallow, subsurface groundwater produce the oxygen and nutrient gradients that influence these microbially mediated biogeochemical functions. Microbial nutrient processing is often limited by nutrient availability, but we lack a clear understanding of the relationships between hydrology, water chemistry, microbial composition, and nutrient cycling. In this study we evaluated the prediction that the microbial (bacterial and archaeal) assemblage composition in surface and subsurface water (both within and among stream reaches) would be related to dissolved nutrient concentrations, surface-subsurface hydrologic connectivity, and reach-scale N cycling rates. To evaluate our predictions, we collected data on water chemistry, whole-stream hydrological connectivity, biogeochemical function, and surface and subsurface water microbial assemblage composition at 6 streams in the southwestern USA. We found no correlation between microbial assemblage composition and stream nutrient concentrations or cycling rates, but observed that subsurface waters in some streams had higher taxonomic richness than surface waters. Instead, differences in microbial assemblage composition among the study streams were correlated with both watershed size and stream water Br- concentrations. These results suggest that the longer, deeper groundwater flowpaths in larger watersheds, which promote solute accumulation, influence streamwater microbial assemblage composition. These contrasting streamwater microbial assemblages were associated with different reach-scale sinks for N immobilization (fine benthic organic matter versus filamentous algae). Overall, results suggest that the catchment-scale history of water movement, and salinity, may affect both microbial diversity and the fate of N. The mechanisms by which stream microbial diversity influences ecosystem function require more attention. In particular, we need a better understanding of how microbial biogeography is influenced by the spatiotemporal heterogeneity of stream ecosystems.",2019,38,10.1086/701597
"Li, QJ; Sone, M; Lehnert, O; Na, L",Early Ordovician sponge-bearing microbialites from Peninsular Malaysia: The initial rise of metazoans in reefs,PALAEOWORLD,"Introduction: Early Ordovician (Floian) lithistid sponge-Calathium-microbial reefs were discovered in the lower part of the Lower Setul Limestone in Perlis, northwestern Malaysia Peninsula. Results: With a thickness of more than 30 m, massive microbial boundstone is surrounded by thick-bedded oncoid-intraclast rudstone/grainstone. The reefs were constructed of cylindrical stromatolites and maze-like thrombolites, accompanying a small proportion of lithistid sponges (anthaspidellids) and hypercalcified sponges (Calathium). The earliest Floian age is based on a conodont fauna including the zonal index species Serratognathus bilobatus. Conclusions: The microbialites might have grown in shallow subtidal environments, indicated by the high aspect ratio of the stromatolites and the associated coarse-grained sediments. The initial growth of stromatolites was sufficient to inhibit hydrodynamic removal of sediment and to create microhabitats in which environmental conditions were favourable for later accretion of thrombolites and colonization by anthaspidellids and calathids. These sponge-bearing microbialites represent the initial rise of metazoans in reefs at the dawn of the Ordovician Radiation, providing crucial information for understanding the transition from microbial- to metazoan-dominant reefs during this unique interval. (C) 2018 Elsevier Ireland Ltd Elsevier B.V. and Nanjing Institute of Geology and Palaeontology, CAS. Published by Elsevier B.V. All rights reserved.",2019,28,10.1016/j.palwor.2018.08.005
"Skaloud, P; Skaloudova, M; Doskocilova, P; Kim, JI; Shin, W; Dvorak, P",Speciation in protists: Spatial and ecological divergence processes cause rapid species diversification in a freshwater chrysophyte,MOLECULAR ECOLOGY,"Although eukaryotic microorganisms are extremely numerous, diverse and essential to global ecosystem functioning, they are largely understudied by evolutionary biologists compared to multicellular macroscopic organisms. In particular, very little is known about the speciation mechanisms which may give rise to the diversity of microscopic eukaryotes. It was postulated that the enormous population sizes and ubiquitous distribution of these organisms could lead to a lack of population differentiation and therefore very low speciation rates. However, such assumptions have traditionally been based on morphospecies, which may not accurately reflect the true diversity, missing cryptic taxa. In this study, we aim to articulate the major diversification mechanisms leading to the contemporary molecular diversity by using a colonial freshwater flagellate, Synura sphagnicola, as an example. Phylogenetic analysis of five sequenced loci showed that S. sphagnicola differentiated into two morphologically distinct lineages approximately 15.4 million years ago, which further diverged into several evolutionarily recent haplotypes during the late Pleistocene. The most recent haplotypes are ecologically and biogeographically much more differentiated than the old lineages, presumably because of their persistent differentiation after the allopatric speciation events. Our study shows that in microbial eukaryotes, species diversification via the colonization of new geographical regions or ecological resources occurs much more readily than was previously thought. Consequently, divergence times of microorganisms in some lineages may be equivalent to the estimated times of speciation in plants and animals.",2019,28,10.1111/mec.15011
"Li, DY; Chen, HQ; Zhao, JX; Zhang, H; Chen, W",Potential Functions of the Gastrointestinal Microbiome Inhabiting the Length of the Rat Digest Tract,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,"The rat is an important model animal used frequently in biological researches exploring the correlations between gut microbiome and a wide array of diseases. In this study, we used an extended ancestral-state reconstruction algorithm to predict the functional capabilities of the rat gastrointestinal microbiome. Our results indicate an apparent tendency toward metabolic heterogeneity along the longitudinal and transverse axes of the rat gastrointestinal tract (GIT). This heterogeneity was suggested by the enriched small-molecule transport activity and amino acid metabolism in the upper GIT, the aerobic energy metabolism in the stomach and the mucolysis-related metabolism in the lower GIT mucus layer. In contrast to prior results, many functional overlaps were observed when the gastrointestinal microbiomes of different hosts were compared. These overlaps implied that although both the biogeographic location and host genotype were prominent driving forces in shaping the gastrointestinal microbiota, the microbiome functions were similar across hosts when observed under similar physicochemical conditions at identical anatomical sites. Our work effectively complements the rat microbial biogeography dataset we released in 2017 and, thus, contributes to a better understanding and prediction of disease-related alterations in microbial community function.",2019,20,10.3390/ijms20051232
"Sheng, R; Li, K; Zhang, WZ; Wang, H; Liu, HL; Zhu, XY; Wu, HX; Zhang, XQ; Lin, QM; Sun, XC; Tang, YF; Lamus, A; Wei, WX","Differentiations of determinants for the community compositions of bacteria, fungi, and nitrogen fixers in various steppes",ECOLOGY AND EVOLUTION,"Different types of steppes could provide heterogeneous habitat environments for underground microorganisms, but much less is known about how soil microbes fit the distinct habitats and what are the underlying mechanisms in shaping their community patterns. We simultaneously examined the community compositions and structures of soil bacteria, fungi, and diazotrophs across desert, typical, and meadow steppes in Inner Mongolia using high-throughput sequencing. The results showed that soil bacteria, fungi, and diazotrophs exhibited different distribution patterns across steppe types. Although different steppes displayed obvious differences in climate conditions, plant traits, and soil properties, most of bacterial species were shared by all the steppes while only a few species were unique, indicating that the soil bacterial compositions were hardly influenced by the steppe types. Nevertheless, the habitat heterogeneity could cause shifts in the relative abundance of some bacterial groups, which resulted in significant changes in the community structure of soil bacteria across steppes. However, the fungal community compositions and structures were similar in typical and meadow steppes but that in desert steppe were significantly different. Whereas, the community compositions and structures of diazotrophs were strongly related to the steppe types. In this study, the similar parent material backgrounds of the steppe soils might be the important factor in shaping the homologous bacterial compositions. However, the variations in soil fertility, soil water repellency, and plant species across steppes would be the major driving forces in regulating the compositions and structures of fungal communities, while the diazotrophic communities would be more closely related to the changes in plant traits and soil fertility among steppes. Our results provided evidence of habitat specificity for different microbial groups and their underlying drivers.",2019,9,10.1002/ece3.4940
"Tong, TL; Li, RL; Wu, SJ; Xie, SG",The distribution of sediment bacterial community in mangroves across China was governed by geographic location and eutrophication,MARINE POLLUTION BULLETIN,"Bacterial community is an important component of mangrove ecosystem and can participate in the cycling of elements and promote plant growth. However, the biogeographic distribution pattern of mangrove bacterial community and the associated factors remain poorly known. The present study explored the biogeographic distribution of sediment bacterial community in six mangroves across China. At each mangrove, sediments were collected from both Avicennia marina-planted zones and intertidal mudflats. The community abundance, richness, diversity and structure of sediment bacteria differed greatly among mangrove wetlands. Plantation showed a positive influence on sediment bacterial abundance, richness and diversity. Proteobacteria was the largest bacterial phylum in sediments. The biogeographic distribution of bacterial community in mangroves across China was driven by the variables associated with the wetland trophic status as well as other physicochemical factors (e.g., salinity).",2019,140,10.1016/j.marpolbul.2019.01.046
"Zhao, PY; Liu, JX; Jia, T; Wang, YG; Chai, BF",Environmental filtering drives bacterial community structure and function in a subalpine area of northern China,JOURNAL OF BASIC MICROBIOLOGY,"Microbial community assembly is affected by the trade-off between deterministic and stochastic processes, but the mechanisms underpinning their relative influences remain elusive. This knowledge gap strongly limits our ability to predict the effect of environmental filtering on microbial community structure and function. To improve the understanding of mechanisms underlying community assembly processes, we investigated bacterial community structure and function on a subalpine shady slope and a sunny slope in the Pangquangou National Nature Reserve in North China. By integrating the results of a null model and the RC metric, we inferred that a deterministic process, that is, environmental filtering, drove bacterial community biogeographical patterns. Edaphic factors caused the largest contribution to microbial community structure, followed by vegetation and spatial variables. Among edaphic factors, total carbon (TC) and total nitrogen (TN) were the most important factors as determined by redundancy analysis (RDA). Moreover, network analysis suggested that the status of bacterial community co-occurrence was significantly greater than that of exclusive relationships. Under environmental stress, there was no significant difference in the overall bacterial community structure on the different slopes, while significant differences were observed in relation to community functions. Given this, we inferred that the degrees of response of bacterial community structure and function to varying environments were not consistent. In conclusion, our results contribute to the understanding of deterministic versus stochastic balance in bacterial community assembly and the response mechanisms of community structure and function to environmental heterogeneity.",2019,59,10.1002/jobm.201800314
"Wasilko, NP; Larios-Valencia, J; Steingard, CH; Nunez, BM; Verma, SC; Miyashiro, T",Sulfur availability for Vibrio fischeri growth during symbiosis establishment depends on biogeography within the squid light organ,MOLECULAR MICROBIOLOGY,"The fitness of host-associated microbes depends on their ability to access nutrients in vivo. Identifying these mechanisms is significant for understanding how microbes have evolved to fill specific ecological niches within a host. Vibrio fischeri is a bioluminescent bacterium that colonizes and proliferates within the light organ of the Hawaiian bobtail squid, which provides an opportunity to study how bacteria grow in vivo. Here, the transcription factor CysB is shown to be necessary for V. fischeri both to grow on several sulfur sources in vitro and to establish symbiosis with juvenile squid. CysB is also found to regulate several genes involved in sulfate assimilation and to contribute to the growth of V. fischeri on cystine, which is the oxidized form of cysteine. A mutant that grows on cystine but not sulfate could establish symbiosis, suggesting that V. fischeri acquires nutrients related to this compound within the host. Finally, CysB-regulated genes are shown to be differentially expressed among the V. fischeri populations occupying the various colonization sites found within the light organ. Together, these results suggest the biogeography of V. fischeri populations within the squid light organ impacts the physiology of this symbiotic bacterium in vivo through CysB-dependent gene regulation.",2019,111,10.1111/mmi.14177
"Burgess, TI; McDougall, KL; Scott, PM; Hardy, GES; Garnas, J",Predictors of Phytophthora diversity and community composition in natural areas across diverse Australian ecoregions,ECOGRAPHY,"Comprehensive understanding of the patterns and drivers of microbial diversity at a landscape scale is in its infancy, despite the recent ease by which soil communities can be characterized using massively parallel amplicon sequencing. Here we report on a comprehensive analysis of the drivers of diversity distribution and composition of the ecologically and economically important Phytophthora genus from 414 soil samples collected across Australia. We assessed 22 environmental and seven categorical variables as potential predictors of Phytophthora species richness, alpha and beta diversity, including both phylogenetically and non-phylogenically explicit methods. In addition, we classified each species as putatively native or introduced and examined the distribution with respect to putative origin. The two most widespread species, P. multivora and P. cinnamomi, are introduced, though five of the ten most widely distributed species are putatively native. Introduced taxa comprised over 54% of Australias Phytophthora diversity and these species are known pathogens of annual and perennial crop habitats as well as urban landscapes and forestry. Patterns of composition were most strongly predicted by bioregion (R-2 = 0.29) and ecoregion (R-2 = 0.26) identity; mean precipitation of warmest quarter, mean temperature of the wettest quarter and latitude were also highly significant and described approximately 21, 14 and 13% of variation in NMDS composition, respectively. We also found statistically significant evidence for phylogenetic over-dispersion with respect to key climate variables.This study provides a strong baseline for understanding biogeographical patterns in this important genus as well the impact of key plant pathogens and invasive Phytophthora species in natural ecosystems.",2019,42,10.1111/ecog.03904
