authors,title,journal,year,vol,DOI,reviewer,screened,access,use
"Zhang, YM; Lu, L; Chang, XL; Jiang, F; Gao, XD; Yao, YF; Li, CS; Cao, SN; Zhou, QM; Peng, F","Small-Scale Soil Microbial Community Heterogeneity Linked to Landform Historical Events on King George Island, Maritime Antarctica",FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.03065,me,maybe,,
"Zhang, J; Zhang, BG; Liu, Y; Guo, YQ; Shi, P; Wei, GH",Distinct large-scale biogeographic patterns of fungal communities in bulk soil and soybean rhizosphere in China,SCIENCE OF THE TOTAL ENVIRONMENT,2018,644,10.1016/j.scitotenv.2018.07.016,me,YES,,
"Feng, YZ; Chen, RR; Stegen, JC; Guo, ZY; Zhang, JW; Li, ZP; Lin, XG",Two key features influencing community assembly processes at regional scale: Initial state and degree of change in environmental conditions,MOLECULAR ECOLOGY,2018,27,10.1111/mec.14914,me,maybe,,
"Lu, XM; He, MY; Ding, JQ; Siemann, E",Latitudinal variation in soil biota: testing the biotic interaction hypothesis with an invasive plant and a native congener,ISME JOURNAL,2018,12,10.1038/s41396-018-0219-5,me,maybe,,
"Zhang, BG; Du, NN; Li, YJ; Shi, P; Wei, GH",Distinct biogeographic patterns of rhizobia and non-rhizobial endophytes associated with soybean nodules across China,SCIENCE OF THE TOTAL ENVIRONMENT,2018,643,10.1016/j.scitotenv.2018.06.240,me,maybe,,
"Nazaries, L; Karunaratne, SB; Delgado-Baquerizo, M; Campbell, CD; Singh, BK",Environmental drivers of the geographical distribution of methanotrophs: Insights from a national survey,SOIL BIOLOGY & BIOCHEMISTRY,2018,127,10.1016/j.soilbio.2018.08.014,me,maybe,,
"Dueker, ME; French, S; OMullan, GD",Comparison of Bacterial Diversity in Air and Water of a Major Urban Center,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.02868,me,maybe,,
"Darcy, JL; Gendron, EMS; Sommers, P; Porazinska, DL; Schmidt, SK",Island Biogeography of Cryoconite Hole Bacteria in Antarcticas Taylor Valley and Around the World,FRONTIERS IN ECOLOGY AND EVOLUTION,2018,6,10.3389/fevo.2018.00180,me,maybe,,
"Xu, J; Zhang, Y; Zhang, PF; Trivedi, P; Riera, N; Wang, YY; Liu, X; Fan, GY; Tang, JL; Coletta, HD; Cubero, J; Deng, XL; Ancona, V; Lu, ZJ; Zhong, BL; Roper, MC; Capote, N; Catara, V; Pietersen, G; Verniere, C; Al-Sadi, AM; Li, L; Yang, F; Xu, X; Wang, J; Yang, HM; Jin, T; Wang, NA",The structure and function of the global citrus rhizosphere microbiome,NATURE COMMUNICATIONS,2018,9,10.1038/s41467-018-07343-2,me,maybe,,
"Dai, TJ; Zhang, Y; Ning, DL; Su, ZG; Tang, YS; Huang, B; Mu, QL; Wen, DH",Dynamics of Sediment Microbial Functional Capacity and Community Interaction Networks in an Urbanized Coastal Estuary,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.02731,me,maybe,,
"Paver, SF; Muratore, D; Newton, RJ; Coleman, ML",Reevaluating the Salty Divide: Phylogenetic Specificity of Transitions between Marine and Freshwater Systems,MSYSTEMS,2018,3,10.1128/mSystems.00232-18,me,maybe,,
"Wang, M; Veldsink, JH; Dini-Andreote, F; Salles, JF",Compositional and abundance changes of nitrogen-cycling genes in plant-root microbiomes along a salt marsh chronosequence,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,2018,111,10.1007/s10482-018-1098-5,me,maybe,,
"Nottingham, AT; Fierer, N; Turner, BL; Whitaker, J; Ostle, NJ; McNamara, NP; Bardgett, RD; Leff, JW; Salinas, N; Silman, MR; Kruuk, LEB; Meir, P",Microbes follow Humboldt: temperature drives plant and soil microbial diversity patterns from the Amazon to the Andes,ECOLOGY,2018,99,10.1002/ecy.2482,me,maybe,,
"Hu, AY; Li, S; Zhang, LP; Wang, HJ; Yang, J; Luo, ZX; Rashid, A; Chen, SQ; Huang, WX; Yu, CP","Prokaryotic footprints in urban water ecosystems: A case study of urban landscape ponds in a coastal city, China",ENVIRONMENTAL POLLUTION,2018,242,10.1016/j.envpol.2018.07.097,me,maybe,,
"Zhao, F; Filker, S","Characterization of protistan plankton diversity in ancient salt evaporation ponds located in a volcanic crater on the island Sal, Cape Verde",EXTREMOPHILES,2018,22,10.1007/s00792-018-1050-7,me,maybe,,
"Wang, X; Wang, C; Wang, PF; Chen, J; Miao, LZ; Feng, T; Yuan, QS; Liu, S",How bacterioplankton community can go with cascade damming in the highly regulated Lancang-Mekong River Basin,MOLECULAR ECOLOGY,2018,27,10.1111/mec.14870,me,YES,,
"Chai, YX; Jiang, SJ; Guo, WJ; Qin, MS; Pan, JB; Bahadur, A; Shi, GX; Luo, JJ; Jin, ZC; Liu, YJ; Zhang, Q; An, LZ; Feng, HY",The effect of slope aspect on the phylogenetic structure of arbuscular mycorrhizal fungal communities in an alpine ecosystem,SOIL BIOLOGY & BIOCHEMISTRY,2018,126,10.1016/j.soilbio.2018.08.016,me,YES,,
"Liu, D; Yang, Y; An, SS; Wang, HL; Wang, Y",The Biogeographical Distribution of Soil Bacterial Communities in the Loess Plateau as Revealed by High-Throughput Sequencing,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.02456,me,YES,,
"Che, RX; Deng, YC; Wang, F; Wang, WJ; Xu, ZH; Hao, YB; Xue, K; Zhang, B; Tang, L; Zhou, HK; Cui, XY",Autotrophic and symbiotic diazotrophs dominate nitrogen-fixing communities in Tibetan grassland soils,SCIENCE OF THE TOTAL ENVIRONMENT,2018,639,10.1016/j.scitotenv.2018.05.238,me,maybe,,
"Wohlrab, S; Falcke, JM; Lin, SJ; Zhang, H; Neuhaus, S; Elferink, S; Voss, D; Zielinski, O; John, U",Metatranscriptome Profiling Indicates Size-Dependent Differentiation in Plastic and Conserved Community Traits and Functional Diversification in Dinoflagellate Communities,FRONTIERS IN MARINE SCIENCE,2018,5,10.3389/fmars.2018.00358,me,maybe,,
"Ortiz-Vera, MP; Olchanheski, LR; da Silva, EG; de Lima, FR; Martinez, LRDPR; Sato, MIZ; Jaffe, R; Alves, R; Ichiwaki, S; Padilla, G; Araujo, WL",Influence of water quality on diversity and composition of fungal communities in a tropical river,SCIENTIFIC REPORTS,2018,8,10.1038/s41598-018-33162-y,me,YES,,
"Deng, Y; Ning, DL; Qin, YJ; Xue, K; Wu, LY; He, ZL; Yin, HQ; Liang, YT; Buzzard, V; Michaletz, ST; Zhou, JZ",Spatial scaling of forest soil microbial communities across a temperature gradient,ENVIRONMENTAL MICROBIOLOGY,2018,20,10.1111/1462-2920.14303,me,maybe,,
"Hassell, N; Tinker, KA; Moore, T; Ottesen, EA",Temporal and spatial dynamics in microbial community composition within a temperate stream network,ENVIRONMENTAL MICROBIOLOGY,2018,20,10.1111/1462-2920.14311,me,maybe,,
"Hsieh, CJ; Zhan, SH; Liao, CP; Tang, SL; Wang, LC; Watanabe, T; Geraldino, PJL; Liu, SL",THE EFFECTS OF CONTEMPORARY SELECTION AND DISPERSAL LIMITATION ON THE COMMUNITY ASSEMBLY OF ACIDOPHILIC MICROALGAE,JOURNAL OF PHYCOLOGY,2018,54,10.1111/jpy.12771,me,YES,,
"Zhou, J; Song, X; Zhang, CY; Chen, GF; Lao, YM; Jin, H; Cai, ZH",Distribution Patterns of Microbial Community Structure Along a 7000-Mile Latitudinal Transect from the Mediterranean Sea Across the Atlantic Ocean to the Brazilian Coastal Sea,MICROBIAL ECOLOGY,2018,76,10.1007/s00248-018-1150-z,me,maybe,,
"Li, SJ; Luo, ZX; Ji, GD",Seasonal function succession and biogeographic zonation of assimilatory and dissimilatory nitrate-reducing bacterioplankton,SCIENCE OF THE TOTAL ENVIRONMENT,2018,637,10.1016/j.scitotenv.2018.05.020,me,maybe,,
"Wang, Y; Wang, B; Dann, LM; Mitchell, JG; Hu, XK; Tang, HT; Zhang, H; Sheng, YQ",Bacterial community structure in the Bohai Strait provides insights into organic matter niche partitioning,CONTINENTAL SHELF RESEARCH,2018,169,10.1016/j.csr.2018.08.009,me,maybe,,
"Kavazos, CRJ; Huggett, MJ; Mueller, U; Horwitz, P",Bacterial and ciliate biofilm community structure at different spatial levels of a salt lake meta-community,FEMS MICROBIOLOGY ECOLOGY,2018,94,10.1093/femsec/fiy148,me,YES,,
"Smith, RJ; Paterson, JS; Wallis, I; Launer, E; Anks, EWB; Bresciani, E; Cranswick, RH; Tobe, SS; Marri, S; Goonan, P; Mitchell, JG",Southern South Australian groundwater microbe diversity,FEMS MICROBIOLOGY ECOLOGY,2018,94,10.1093/femsec/fiy158,me,maybe,,
"Echenique-Subiabre, I; Zancarini, A; Heath, MW; Wood, SA; Quiblier, C; Humbert, JF",Multiple processes acting from local to large geographical scales shape bacterial communities associated with Phormidium (cyanobacteria) biofilms in French and New Zealand rivers,SCIENTIFIC REPORTS,2018,8,10.1038/s41598-018-32772-w,me,YES,,
"Wang, BX; Adachi, Y; Sugiyama, S",Soil productivity and structure of bacterial and fungal communities in unfertilized arable soil,PLOS ONE,2018,13,10.1371/journal.pone.0204085,me,maybe,,
"Henson, MW; Hanssen, J; Spooner, G; Fleming, P; Pukonen, M; Stahr, F; Thrash, JC",Nutrient dynamics and stream order influence microbial community patterns along a 2914 kilometer transect of the Mississippi River,LIMNOLOGY AND OCEANOGRAPHY,2018,63,10.1002/lno.10811,me,maybe,,
"Shiau, YJ; Cai, YF; Jia, ZJ; Chen, CL; Chiu, CY",Phylogenetically distinct methanotrophs modulate methane oxidation in rice paddies across Taiwan,SOIL BIOLOGY & BIOCHEMISTRY,2018,124,10.1016/j.soilbio.2018.05.025,me,maybe,,
"Mo, YY; Zhang, WJ; Yang, J; Lin, YS; Yu, Z; Lin, SJ",Biogeographic patterns of abundant and rare bacterioplankton in three subtropical bays resulting from selective and neutral processes,ISME JOURNAL,2018,12,10.1038/s41396-018-0153-6,me,YES,,
"Davison, J; Moora, M; Opik, M; Ainsaar, L; Ducousso, M; Hiiesalu, I; Jairus, T; Johnson, N; Jourand, P; Kalamees, R; Koorem, K; Meyers, JY; Pussa, K; Reier, U; Partel, M; Semchenko, M; Traveset, A; Vasar, M; Zobel, M",Microbial island biogeography: isolation shapes the life history characteristics but not diversity of root-symbiotic fungal communities,ISME JOURNAL,2018,12,10.1038/s41396-018-0196-8,me,maybe,,
"Gomes, SIF; Merckx, VSFT; Hynson, NA",Biological invasions increase the richness of arbuscular mycorrhizal fungi from a Hawaiian subtropical ecosystem,BIOLOGICAL INVASIONS,2018,20,10.1007/s10530-018-1710-7,me,maybe,,
"Zhang, HJ; Huang, XL; Huang, L; Bao, FJ; Xiong, SL; Wang, K; Zhang, DM",Microeukaryotic biogeography in the typical subtropical coastal waters with multiple environmental gradients,SCIENCE OF THE TOTAL ENVIRONMENT,2018,635,10.1016/j.scitotenv.2018.04.142,me,YES,,
"Jiao, S; Chen, WM; Wang, JL; Du, NN; Li, QP; Wei, GH",Soil microbiomes with distinct assemblies through vertical soil profiles drive the cycling of multiple nutrients in reforested ecosystems,MICROBIOME,2018,6,10.1186/s40168-018-0526-0,me,maybe,,
"Bahram, M; Hildebrand, F; Forslund, SK; Anderson, JL; Soudzilovskaia, NA; Bodegom, PM; Bengtsson-Palme, J; Anslan, S; Coelho, LP; Harend, H; Huerta-Cepas, J; Medema, MH; Maltz, MR; Mundra, S; Olsson, PA; Pent, M; Polme, S; Sunagawa, S; Ryberg, M; Tedersoo, L; Bork, P",Structure and function of the global topsoil microbiome,NATURE,2018,560,10.1038/s41586-018-0386-6,me,maybe,,
"Turney, S; Altshuler, I; Whyte, LG; Buddle, CM",Macroinvertebrate and soil prokaryote communities in the forest-tundra ecotone of the Subarctic Yukon,POLAR BIOLOGY,2018,41,10.1007/s00300-018-2330-5,me,maybe,,
"Tian, J; He, NP; Kong, WD; Deng, Y; Feng, K; Green, SM; Wang, XB; Zhou, JZ; Kuzyakov, Y; Ye, GR",Deforestation decreases spatial turnover and alters the network interactions in soil bacterial communities,SOIL BIOLOGY & BIOCHEMISTRY,2018,123,10.1016/j.soilbio.2018.05.007,me,YES,,
"Jiao, CC; Zhao, DY; Huang, R; Cao, XY; Zeng, J; Lin, YQ; Zhao, WJ",Abundant and Rare Bacterioplankton in Freshwater Lakes Subjected to Different Levels of Tourism Disturbances,WATER,2018,10,10.3390/w10081075,me,maybe,,
"Bakenhus, I; Dlugosch, L; Giebel, HA; Beardsley, C; Simon, M; Wietz, M",Distinct biogeographic patterns of bacterioplankton composition and single-cell activity between the subtropics and Antarctica,ENVIRONMENTAL MICROBIOLOGY,2018,20,10.1111/1462-2920.14383,me,maybe,,
"Bottos, EM; Kennedy, DW; Romero, EB; Fansler, SJ; Brown, JM; Bramer, LM; Chu, RK; Tfaily, MM; Jansson, JK; Stegen, JC",Dispersal limitation and thermodynamic constraints govern spatial structure of permafrost microbial communities,FEMS MICROBIOLOGY ECOLOGY,2018,94,10.1093/femsec/fiy110,me,maybe,,
"Ruiz-Gonzalez, C; Archambault, E; Laforest-Lapointe, I; del Giorgio, PA; Kembel, SW; Messier, C; Nock, CA; Beisner, BE",Soils associated to different tree communities do not elicit predictable responses in lake bacterial community structure and function,FEMS MICROBIOLOGY ECOLOGY,2018,94,10.1093/femsec/fiy115,me,maybe,,
"Zhang, M; Chen, FZ; Shi, XL; Yang, Z; Kong, FX",Association between temporal and spatial beta diversity in phytoplankton,ECOGRAPHY,2018,41,10.1111/ecog.03340,me,YES,,
"Ser-Giacomi, E; Zinger, L; Malviya, S; De Vargas, C; Karsenti, E; Bowler, C; De Monte, S",Ubiquitous abundance distribution of non-dominant plankton across the global ocean,NATURE ECOLOGY & EVOLUTION,2018,2,10.1038/s41559-018-0587-2,me,maybe,,
"Song, M; Peng, WX; Zeng, FP; Du, H; Peng, Q; Xu, QG; Chen, L; Zhang, F",Spatial Patterns and Drivers of Microbial Taxa in a Karst Broadleaf Forest,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.01691,me,YES,,
"Power, JF; Carere, CR; Lee, CK; Wakerley, GLJ; Evans, DW; Button, M; White, D; Climo, MD; Hinze, AM; Morgan, XC; McDonald, IR; Cary, SC; Stott, MB",Microbial biogeography of 925 geothermal springs in New Zealand,NATURE COMMUNICATIONS,2018,9,10.1038/s41467-018-05020-y,me,YES,,
"Mestre, M; Ruiz-Gonzalez, C; Logares, R; Duarte, CM; Gasol, JM; Sala, MM",Sinking particles promote vertical connectivity in the ocean microbiome,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2018,115,10.1073/pnas.1802470115,me,maybe,,
"Han, YC; Gonnella, G; Adam, N; Schippers, A; Burkhardt, L; Kurtz, S; Schwarz-Schampera, U; Franke, H; Perner, M",Hydrothermal chimneys host habitat-specific microbial communities: analogues for studying the possible impact of mining seafloor massive sulfide deposits,SCIENTIFIC REPORTS,2018,8,10.1038/s41598-018-28613-5,me,maybe,,
"Hu, Y; Bai, CR; Cai, J; Dai, JY; Shao, KQ; Tang, XM; Gao, G",Co-occurrence Network Reveals the Higher Fragmentation of the Bacterial Community in Kaidu River Than Its Tributaries in Northwestern China,MICROBES AND ENVIRONMENTS,2018,33,10.1264/jsme2.ME17170,me,maybe,,
"Yang, F; Wu, JJ; Zhang, DD; Chen, Q; Zhang, Q; Cheng, XL",Soil bacterial community composition and diversity in relation to edaphic properties and plant traits in grasslands of southern China,APPLIED SOIL ECOLOGY,2018,128,10.1016/j.apsoil.2018.04.001,me,YES,,
"Yang, F; Tian, J; Fang, HJ; Gao, Y; Zhang, XY; Yu, GR; Kuzyakov, Y",Spatial heterogeneity of microbial community and enzyme activities in a broad-leaved Korean pine mixed forest,EUROPEAN JOURNAL OF SOIL BIOLOGY,2018,88,10.1016/j.ejsobi.2018.07.001,me,YES,,
"Wu, B; Liu, FF; Weiser, MD; Ning, DL; Okie, JG; Shen, LN; Li, J; Chai, BL; Deng, Y; Feng, K; Wu, LY; Chen, SW; Zhou, JZ; He, ZL",Temperature determines the diversity and structure of N2O-reducing microbial assemblages,FUNCTIONAL ECOLOGY,2018,32,10.1111/1365-2435.13091,me,YES,,
"Lentendu, G; Mahe, F; Bass, D; Rueckert, S; Stoeck, T; Dunthorn, M",Consistent patterns of high alpha and low beta diversity in tropical parasitic and free-living protists,MOLECULAR ECOLOGY,2018,27,10.1111/mec.14731,me,YES,,
"Glassman, SI; Martiny, JBH",Broadscale Ecological Patterns Are Robust to Use of Exact Sequence Variants versus Operational Taxonomic Units,MSPHERE,2018,3,10.1128/mSphere.00148-18,me,maybe,,
"Karimi, B; Terrat, S; Dequiedt, S; Saby, NPA; Horriguel, W; Lelievre, M; Nowak, V; Jolivet, C; Arrouays, D; Wincker, P; Cruaud, C; Bispo, A; Maron, PA; Prevost-Boure, NC; Ranjard, L",Biogeography of soil bacteria and archaea across France,SCIENCE ADVANCES,2018,4,10.1126/sciadv.aat1808,me,maybe,,
"Hou, HP; Wang, C; Ding, ZY; Zhang, SL; Yang, YJ; Ma, J; Chen, F; Li, JR",Variation in the Soil Microbial Community of Reclaimed Land over Different Reclamation Periods,SUSTAINABILITY,2018,10,10.3390/su10072286,me,maybe,,
"Keck, F; Franc, A; Kahlert, M",Disentangling the processes driving the biogeography of freshwater diatoms: A multiscale approach,JOURNAL OF BIOGEOGRAPHY,2018,45,10.1111/jbi.13239,me,maybe,,
"Benito, X; Fritz, SC; Steinitz-Kannan, M; Tapia, PM; Kelly, MA; Lowell, TV",Geo-climatic factors drive diatom community distribution in tropical South American freshwaters,JOURNAL OF ECOLOGY,2018,106,10.1111/1365-2745.12934,me,maybe,,
"Zhang, BG; Zhang, J; Liu, Y; Guo, YQ; Shi, P; Wei, GH",Biogeography and ecological processes affecting root-associated bacterial communities in soybean fields across China,SCIENCE OF THE TOTAL ENVIRONMENT,2018,627,10.1016/j.scitotenv.2018.01.230,me,YES,,
"Li, Y; Sun, LL; Sun, ML; Su, HN; Zhang, XY; Xie, BB; Chen, XL; Zhang, YZ; Qin, QL",Vertical and horizontal biogeographic patterns and major factors affecting bacterial communities in the open South China Sea,SCIENTIFIC REPORTS,2018,8,10.1038/s41598-018-27191-w,me,YES,,
"Logares, R; Tesson, SV; Canback, B; Pontarp, M; Hedlund, K; Rengefors, K",Contrasting prevalence of selection and drift in the community structuring of bacteria and microbial eukaryotes,ENVIRONMENTAL MICROBIOLOGY,2018,20,10.1111/1462-2920.14265,me,maybe,,
"Miyamoto, Y; Narimatsu, M; Nara, K","Effects of climate, distance, and a geographic barrier on ectomycorrhizal fugal communities in Japan: A comparison across Blakistons Line",FUNGAL ECOLOGY,2018,33,10.1016/j.funeco.2018.01.007,me,YES,,
"Garcia De Leon, D; Davison, J; Moora, M; Opik, M; Feng, HY; Hiiesalu, I; Jairus, T; Koorem, K; Liu, YJ; Phosri, C; Sepp, SK; Vasar, M; Zobel, M",Anthropogenic disturbance equalizes diversity levels in arbuscular mycorrhizal fungal communities,GLOBAL CHANGE BIOLOGY,2018,24,10.1111/gcb.14131,me,maybe,,
"Meyer, KM; Memiaghe, H; Korte, L; Kenfack, D; Alonso, A; Bohannan, BJM",Why do microbes exhibit weak biogeographic patterns?,ISME JOURNAL,2018,12,10.1038/s41396-018-0103-3,me,YES,,
"Jiao, S; Chen, WM; Wang, JM; Zhang, L; Yang, F; Lin, YB; Wei, GH",Plant growth and oil contamination alter the diversity and composition of bacterial communities in agricultural soils across China,LAND DEGRADATION & DEVELOPMENT,2018,29,10.1002/ldr.2932,me,YES,,
"Ribeiro, KF; Rocha, CM; de Castro, D; Rodrigues, LR; Crossetti, LO",Distribution and coexistence patterns of phytoplankton in subtropical shallow lakes and the role of niche-based and spatial processes,HYDROBIOLOGIA,2018,814,10.1007/s10750-018-3539-6,me,YES,,
"Chen, J; Wang, PF; Wang, C; Wang, X; Miao, LZ; Liu, S; Yuan, QS",Bacterial Communities in Riparian Sediments: A Large-Scale Longitudinal Distribution Pattern and Response to Dam Construction,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00999,me,YES,,
"Dignam, BEA; OCallaghan, M; Condron, LM; Kowalchuk, GA; Van Nostrand, JD; Zhou, JZ; Wakelin, SA",Effect of land use and soil organic matter quality on the structure and function of microbial communities in pastoral soils: Implications for disease suppression,PLOS ONE,2018,13,10.1371/journal.pone.0196581,me,maybe,,
"Bendia, AG; Signori, CN; Franco, DC; Duarte, RTD; Bohannan, BJM; Pellizari, VH","A Mosaic of Geothermal and Marine Features Shapes Microbial Community Structure on Deception Island Volcano, Antarctica",FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00899,me,maybe,,
"Zhang, J; Jiao, S; Lu, YH","Biogeographic distribution of bacterial, archaeal and methanogenic communities and their associations with methanogenic capacity in Chinese wetlands",SCIENCE OF THE TOTAL ENVIRONMENT,2018,622,10.1016/j.scitotenv.2017.11.279,me,YES,,
"Pessi, IS; Lara, Y; Durieu, B; Maalouf, PD; Verleyen, E; Wilmotte, A",Community structure and distribution of benthic cyanobacteria in Antarctic lacustrine microbial mats,FEMS MICROBIOLOGY ECOLOGY,2018,94,10.1093/femsec/fiy042,me,YES,,
"Santoferrara, LF; Rubin, E; Mcmanus, GB",Global and local DNA (meta)barcoding reveal new biogeography patterns in tintinnid ciliates,JOURNAL OF PLANKTON RESEARCH,2018,40,10.1093/plankt/fby011,me,YES,,
"Zhang, Y; Li, J; Cheng, XH; Luo, YF; Mai, ZM; Zhang, S",Community differentiation of bacterioplankton in the epipelagic layer in the South China Sea,ECOLOGY AND EVOLUTION,2018,8,10.1002/ece3.4064,me,maybe,,
"Wang, HT; Cheng, MY; Dsouza, M; Weisenhorn, P; Zheng, TL; Gilbert, JA",Soil Bacterial Diversity Is Associated with Human Population Density in Urban Greenspaces,ENVIRONMENTAL SCIENCE & TECHNOLOGY,2018,52,10.1021/acs.est.7b0641,me,maybe,,
"Angermeyer, A; Crosby, SC; Huber, JA",Salt marsh sediment bacterial communities maintain original population structure after transplantation across a latitudinal gradient,PEERJ,2018,6,10.7717/peerj.4735,me,maybe,,
"Yuan, CL; Zhang, LM; Hu, HW; Wang, JT; Shen, JP; He, JZ",The biogeography of fungal communities in paddy soils is mainly driven by geographic distance,JOURNAL OF SOILS AND SEDIMENTS,2018,18,10.1007/s11368-018-1924-4,me,YES,,
"Roguet, A; Therial, C; Catherine, A; Bressy, A; Varrault, G; Bouhdamane, L; Tran, V; Lemaire, BJ; Vincon-Leite, B; Saad, M; Moulin, L; Lucas, FS",Importance of Local and Regional Scales in Shaping Mycobacterial Abundance in Freshwater Lakes,MICROBIAL ECOLOGY,2018,75,10.1007/s00248-017-1088-6,me,maybe,,
"Na, XF; Xu, TT; Li, M; Zhou, ZN; Ma, SL; Wang, J; He, J; Jiao, BZ; Ma, F",Variations of Bacterial Community Diversity Within the Rhizosphere of Three Phylogenetically Related Perennial Shrub Plant Species Across Environmental Gradients,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00709,me,YES,,
"Zhao, SY; Zhuang, LJ; Wang, C; Li, YF; Wang, SY; Zhu, GB",High-throughput analysis of anammox bacteria in wetland and dryland soils along the altitudinal gradient in Qinghai-Tibet Plateau,MICROBIOLOGYOPEN,2018,7,10.1002/mbo3.556,me,maybe,,
"Roth-Schulze, AJ; Pintado, J; Zozaya-Valdes, E; Cremades, J; Ruiz, P; Kjelleberg, S; Thomas, T",Functional biogeography and host specificity of bacterial communities associated with the Marine Green Alga Ulva spp.,MOLECULAR ECOLOGY,2018,27,10.1111/mec.14529,me,maybe,,
"Han, DX; Wang, N; Sun, X; Hu, YB; Feng, FJ","Biogeographical distribution of bacterial communities in Changbai Mountain, Northeast China",MICROBIOLOGYOPEN,2018,7,10.1002/mbo3.529,me,YES,,
"Morales, SE; Trouche, B; Wakelin, S; Banabas, M; Nelson, PN",Shifts in prokaryotic communities under forest and grassland within a tropical mosaic landscape,APPLIED SOIL ECOLOGY,2018,125,10.1016/j.apsoil.2017.11.028,me,maybe,,
"Lindh, MV; Maillot, BM; Smith, CR; Church, MJ",Habitat filtering of bacterioplankton communities above polymetallic nodule fields and sediments in the Clarion-Clipperton zone of the Pacific Ocean,ENVIRONMENTAL MICROBIOLOGY REPORTS,2018,10,10.1111/1758-2229.12627,me,maybe,,
"Bestova, H; Munoz, F; Svoboda, P; Skaloud, P; Violle, C",Ecological and biogeographical drivers of freshwater green algae biodiversity: from local communities to large-scale species pools of desmids,OECOLOGIA,2018,186,10.1007/s00442-018-4074-x,me,YES,,
"LeBrun, ES; Taylor, DL; King, RS; Back, JA; Kang, S",Rivers may constitute an overlooked avenue of dispersal for terrestrial fungi,FUNGAL ECOLOGY,2018,32,10.1016/j.funeco.2017.12.003,me,maybe,,
"Xu, ZW; Yu, GR; Zhang, XY; He, NP; Wang, QF; Wang, SZ; Xu, XF; Wang, RL; Zhao, N",Biogeographical patterns of soil microbial community as influenced by soil characteristics and climate across Chinese forest biomes,APPLIED SOIL ECOLOGY,2018,124,10.1016/j.apsoil.2017.11.019,me,YES,,
"Zhang, BG; Zhang, J; Liu, Y; Shi, P; Wei, GH",Co-occurrence patterns of soybean rhizosphere microbiome at a continental scale,SOIL BIOLOGY & BIOCHEMISTRY,2018,118,10.1016/j.soilbio.2017.12.011,me,maybe,,
"Mora-Ruiz, MD; Cifuentes, A; Font-Verdera, F; Perez-Fernandez, C; Farias, ME; Gonzalez, B; Orfila, A; Rossello-Mora, R",Biogeographical patterns of bacterial and archaeal communities from distant hypersaline environments,SYSTEMATIC AND APPLIED MICROBIOLOGY,2018,41,10.1016/j.syapm.2017.10.006,me,maybe,,
"Spiesman, BJ; Stapper, AP; Inouye, BD","Patch size, isolation, and matrix effects on biodiversity and ecosystem functioning in a landscape microcosm",ECOSPHERE,2018,9,10.1002/ecs2.2173,me,maybe,,
"Tian, JQ; Zhu, D; Wang, JZ; Wu, B; Hussain, M; Liu, XZ","Environmental factors driving fungal distribution in freshwater lake sediments across the Headwater Region of the Yellow River, China",SCIENTIFIC REPORTS,2018,8,10.1038/s41598-018-21995-6,me,YES,,
"Klier, J; Dellwig, O; Leipe, T; Jurgens, K; Herlemann, DPR",Benthic Bacterial Community Composition in the Oligohaline-Marine Transition of Surface Sediments in the Baltic Sea Based on rRNA Analysis,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00236,me,maybe,,
"Liu, JJ; Yu, ZH; Yao, Q; Sui, YY; Shi, Y; Chu, HY; Tang, CX; Franks, AE; Jin, J; Liu, XB; Wang, GH",Ammonia-Oxidizing Archaea Show More Distinct Biogeographic Distribution Patterns than Ammonia-Oxidizing Bacteria across the Black Soil Zone of Northeast China,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00171,me,YES,,
"Frouin, E; Bes, M; Ollivier, B; Quemeneur, M; Postec, A; Debroas, D; Armougom, F; Erauso, G",Diversity of Rare and Abundant Prokaryotic Phylotypes in the Prony Hydrothermal Field and Comparison with Other Serpentinite-Hosted Ecosystems,FRONTIERS IN MICROBIOLOGY,2018,9,10.3389/fmicb.2018.00102,me,maybe,,
"Shi, Y; Li, YT; Xiang, XJ; Sun, RB; Yang, T; He, D; Zhang, KP; Ni, YY; Zhu, YG; Adams, JM; Chu, HY",Spatial scale affects the relative role of stochasticity versus determinism in soil bacterial communities in wheat fields across the North China Plain,MICROBIOME,2018,6,10.1186/s40168-018-0409-4,me,YES,,
