"authors","title","journal","abstract","year","vol","DOI","reviewer","screened"
"Tripathi, BM; Stegen, JC; Kim, M; Dong, K; Adams, JM; Lee, YK","Soil pH mediates the balance between stochastic and deterministic assembly of bacteria","ISME JOURNAL","Little is known about the factors affecting the relative influences of stochastic and deterministic processes that govern the assembly of microbial communities in successional soils. Here, we conducted a meta-analysis of bacterial communities using six different successional soil datasets distributed across different regions. Different relationships between pH and successional age across these datasets allowed us to separate the influences of successional age (i.e., time) from soil pH. We found that extreme acidic or alkaline pH conditions lead to assembly of phylogenetically more clustered bacterial communities through deterministic processes, whereas pH conditions close to neutral lead to phylogenetically less clustered bacterial communities with more stochasticity. We suggest that the influence of pH, rather than successional age, is the main driving force in producing trends in phylogenetic assembly of bacteria, and that pH also influences the relative balance of stochastic and deterministic processes along successional soils. Given that pH had a much stronger association with community assembly than did successional age, we evaluated whether the inferred influence of pH was maintained when studying globally distributed samples collected without regard for successional age. This dataset confirmed the strong influence of pH, suggesting that the influence of soil pH on community assembly processes occurs globally. Extreme pH conditions likely exert more stringent limits on survival and fitness, imposing strong selective pressures through ecological and evolutionary time. Taken together, these findings suggest that the degree to which stochastic vs. deterministic processes shape soil bacterial community assembly is a consequence of soil pH rather than successional age.","2018","12","10.1038/s41396-018-0082-4","me","not yet"
"Zhao, SY; Zhuang, LJ; Wang, C; Li, YF; Wang, SY; Zhu, GB","High-throughput analysis of anammox bacteria in wetland and dryland soils along the altitudinal gradient in Qinghai-Tibet Plateau","MICROBIOLOGYOPEN","This study investigated the diversity, community composition, and abundance of anaerobic ammonium oxidation (anammox) bacteria along the altitudinal gradient in Qinghai-Tibet Plateau. Two types of soil samples (wetland and dryland soils, n = 123) were collected from 641 m to 5,033 m altitudes. Polymerase chain reaction (PCR) screening showed that anammox were not widespread, and were only detected in 9 sampling sites of the 50 sites tested by amplifying the 16S rRNA genes. Then, only samples collected from Linzhi (2,715 m), Rikaze (4,030 m), and Naqu (5,011 m), which were positive for the presence of anammox, were further processed to explore the biogeography of anammox bacteria in Qinghai-Tibet Plateau. Results of high-throughput sequencing targeting the hydrazine synthesis -subunit (hzsB) gene revealed the presence of three known anammox genera (Candidatus Brocadia, Candidatus Jettenia, and Candidatus Kuenenia) in both soil types. Their diversity, community composition, and abundance did not show significant variation with altitude at large scale. However, it was the small-scale environmental heterogeneities between wetland and dryland soils that determined their biogeographical distribution. Specifically, the dryland soils had higher diversity of anammox bacteria than the wetland soils, but their abundance patterns varied. The community composition of anammox bacteria were found to be influenced by soil nitrate content.","2018","7","10.1002/mbo3.556","me","not yet"
"Voltski, I; Gooday, AJ; Pawlowski, J","Eyes of the Deep-sea Floor: The Integrative Taxonomy of the Foraminiferal Genus Vanhoeffenella","PROTIST","Vanhoeffenella is a common deep-sea monothalamous foraminifer, some species of which have a unique eye-like test morphology. Owing to its world-wide distribution, it has been recorded numerous times since the heroic age of the deep-sea exploration in the early 20th century. So far, only 4 species have been described, and no attempts have been made to estimate the real diversity of this peculiar genus. Over the last fifteen years, we have collected specimens of Vanhoeffenella from various deep-sea areas, providing the basis for an integrative taxonomy and biogeography of this genus. Here, we clarify the phylogenetic position of Vanhoeffenella and give an account of its diversity in the Atlantic, Arctic and Southern Oceans (the Weddell Sea) as revealed by genetic marker (SSU rDNA) and morphology. Our study shows that Vanhoeffenella branches within Clade F of monothalamids and incorporates at least 10 putative species. Some could be distinguished by either morphological or molecular features, but only the integrative taxonomic approach provides a robust way to assess their diversity. We examine the new material of the type species (V. gaussi Rhumbler), redescribe the poorly-known V. oculus Earland and describe formally a fifth species, V dilatata sp. nov. (C) 2017 Elsevier GmbH. All rights reserved.","2018","169","10.1016/j.protis.2017.11.003","me","not yet"
"Cerevkova, A; Miklisova, D; Szoboszlay, M; Tebbe, CC; Cagan, L","The responses of soil nematode communities to Bt maize cultivation at four field sites across Europe","SOIL BIOLOGY & BIOCHEMISTRY","Transgenic maize expressing the Bacillus thuringiensis (Bt) insecticidal crystal (Cry1Ab) protein is poisonous to lepidopterans including the European Corn Borer (Ostrinia nubilalis). In many European countries, commercial cultivation of Bt maize is not allowed. One major reason is the potential variation of the environmental risk across different biogeographical regions. The aim of this study was to collect data about soil nematode communities as bioindicators of unintended effects across geographically diverse maize growing regions in Europe by sampling field sites in Denmark, Slovakia, and Sweden during 2013-2014, and in Spain during 2013. DKC3872YG (Bt maize line MON810) and its near-isogenic line DKC3871 were grown at the sites in Slovakia, Denmark, and Sweden and hybrids DKC6451YG (Bt maize line MON810) and its near-isogenic line DKC6450 were cultivated at the site in Spain. Dominating nematode genera in the maize fields regardless of the field site or maize variants were bacterial feeders Rhabditis, Acrobeloides; root-fungal feeders Filenchus; fungal feeders Aphelenchoides, Aphelenchus; and omnivores Eudorylaimus. A significant effect of the field site location on the total nematode abundance, nematode abundance in trophic groups, diversity of nematode genera, and ecological and functional nematode indices was detected. Significant annual variation was found in the Plant parasite and Structure indices. There were significant differences in the abundances of omnivores and root-fungal feeders and in the Maturity, Channel, and Enrichment indices between Bt and non-Bt maize plots in Denmark in 2013, and in the abundance of fungal feeders in Sweden (2013). On the other hand, no difference was found between the Bt and non-Bt plots at the sites in Spain and Slovakia or at any of the sites in 2014. The effect of the field site location and season on the soil nematode community was more pronounced than that of the Bt genetic modification. We conclude that Bt maize had only a limited or no effect on soil nematode communities.","2018","119","10.1016/j.soilbio.2018.01.023","me","not yet"
"Hannigan, GD; Duhaime, MB; Koutra, D; Schloss, PD","Biogeography and environmental conditions shape bacteriophage-bacteria networks across the human microbiome","PLOS COMPUTATIONAL BIOLOGY","Viruses and bacteria are critical components of the human microbiome and play important roles in health and disease. Most previous work has relied on studying bacteria and viruses independently, thereby reducing them to two separate communities. Such approaches are unable to capture how these microbial communities interact, such as through processes that maintain community robustness or allow phage-host populations to co-evolve. We implemented a network-based analytical approach to describe phage-bacteria network diversity throughout the human body. We built these community networks using a machine learning algorithm to predict which phages could infect which bacteria in a given microbiome. Our algorithm was applied to paired viral and bacterial metagenomic sequence sets from three previously published human cohorts. We organized the predicted interactions into networks that allowed us to evaluate phage-bacteria connectedness across the human body. We observed evidence that gut and skin network structures were person-specific and not conserved among cohabitating family members. High-fat diets appeared to be associated with less connected networks. Network structure differed between skin sites, with those exposed to the external environment being less connected and likely more susceptible to network degradation by microbial extinction events. This study quantified and contrasted the diversity of virome-microbiome networks across the human body and illustrated how environmental factors may influence phage-bacteria interactive dynamics. This work provides a baseline for future studies to better understand system perturbations, such as disease states, through ecological networks.","2018","14","10.1371/journal.pcbi.1006099","me","not yet"
"Foster, WJ; Lehrmann, DJ; Yu, M; Ji, L; Martindale, RC","Persistent Environmental Stress Delayed the Recovery of Marine Communities in the Aftermath of the Latest Permian Mass Extinction","PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY","The aftermath of the latest Permian mass extinction is a key interval for the evolution of modern marine ecosystems. It has been hypothesized that the magnitude of the mass extinction delayed the subsequent recovery, and so to test this, we undertook the highest resolution study to date of the post-extinction (Griesbachian) microbialite unit on the Great Bank of Guizhou, south China. The benthic community from the microbialite unit is taxonomically diverse when compared to other coeval deposits, recording both inarticulate and articulate brachiopods, crinoids, echinoids, bivalves, gastropods, microconchids, and ostracods. Here we recognize 49 taxa from 4,557 individuals, which raise the known diversity of the Great Bank of Guizhou basal microbialite unit to 84 invertebrate species, making it the most diverse Early Triassic community currently reported. About 89% of the genera are Permian holdovers, whilst only 13% of the species are Permian holdovers. These new data record no temporal trends in the species richness, Simpson diversity, Simpson effective diversity, taxonomic distinctness, functional diversity, or body size of the benthos during the post-extinction microbialite unit. Nevertheless, the small body sizes of the benthic community, prevalence of opportunistic taxa (e.g., Claraia), and the large lophophoral cavity in the lingulid brachiopod, Sinolingularia huananensis, suggests that these animals lived in a highly stressed environment. We propose that the microbialite unit contains a survival fauna in an interval that represents persistent environmental stress from the latest Permian mass extinction event, associated with deoxygenation, high temperatures, elevated atmospheric carbon dioxide levels (pCO(2)), and elevated primary productivity.","2018","33","10.1002/2018PA003328","me","not yet"
"Roth-Schulze, AJ; Pintado, J; Zozaya-Valdes, E; Cremades, J; Ruiz, P; Kjelleberg, S; Thomas, T","Functional biogeography and host specificity of bacterial communities associated with the Marine Green Alga Ulva spp.","MOLECULAR ECOLOGY","Bacterial communities play an essential role for the function of marine macroalgae. Recent work has shown that bacterial communities associated with individual macroalgae possess on a local scale a functional core that is likely derived from diverse members of functional guilds. It is not known whether such functional cores also exist across large spatial scales or between closely related host species. To address this, we studied here the bacterial communities on three species of the green macroalgal genus Ulva from different geographic locations. While the taxonomic composition was too variable to describe a community core, we identified genes that were enriched across all Ulva samples as compared to the communities of the surrounding seawater. Of these core functions, 70% were consistently found and independent of the Ulva species and biogeography, while the remaining functions (similar to 30%) are possibly involved in local or host-specific adaptations. For each host individual, the core functions are provided by bacteria with distinct phylogenetic origin and these bacteria could constitute a global guild of Ulva-associated bacteria. Together, our results demonstrate the presence of a stable core set of functional genes in the bacterial communities associated with closely related host species and across large biogeographies.","2018","27","10.1111/mec.14529","me","not yet"
"Han, DX; Wang, N; Sun, X; Hu, YB; Feng, FJ","Biogeographical distribution of bacterial communities in Changbai Mountain, Northeast China","MICROBIOLOGYOPEN","The broad-leaved and Korean pine mixed forest in Changbai Mountain, China is an important component of boreal forest; the area is sensitive to global climate change. To understand spatial distribution patterns of soil bacterial community along elevation, we analyzed the soil bacterial community diversity and composition along an elevational gradient of 699-1177 m in a primitive Korean pine forest in Changbai Mountain using the high-throughput sequencing. In total, 149,519 optimized sequences were obtained. Bacterial Shannon index increased along elevation from 699 m to 937 m and started to decrease at the elevation of 1,044 m, showing a humpback curve along elevation. Evenness (ACE index) and richness (Chao index) of the soil bacterial community both decreased with elevation (the highest values of 770 and 762 at 699 m and the lowest values of 548 and 539 at 1,177 m, respectively), all the indices are significantly different between elevations. Bacterial composition at phylum and genus levels had some differences between elevations, but the dominant bacterial populations were generally consistent. Beta-diversity analysis showed a distance-decay pattern of bacterial community similarity at different samples. Soil physical and chemical properties explained 70.78% of the variation in bacterial community structure (soil pH explained 19.95%), and elevational distance only explained 8.42%. In conclusion, the contemporary environmental disturbances are the critical factors in maintaining the bacterial spatial distribution compared with historical contingencies.","2018","7","10.1002/mbo3.529","me","not yet"
"Morales, SE; Trouche, B; Wakelin, S; Banabas, M; Nelson, PN","Shifts in prokaryotic communities under forest and grassland within a tropical mosaic landscape","APPLIED SOIL ECOLOGY","The Anthropocene is linked to massive land use changes as a result of human activity. While aboveground changes in biodiversity are well documented, the effects on belowground microbial communities are less understood, yet could impact on many ecosystem functions. Here we aimed to identify differences in belowground microbial diversity between forest and grassland sites in a humid tropical mosaic landscape in Papua New Guinea. Using DNA-based amplicon sequencing targeting the 16S rRNA gene, prokaryotic community composition was assessed from surface soil samples. The composition of prokaryotic communities (beta diversity) differed between forest and grassland sites despite maintaining similar richness (alpha diversity) levels. Changes in community structure were small at higher taxonomic levels, but strong at the operational taxonomic unit (OTU) level but for a small subset of taxa. Changes in community composition between sites (based on Bray-Curtis distance) reflected a large rearrangement with species assemblage (OTU) differing by 68%. The results suggest that ecosystem change in this landscape leads to ecological filtering and selection at lower, but not higher taxonomic levels.","2018","125","10.1016/j.apsoil.2017.11.028","me","not yet"
"Chrismas, NAM; Anesio, AM; Sanchez-Baracaldo, P","The future of genomics in polar and alpine cyanobacteria","FEMS MICROBIOLOGY ECOLOGY","In recent years, genomic analyses have arisen as an exciting way of investigating the functional capacity and environmental adaptations of numerous micro-organisms of global relevance, including cyanobacteria. In the extreme cold of Arctic, Antarctic and alpine environments, cyanobacteria are of fundamental ecological importance as primary producers and ecosystem engineers. While their role in biogeochemical cycles is well appreciated, little is known about the genomic makeup of polar and alpine cyanobacteria. In this article, we present ways that genomic techniques might be used to further our understanding of cyanobacteria in cold environments in terms of their evolution and ecology. Existing examples from other environments (e.g. marine/hot springs) are used to discuss how methods developed there might be used to investigate specific questions in the cryosphere. Phylogenomics, comparative genomics and population genomics are identified as methods for understanding the evolution and biogeography of polar and alpine cyanobacteria. Transcriptomics will allow us to investigate gene expression under extreme environmental conditions, and metagenomics can be used to complement tradition amplicon-based methods of community profiling. Finally, new techniques such as single cell genomics and metagenome assembled genomes will also help to expand our understanding of polar and alpine cyanobacteria that cannot readily be cultured.","2018","94","10.1093/femsec/fiy032","me","not yet"
"Delhey, K","Darker where cold and wet: Australian birds follow their own version of Glogers rule","ECOGRAPHY","Glogers rule is usually interpreted as predicting darker coloured animals in warmer and more humid/vegetated regions. The relative importance of temperature and rainfall or vegetation is however unclear, and often only one variable is tested at a time, mainly through proxies. Here, I assess the predictions of Glogers rule for interspecific achromatic plumage variation (dark to light variation) for an entire avifauna (551 species of Australian landbirds). I tested the effects of climatic variables (temperature and rainfall) and vegetation structure on plumage reflectance at species and assemblage level (100 x 100 km cells), controlling for phylogenetic relatedness and spatial autocorrelation. To assess the robustness of these results I compared observed results with those of a null distribution of effects obtained from repeatedly simulating random plumage reflectance evolution on the phylogeny. At both the species and assemblage level, darker coloured birds were found in wetter and colder regions and in more densely vegetated habitats. Simulations confirm results at the species level and the effect of temperature at the assemblage level, but rainfall and vegetation effects at the assemblage level fall within the distribution of simulated effects and should be interpreted with care. Interspecific colour variation in Australian birds supports Glogers rule for rainfall/vegetation, but shows the opposite pattern for temperature. Darker colours in wet and vegetated environments are consistent with the role of melanin pigmentation in preventing feather degradation by bacteria, but also with background-matching for camouflage. Darker plumage might be beneficial in colder regions or detrimental in warmer regions if it affects thermoregulation, a selective force often only assumed to be of importance for ectotherms. The data highlight the need to test the generality of biogeographic rules across levels and at broad scale. Experimental work is needed to confirm the mechanisms linking plumage achromatic variation to climate.","2018","41","10.1111/ecog.03040","me","not yet"
"Grattepanche, JD; Walker, LM; Ott, BM; Pinto, DLP; Delwiche, CF; Lane, CE; Katz, LA","Microbial Diversity in the Eukaryotic SAR Clade: Illuminating the Darkness Between Morphology and Molecular Data","BIOESSAYS","Despite their diversity and ecological importance, many areas of the SARStramenopila, Alveolata, and Rhizariaclade are poorly understood as the majority (90%) of SAR species lack molecular data and only 5% of species are from well-sampled families. Here, we review and summarize the state of knowledge about the three major clades of SAR, describing the diversity within each clade and identifying synapomorphies when possible. We also assess the dark area of SAR: the morphologically described species that are missing molecular data. The majority of molecular data for SAR lineages are characterized from marine samples and vertebrate hosts, highlighting the need for additional research effort in areas such as freshwater and terrestrial habitats and non-vertebrate hosts. We also describe the paucity of data on the biogeography of SAR species, and point to opportunities to illuminate diversity in this major eukaryotic clade.","2018","40","10.1002/bies.201700198","me","not yet"
"Biersma, EM; Jackson, JA; Bracegirdle, TJ; Griffiths, H; Linse, K; Convey, P","Low genetic variation between South American and Antarctic populations of the bank-forming moss Chorisodontium aciphyllum (Dicranaceae)","POLAR BIOLOGY","The Antarctic-South American bank-forming moss Chorisodontium aciphyllum is known for having the oldest sub-fossils of any extant plant in Antarctica as well as extreme survival abilities, making it a candidate species for possible long-term survival in Antarctica. Applying phylogeographic and population genetic methods using the plastid markers trnL-F and rps4 and the nuclear internal transcribed spacer, we investigated the genetic diversity within C. aciphyllum throughout its range. Low genetic variation was found in all loci, both between and within Antarctic and southern South American populations, suggesting a relatively recent (likely within the last million years) colonization of this moss to the Antarctic, as well as a likely severe bottleneck during Pleistocene glaciations in southern South America. We also performed a simple atmospheric transfer modeling approach to study potential colonization rates of small (microscopic/microbial) or spore-dispersed organisms (such as many mosses and lichens). These suggested that the northern Antarctic Peninsula shows potentially regular connectivity from southern South America, with air masses transferring, particularly southbound, between the two regions. We found elevated genetic variation of C. aciphyllum in Elephant Island, also the location of the oldest known moss banks (> 5500 years), suggesting this location to be a genetic hotspot for this species in the Antarctic.","2018","41","10.1007/s00300-017-2221-1","me","not yet"
"Lindh, MV; Maillot, BM; Smith, CR; Church, MJ","Habitat filtering of bacterioplankton communities above polymetallic nodule fields and sediments in the Clarion-Clipperton zone of the Pacific Ocean","ENVIRONMENTAL MICROBIOLOGY REPORTS","Deep-sea mining of commercially valuable polymetallic nodule fields will generate a seabed sediment plume into the water column. Yet, the response of bacterioplankton communities, critical in regulating energy and matter fluxes in marine ecosystems, to such disturbances is unknown. Metacommunity theory, traditionally used in general ecology for macroorganisms, offers mechanistic understanding on the relative role of spatial differences compared with local environmental conditions (habitat filtering) for community assembly. We examined bacterioplankton metacommunities using 16S rRNA amplicons from the Clarion-Clipperton Zone (CCZ) in the eastern Pacific Ocean and in global ocean transect samples to determine sensitivity of these assemblages to environmental perturbations. Habitat filtering was the main assembly mechanism of bacterioplankton community composition in the epi- and mesopelagic waters of the CCZ and the Tara Oceans transect. Bathy- and abyssopelagic bacterioplankton assemblages were mainly assembled by undetermined metacommunity types or neutral and dispersal-driven patch-dynamics for the CCZ and the Malaspina transect. Environmental disturbances may alter the structure of upper-ocean microbial assemblages, with potentially even more substantial, yet unknown, impact on deep-sea communities. Predicting such responses in bacterioplankton assemblage dynamics can improve our understanding of microbially-mediated regulation of ecosystem services in the abyssal seabed likely to be exploited by future deep-sea mining operations.","2018","10","10.1111/1758-2229.12627","me","not yet"
"Unterseher, M; Karunarathna, SC; Cruz, GR; Dagamac, NH; Dahl, MB; Dool, SE; Galla, M; Herbst, L; Nilsson, RH; Puechmaille, SJ; Schoner, C; Schoner, M; Siddique, A; Teltewskoi, A; Wicke, K; Wurth, DG; Wurzbacher, C; Hyde, KD","Mycobiomes of sympatric Amorphophallus albispathus (Araceae) and Camellia sinensis (Theaceae) - a case study reveals clear tissue preferences and differences in diversity and composition","MYCOLOGICAL PROGRESS","Multiple biotic and abiotic parameters influence the dynamics of individual fungal species and entire communities. Major drivers for tropical plant endophytes are undoubtedly seasonality, local habitat conditions and biogeography. However, host specialization and tissue preferences also contribute to the structuring of endophytic mycobiomes. To elucidate such specializations and preferences, we sampled two commercially important, unrelated plant species, Amorphophallus albispathus and Camellia sinensis (tea plant) simultaneously at close proximity. The mycobiomes of different tissue types were assessed with high-throughput amplicon sequencing of the internal transcribed spacer DNA region. Both plants hosted different fungal communities and varied in alpha- and beta-diversity, despite their neighboring occurrence. However, the fungal assemblages of Amorphophallus leaflets shared taxa with the mycobiomes of tea leaves, thereby suggesting common driving forces for leaf-inhabiting fungi irrespective of host plant identity. The mycobiome composition and diversity of tea leaves was clearly driven by leaf age. We suggest that the very youngest tea leaves are colonized by stochastic processes, while mycobiomes of old leaves are rather similar as the result of progressive succession. The biodiversity of fungi associated with A. albispathus was characterized by a large number of unclassified OTUs (at genus and species level) and by tissue-specific composition.This study is the first cultivation-independent high-throughput assessment of fungal biodiversity of an Amorphophallus species, and additionally expands the knowledge base on fungi associated with tea plants.","2018","17","10.1007/s11557-018-1375-8","me","not yet"
"Bestova, H; Munoz, F; Svoboda, P; Skaloud, P; Violle, C","Ecological and biogeographical drivers of freshwater green algae biodiversity: from local communities to large-scale species pools of desmids","OECOLOGIA","Dispersal limitation, niche-based processes as well as historical legacies shape microbial biodiversity, but their respective influences remain unknown for many groups of microbes. We analysed metacommunity structure and functional trait variation in 148 communities of desmids, freshwater green algae, distributed throughout Europe. We delineated biogeographic modules for both taxa and sites using bipartite network analysis given that the taxa of a module co-occurred more often than expected by chance in sites of the same module. The network analysis distinguished two main acidic and neutral habitats, reflecting environmental filtering, and within each habitat separated species pools with distinct geographic locations, representing a plausible influence of historical biogeography. The geographic differentiation was consistent with a hypothesis of glacial refugia on Atlantic coast. Distance decay in community composition in addition to environmental influence further suggested a role of dispersal limitation. Next, we quantified the variation in cell volume and surface-to-volume of taxa within and among communities, to examine morphological and physiological adaptations of desmids in varying environments. Communities from continental climate contained larger desmids. Conversely, we found a functional convergence of smaller, fast-growing, desmids in oceanic regions. Overall, our findings suggest that niche-based processes, dispersal limitation, and historical legacy together drive the distribution and structure of desmid communities. Combining trait- and network-based analyses can resolve long-lasting questions in microbial ecology and biogeography, and could be successfully used in macrobial ecology too.","2018","186","10.1007/s00442-018-4074-x","me","not yet"
"LeBrun, ES; Taylor, DL; King, RS; Back, JA; Kang, S","Rivers may constitute an overlooked avenue of dispersal for terrestrial fungi","FUNGAL ECOLOGY","While fungi are intimately associated with substrates in freshwater systems, the role of fungi in the open water column is less well defined. Using next generation sequencing of 0.2 mu m-1 mu m filtered water column samples, we detected abundant and diverse fungal sequences across 25 stream and river sites in the Ozark region of Oklahoma and Arkansas. Fungal communities were only weakly related to stream environmental metrics with the exception of total phosphorus (TP). We infer from our results that TP is acting as a proxy for unique catchment effects. We observed patterns of dominant community taxa at higher taxonomic groupings but lower taxonomic groupings were site specific. OTU functional assignment showed the majority of sequences to be related to plant and animal pathogens, and some saprotrophs. The likely allochthonous origin and strong site specificity of these fungi suggest overlooked dispersal via lotic waterways, which may have important biogeographic consequences for fungi. (C) 2017 Elsevier Ltd and British Mycological Society. All rights reserved.","2018","32","10.1016/j.funeco.2017.12.003","me","not yet"
"Lehours, AC; Enault, F; Boeuf, D; Jeanthon, C","Biogeographic patterns of aerobic anoxygenic phototrophic bacteria reveal an ecological consistency of phylogenetic clades in different oceanic biomes","SCIENTIFIC REPORTS","In marine environments, aerobic anoxygenic phototrophic (AAP) bacterial assemblages vary in space and along environmental gradients but the factors shaping their diversity and distribution at different taxonomic levels remain poorly identified. Using sets of sequences encoding the M sub-unit of the photosynthetic apparatus from different oceanic regions, we prioritized the processes underlying AAP bacterial biogeographical patterns. The present analysis offers novel insights into the ecological distribution of marine AAP bacteria and highlights that physiological constraints play a key role in structuring AAP bacterial assemblages at a global scale. Salinity especially seems to favor lineage-specific adaptations. Moreover, by inferring the evolutionary history of habitat transitions, a substantial congruence between habitat and evolutionary relatedness was highlighted. The identification of ecological cohesive clades for AAP bacteria suggests that prediction of AAP bacterial assemblages is possible from marine habitat properties.","2018","8","10.1038/s41598-018-22413-7","me","not yet"
"Choudoir, MJ; Pepe-Ranney, C; Buckley, DH","Diversification of Secondary Metabolite Biosynthetic Gene Clusters Coincides with Lineage Divergence in Streptomyces","ANTIBIOTICS-BASEL","We have identified Streptomyces sister-taxa which share a recent common ancestor and nearly identical small subunit (SSU) rRNA gene sequences, but inhabit distinct geographic ranges demarcated by latitude and have sufficient genomic divergence to represent distinct species. Here, we explore the evolutionary dynamics of secondary metabolite biosynthetic gene clusters (SMGCs) following lineage divergence of these sister-taxa. These sister-taxa strains contained 310 distinct SMGCs belonging to 22 different gene cluster classes. While there was broad conservation of these 22 gene cluster classes among the genomes analyzed, each individual genome harbored a different number of gene clusters within each class. A total of nine SMGCs were conserved across nearly all strains, but the majority (57%) of SMGCs were strain-specific. We show that while each individual genome has a unique combination of SMGCs, this diversity displays lineage-level modularity. Overall, the northern-derived (NDR) clade had more SMGCs than the southern-derived (SDR) clade (40.7 +/- 3.9 and 33.8 +/- 3.9, mean and S.D., respectively). This difference in SMGC content corresponded with differences in the number of predicted open reading frames (ORFs) per genome (7775 +/- 196 and 7093 +/- 205, mean and S.D., respectively) such that the ratio of SMGC:ORF did not differ between sister-taxa genomes. We show that changes in SMGC diversity between the sister-taxa were driven primarily by gene acquisition and deletion events, and these changes were associated with an overall change in genome size which accompanied lineage divergence.","2018","7","10.3390/antibiotics7010012","me","not yet"
"Xu, ZW; Yu, GR; Zhang, XY; He, NP; Wang, QF; Wang, SZ; Xu, XF; Wang, RL; Zhao, N","Biogeographical patterns of soil microbial community as influenced by soil characteristics and climate across Chinese forest biomes","APPLIED SOIL ECOLOGY","Soil microorganisms form an important component of the Earths biosphere and play an integral role in carbon, nitrogen and phosphorus cycling. Several biotic and abiotic factors affect the biogeographical distributions of soil microbial biomass (MB) and communities on geographical scales; however, the extent to which soil microbial communities are influenced by these factors is not yet clear. We examined and compared the biomass and structure of soil microbial communities within and between nine mature undisturbed forest ecosystems along the 3700-km North-South Transect in Eastern China (NSTEC). The results showed that soil MB and phospholipid fatty acids (PLFAs) increased with latitude. The structure of the microbial community in boreal forest soils was comparable with that in temperate forests but was significantly different from the microbial communities in warm temperate, subtropical and tropical forests. The mean annual temperature, soil organic carbon, soil total nitrogen and soil easily soluble phosphorus were the main predictors of latitudinal variance in the soil microbial communities. Soils within the same climatic types had similar properties, and soil MB and PLFAs seemed to change along gradients in the various forest types along the NSTEC. Microbial communities showed spatial variation and were dependent on soil properties and climate but were relatively independent of plant functional traits and litter quality. The results suggested that soil microbes could improve the ecosystem models so that they simulate the microbial mechanisms of carbon (C) and nutrient cycling.","2018","124","10.1016/j.apsoil.2017.11.019","me","not yet"
"Bojar, AV; Lecuyer, C; Bojar, HP; Fourel, F; Vasile, S","Ecophysiology of the hydrothermal vent snail &ITIfremeria nautilei&IT and barnacle &ITEochionelasmus ohtai manusensis&IT, Manus Basin, Papua New Guinea: Insights from shell mineralogy and stable isotope geochemistry","DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS","Deep-sea vent communities live on a limited area characterized by sharp physico-chemical (temperature, salinity, pH) gradients. Around the vent, the fauna is distributed accordingly, showing characteristic niche partitioning for different groups of animals. In this study we investigate shell microstructure, minor elements and stable isotope compositions of two groups of organisms such as a snail, Ifremeria nautilei, and a crustacean, Eochionelasmus ohtai manusensis. Both organisms occupy distinct niches within the same hydrothermal vent field of the Manus Basin, Western Pacific. Powder XRD and electron microbeam analysis of a polished cross-section indicate that the shells are composed of microcrystalline calcite, with distinct Na, Mg, Sr, and S element contents. For both specimens 20-30 mu m large weddellite crystals were found. The delta O-18 profiles were obtained perpendicular to the growth increments of L nautilei and E. o. manusensis calcitic shells. Those profiles reveal isotopic variations of 0.5 and 0.6 parts per thousand, respectively for both intra- and inter-shell measurements. For E.o. manusensis, the Mg content suggests continuous shell growth during the year, both delta O-18 and Mg data supporting cyclical variation of temperature at vent site. The calculated temperatures at sites with L nautilei and E.o. manusensis range from 17 degrees to 21.5 degrees C and from 2.1 degrees to 7.2 degrees C, respectively, showing a similar variability of 5-6 degrees C. The delta C-13 values of the Ifremeria calcitic shell range from 3 parts per thousand to 4.6 parts per thousand (V-PDB), the isotopic composition being C-13-enriched relative to the surrounding inorganic pool. The delta C-13 values of the chitin layer covering the shell range from - 33 to - 31.1 parts per thousand. The delta C-13 values of Eochionelasmus vary between 0 parts per thousand and 1 parts per thousand, reflecting the surrounding inorganic DIC pool.","2018","133","10.1016/j.dsr.2018.02.002","me","not yet"
"Pratscher, J; Vollmers, J; Wiegand, S; Dumont, MG; Kaster, AK","Unravelling the Identity, Metabolic Potential and Global Biogeography of the Atmospheric Methane-Oxidizing Upland Soil Cluster alpha","ENVIRONMENTAL MICROBIOLOGY","Understanding of global methane sources and sinks is a prerequisite for the design of strategies to counteract global warming. Microbial methane oxidation in soils represents the largest biological sink for atmospheric methane. However, still very little is known about the identity, metabolic properties and distribution of the microbial group proposed to be responsible for most of this uptake, the uncultivated upland soil cluster (USC). Here, we reconstructed a draft genome of USC from a combination of targeted cell sorting and metagenomes from forest soil, providing the first insights into its metabolic potential and environmental adaptation strategies. The 16S rRNA gene sequence recovered was distinctive and suggests this crucial group as a new genus within the Beijerinckiaceae, close to Methylocapsa. Application of a fluorescently labelled suicide substrate for the particulate methane monooxygenase enzyme (pMMO) coupled to 16S rRNA fluorescence in situ hybridisation (FISH) allowed for the first time a direct link of the high-affinity activity of methane oxidation to USC cells in situ. Analysis of the global biogeography of this group further revealed its presence in previously unrecognized habitats, such as subterranean and volcanic biofilm environments, indicating a potential role of these environments in the biological sink for atmospheric methane.","2018","20","10.1111/1462-2920.14036","me","not yet"
