AU	TI	SO	AB	PY	VL	DI
Zhu, DC; Tanabe, SH; Yang, C; Zhang, WM; Sun, JZ	Bacterial Community Composition of South China Sea Sediments through Pyrosequencing-Based Analysis of 16S rRNA Genes	PLOS ONE	Background: Subseafloor sediments accumulate large amounts of organic and inorganic materials that contain a highly diverse microbial ecosystem. The aim of this study was to survey the bacterial community of subseafloor sediments from the South China Sea. Methodology/Principal Findings: Pyrosequencing of over 265,000 amplicons of the V3 hypervariable region of the 16S ribosomal RNA gene was performed on 16 sediment samples collected from multiple locations in the northern region of the South China Sea from depths ranging from 35 to 4000 m. A total of 9,726 operational taxonomic units (OTUs; between 695 and 2819 unique OTUs per sample) at 97% sequence similarity level were generated. In total, 40 bacterial phyla including 22 formally described phyla and 18 candidate phyla, with Proteobacteria, Firmicutes, Planctomycetes, Actinobacteria and Chloroflexi being most diverse, were identified. The most abundant phylotype, accounting for 42.6% of all sequences, belonged to Gammaproteobacteria, which possessed absolute predominance in the samples analyzed. Among the 18 candidate phyla, 12 were found for the first time in the South China Sea. Conclusions: This study provided a novel insight into the composition of bacterial communities of the South China Sea subseafloor. Furthermore, abundances and community similarity analysis showed that the compositions of the bacterial communities are very similar at phylum level at different depths from 35-4000 m.	2013	8	10.1371/journal.pone.0078501
Salgado-Salazar, C; Rossman, AY; Chaverri, P	Not as Ubiquitous as We Thought: Taxonomic Crypsis, Hidden Diversity and Cryptic Speciation in the Cosmopolitan Fungus Thelonectria discophora (Nectriaceae, Hypocreales, Ascomycota)	PLOS ONE	The distribution of microbial species, including fungi, has long been considered cosmopolitan. Recently, this perception has been challenged by molecular studies in historical biogeography, phylogeny and population genetics. Here we explore this issue using the fungal morphological species Thelonectria discophora, one of the most common species of fungi in the family Nectriaceae, encountered in almost all geographic regions and considered as a cosmopolitan taxon. In order to determine if T. discophora is a single cosmopolitan species or an assemblage of sibling species, we conducted various phylogenetic analyses, including standard gene concatenation, Bayesian concordance methods, and coalescent-based species tree reconstruction on isolates collected from a wide geographic range. Results show that diversity among isolates referred as T. discophora is greatly underestimated and that it represents a species complex. Within this complex, sixteen distinct highly supported lineages were recovered, each of which has a restricted geographic distribution and ecology. The taxonomic status of isolates regarded as T. discophora is reconsidered, and the assumed cosmopolitan distribution of this species is rejected. We discuss how assumptions about geographically widespread species have implications regarding their taxonomy, true diversity, biological diversity conservation, and ecological functions.	2013	8	10.1371/journal.pone.0076737
Carson, HS; Nerheim, MS; Carroll, KA; Eriksen, M	The plastic-associated microorganisms of the North Pacific Gyre	MARINE POLLUTION BULLETIN	Microorganisms likely mediate processes affecting the fate and impacts of marine plastic pollution, including degradation, chemical adsorption, and colonization or ingestion by macroorganisms. We investigated the relationship between plastic-associated microorganism communities and factors such as location, temperature, salinity, plankton abundance, plastic concentration, item size, surface roughness, and polymer type. Small plastic items from the surface of the North Pacific Gyre in 2011 were examined using scanning electron microscopy. Bacillus bacteria (mean 1664 +/- 247 individuals mm(-2)) and pennate diatoms (1097 +/- 154 mm(-2)) were most abundant, with coccoid bacteria, centric diatoms, dinoflagellates, coccolithophores, and radiolarians present. Bacterial abundance was patchy, but increased on foamed polystyrene. Diatom abundance increased on items with rough surfaces and at sites with high plastic concentrations. Morphotype richness increased slightly on larger fragments, and a biogeographic transition occurred between pennate diatom groups. Better characterizing this community will aid in understanding how it interacts with plastic pollution. (C) 2013 Elsevier Ltd. All rights reserved.	2013	75	10.1016/j.marpolbul.2013.07.054
Cunha, MR; Matos, FL; Genio, L; Hilario, A; Moura, CJ; Ravara, A; Rodrigues, CF	Are Organic Falls Bridging Reduced Environments in the Deep Sea? - Results from Colonization Experiments in the Gulf of Cadiz	PLOS ONE	Organic falls create localised patches of organic enrichment and disturbance where enhanced degradation is mediated by diversified microbial assemblages and specialized fauna. The view of organic falls as stepping stones for the colonization of deep-sea reducing environments has been often loosely used, but much remains to be proven concerning their capability to bridge dispersal among such environments. Aiming the clarification of this issue, we used an experimental approach to answer the following questions: Are relatively small organic falls in the deep sea capable of sustaining taxonomically and trophically diverse assemblages over demographically relevant temporal scales? Are there important depth- or site-related sources of variability for the composition and structure of these assemblages? Is the proximity of other reducing environments influential for their colonization? We analysed the taxonomical and trophic diversity patterns and partitioning (alpha- and beta-diversity) of the macrofaunal assemblages recruited in small colonization devices with organic and inorganic substrata after 1-2 years of deployment on mud volcanoes of the Gulf of Cadiz. Our results show that small organic falls can sustain highly diverse and trophically coherent assemblages for time periods allowing growth to reproductive maturity, and successive generations of dominant species. The composition and structure of the assemblages showed variability consistent with their biogeographic and bathymetric contexts. However, the proximity of cold seeps had limited influence on the similarity between the assemblages of these two habitats and organic falls sustained a distinctive fauna with dominant substrate-specific taxa. We conclude that it is unlikely that small organic falls may regularly ensure population connectivity among cold seeps and vents. They may be a recurrent source of evolutionary candidates for the colonization of such ecosystems. However, there may be a critical size of organic fall to create the necessary intense and persistent reducing conditions for sustaining typical chemosymbiotic vent and seep organisms.	2013	8	10.1371/journal.pone.0076688
Kilias, E; Wolf, C; Nothig, EM; Peeken, I; Metfies, K	PROTIST DISTRIBUTION IN THE WESTERN FRAM STRAIT IN SUMMER 2010 BASED ON 454-PYROSEQUENCING OF 18S RDNA	JOURNAL OF PHYCOLOGY	In this study, we present the first comprehensive analyses of the diversity and distribution of marine protist (micro-, nano-, and picoeukaryotes) in the Western Fram Strait, using 454-pyrosequencing and high-pressure liquid chromatography (HPLC) at five stations in summer 2010. Three stations (T1; T5; T7) were influenced by Polar Water, characterized by cold water with lower salinity (<33) and different extents of ice concentrations. Atlantic Water influenced the other two stations (T6; T9). While T6 was located in the mixed water zone characterized by cold water with intermediate salinity (similar to 33) and high ice concentrations, T9 was located in warm water with high salinity (similar to 35) and no ice-coverage at all. General trends in community structure according to prevailing environmental settings, observed with both methods, coincided well. At two stations, T1 and T7, characterized by lower ice concentrations, diatoms (Fragilariopsis sp., Porosira sp., Thalassiosira spp.) dominated the protist community. The third station (T5) was ice-covered, but has been ice-free for similar to 4weeks prior to sampling. At this station, dinoflagellates (Dinophyceae 1, Woloszynskia sp. and Gyrodinium sp.) were dominant, reflecting a post-bloom situation. At station T6 and T9, the protist communities consisted mainly of picoeukaryotes, e.g., Micromonas spp. Based on our results, 454-pyrosequencing has proven to be an adequate tool to provide comprehensive information on the composition of protist communities. Furthermore, this study suggests that a snap-shot of a few, but well-chosen samples can provide an overview of community structure patterns and succession in a dynamic marine environment.	2013	49	10.1111/jpy.12109
Allen, AE; Allen, LZ; McCrow, JP	Lineage specific gene family enrichment at the microscale in marine systems	CURRENT OPINION IN MICROBIOLOGY	Recent advances in metagenomics have generated numerous insights related to the cell biology, ecology, evolution, and biogeochemistry of microbial life in the ocean. Notably, advances in single cell genomics (SCG), fluorescence activated cell sorting (FACS) capture of specific populations and metagenomic assembly are providing valuable information related to within and between lineage genomic content. Improved reference genome databases have assisted biogeographic studies of particular taxa, including in some cases different ecotypes. Several studies targeting picoplankton, associated with various particle size classes, have begun to define contrasting trends in gene family evolution between free-living compared to particle associated microbes. Also viruses and eukaryotic microbes are increasingly considered in metagenomic studies and specific associations between viruses, bacteria, archaea, and eukaryotic microbes are emerging.	2013	16	10.1016/j.mib.2013.10.001
Geyer, KM; Altrichter, AE; Van Horn, DJ; Takacs-Vesbach, CD; Gooseff, MN; Barrett, JE	Environmental controls over bacterial communities in polar desert soils	ECOSPHERE	Productivity-diversity theory has proven informative to many investigations seeking to understand drivers of spatial patterns in biotic communities and relationships between resource availability and community structure documented for a wide variety of taxa. For soil bacteria, availability of organic matter is one such resource known to influence diversity and community structure. Here we describe the influence of environmental gradients on soil bacterial communities of the McMurdo Dry Valleys, Antarctica, a model ecosystem that hosts simple, microbially-dominated foodwebs believed to be primarily structured by abiotic drivers such as water, organic matter, pH, and electrical conductivity. We sampled 48 locations exhibiting orders of magnitude ranges in primary production and soil geochemistry (pH and electrical conductivity) over local and regional scales. Our findings show that environmental gradients imposed by cryptogam productivity and regional variation in geochemistry influence the diversity and structure of soil bacterial communities. Responses of soil bacterial richness to carbon content illustrate a productivity-diversity relationship, while bacterial community structure primarily responds to soil pH and electrical conductivity. This diversity response to resource availability and a community structure response to environmental severity suggests a need for careful consideration of how microbial communities and associated functions may respond to shifting environmental conditions resulting from human activity and climate variability.	2013	4	10.1890/ES13-00048.1
Naff, CS; Darcy, JL; Schmidt, SK	Phylogeny and biogeography of an uncultured clade of snow chytrids	ENVIRONMENTAL MICROBIOLOGY	Numerous studies have shown that snow can contain a diverse array of algae known as snow algae. Some reports also indicate that parasites of algae (e.g. chytrids) are also found in snow, but efforts to phylogenetically identify snow chytrids have not been successful. We used culture-independent molecular approaches to phylogenetically identify chytrids that are common in long-lived snowpacks of Colorado and Europe. The most remarkable finding of the present study was the discovery of a new clade of chytrids that has representatives in snowpacks of Colorado and Switzerland and cold sites in Nepal and France, but no representatives from warmer ecosystems. This new clade (Snow Clade 1 or SC1) is as deeply divergent as its sister clade, the Lobulomycetales, and phylotypes of SC1 show significant (P<0.003) genetic-isolation by geographic distance patterns, perhaps indicating a long evolutionary history in the cryosphere. In addition to SC1, other snow chytrids were phylogenetically shown to be in the order Rhizophydiales, a group with known algal parasites and saprotrophs. We suggest that these newly discovered snow chytrids are important components of snow ecosystems where they contribute to snow food-web dynamics and the release of nutrients due to their parasitic and saprotrophic activities.	2013	15	10.1111/1462-2920.12116
Lin, YJ; Gazsi, K; Lance, VP; Larkin, AA; Chandler, JW; Zinser, ER; Johnson, ZI	In situ activity of a dominant Prochlorococcus ecotype (eHL-II) from rRNA content and cell size	ENVIRONMENTAL MICROBIOLOGY	In the open ocean genetically diverse clades of the unicellular cyanobacteria Prochlorococcus are biogeographically structured along environmental gradients, yet little is known about their in situ activity. To address this gap, here we use the numerically dominant Prochlorococcus clade eHL-II (eMIT9312) as a model organism to develop and apply a method to examine their in situ activity using rRNA content and cell size as metrics of cellular physiology. For two representative isolates (MIT9312 and MIT9215) rRNA cell(-1) increases linearly with specific growth rate but is anticorrelated with cell size indicated by flow cytometrically measured (SSC). Although each strain has a unique relationship between cellular rRNA (or cell size) and growth rate, both strains have the same strong positive correlation between rRNA cell(-1) SSC-1 and growth rate. We field test this approach and observe distinct patterns of eHL-II clade specific activity (rRNA cell(-1) SSC-1) with depth that are consistent with patterns of photosynthetic rates. This molecular technique provides unique insight into the ecology of Prochlorococcus and could potentially be expanded to include other microbes to unravel the ecological and biogeochemical contributions of genetically distinct marine side scatter microbes.	2013	15	10.1111/1462-2920.12135
Fontaneto, D; Hortal, J	At least some protist species are not ubiquitous	MOLECULAR ECOLOGY	Body size is one of the main regulators of the ecological characteristics of living organisms, including their biogeography. The ubiquity hypothesis for microorganisms states that they are widely distributed, if not cosmopolitan, due to their small size that allows passive dispersal, in contrast to large organisms that are limited by geographical barriers in their active dispersal. Such idea, summarized in the tenet Everything is everywhere, but the environment selects, has driven most of the research in biogeography for microscopic organisms in the last decades, spurring a debate on whether there are fundamental differences in the biogeography of small and large organisms or not (Fenchel & Finlay 2004; Foissner 2008; Hortal 2011). The strong focus on the ubiquity hypothesis may have been often abused to provide a rationale for otherwise descriptive work on the spatial distribution of microscopic organisms; nevertheless, such focus also provides a framework to understand the mechanisms originating and maintaining biodiversity in space. The reliability of the analyses on unknown and understudied organisms is improving, and Heger etal. (2013) is a splendid example on small unicellular eukaryotes of what should be done to overcome the major problems and ambiguities that heated the debate on the ubiquity hypothesis.	2013	22	10.1111/mec.12507
Heger, TJ; Mitchell, EAD; Leander, BS	Holarctic phylogeography of the testate amoeba Hyalosphenia papilio (Amoebozoa: Arcellinida) reveals extensive genetic diversity explained more by environment than dispersal limitation	MOLECULAR ECOLOGY	Although free-living protists play essential roles in aquatic and soil ecology, little is known about their diversity and phylogeography, especially in terrestrial ecosystems. We used mitochondrial cytochrome c oxidase subunit 1 (COI) gene sequences to investigate the genetic diversity and phylogeography of the testate amoeba morphospecies Hyalosphenia papilio in 42 Sphagnum (moss)-dominated peatlands in North America, Europe and Asia. Based on 1% sequence divergence threshold, our results from single-cell PCRs of 301 individuals revealed 12 different genetic lineages and both the general mixed Yule-coalescent (GMYC) model and the automatic barcode gap discovery (ABGD) methods largely support the hypothesis that these 12 H.papilio lineages correspond to evolutionary independent units (i.e. cryptic species). Our data also showed a high degree of genetic heterogeneity within different geographical regions. Furthermore, we used variation partitioning based on partial redundancy analyses (pRDA) to evaluate the contributions of climate and dispersal limitations on the distribution patterns of the different genetic lineages. The largest fraction of the variation in genetic lineage distribution was attributed to purely climatic factors (21%), followed by the joint effect of spatial and bioclimatic factors (13%), and a purely spatial effect (3%). Therefore, these data suggest that the distribution patterns of H.papilio genetic lineages in the Northern Hemisphere are more influenced by climatic conditions than by dispersal limitations.	2013	22	10.1111/mec.12449
Luna, GM; Corinaldesi, C; Rastelli, E; Danovaro, R	Patterns and drivers of bacterial alpha- and beta-diversity across vertical profiles from surface to subsurface sediments	ENVIRONMENTAL MICROBIOLOGY REPORTS	We investigated the patterns and drivers of bacterial - and -diversity, along with viral and prokaryotic abundance and the carbon production rates, in marine surface and subsurface sediments (down to 1m depth) in two habitats: vegetated sediments (seagrass meadow) and non-vegetated sediments. Prokaryotic abundance and production decreased with depth in the sediment, but cell-specific production rates and the virus-to-prokaryote ratio increased, highlighting unexpectedly high activity in the subsurface. The highest diversity was observed in vegetated sediments. Bacterial -diversity between sediment horizons was high, and only a minor number of taxa was shared between surface and subsurface layers. Viruses significantly contributed to explain - and -diversity patterns. Despite potential limitations due to the only use of fingerprinting techniques, this study indicates that the coastal subsurface host highly active and diversified bacterial assemblages, that subsurface cells are more active than expected and that viruses promote -diversity and stimulate bacterial metabolism in subsurface layers. The limited number of taxa shared between habitats, and between surface and subsurface sediment horizons, suggests that future investigations of the shallow subsurface will provide insights into the census of bacterial diversity, and the comprehension of the patterns and drivers of prokaryotic diversity in marine ecosystems.	2013	5	10.1111/1758-2229.12075
Moeller, AH; Peeters, M; Ndjango, JB; Li, YY; Hahn, BH; Ochman, H	Sympatric chimpanzees and gorillas harbor convergent gut microbial communities	GENOME RESEARCH	The gut microbial communities within great apes have been shown to reflect the phylogenetic history of their hosts, indicating codiversification between great apes and their gut microbiota over evolutionary timescales. But because the great apes examined to date represent geographically isolated populations whose diets derive from different sources, it is unclear whether this pattern of codiversification has resulted from a long history of coadaptation between microbes and hosts (heritable factors) or from the ecological and geographic separation among host species (environmental factors). To evaluate the relative influences of heritable and environmental factors on the evolution of the great ape gut microbiota, we assayed the gut communities of sympatric and allopatric populations of chimpanzees, bonobos, and gorillas residing throughout equatorial Africa. Comparisons of these populations revealed that the gut communities of different host species can always be distinguished from one another but that the gut communities of sympatric chimpanzees and gorillas have converged in terms of community composition, sharing on average 53% more bacterial phylotypes than the gut communities of allopatric hosts. Host environment, independent of host genetics and evolutionary history, shaped the distribution of bacterial phylotypes across the Bacteroidetes, Firmicutes, Proteobacteria, and Actinobacteria, the four most common phyla of gut bacteria. Moreover, the specific patterns of phylotype sharing among hosts suggest that chimpanzees living in sympatry with gorillas have acquired bacteria from gorillas. These results indicate that geographic isolation between host species has promoted the evolutionary differentiation of great ape gut bacterial communities.	2013	23	10.1101/gr.154773.113
Cardenas, P; Rapp, HT; Klitgaard, AB; Best, M; Thollesson, M; Tendal, OS	Taxonomy, biogeography and DNA barcodes of Geodia species (Porifera, Demospongiae, Tetractinellida) in the Atlantic boreo-arctic region	ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY	Geodia species north of 60 degrees N in the Atlantic appeared in the literature for the first time when Bowerbank described Geodia barretti and G.macandrewii in 1858 from western Norway. Since then, a number of species have been based on material from various parts of the region: G.simplex, Isops phlegraei, I.pallida, I.sphaeroides, Synops pyriformis, G.parva, G.normani, G.atlantica, Sidonops mesotriaena (now called G.hentscheli), and G.simplicissima. In addition to these 12 nominal species, four species described from elsewhere are claimed to have been identified in material from the northeast Atlantic, namely G.nodastrella and G.cydonium (and its synonyms Cydonium muelleri and Geodia gigas). In this paper, we revise the boreo-arctic Geodia species using morphological, molecular, and biogeographical data. We notably compare northwest and northeast Atlantic specimens. Biological data (reproduction, biochemistry, microbiology, epibionts) for each species are also reviewed. Our results show that there are six valid species of boreo-arctic Atlantic Geodia while other names are synonyms or mis-identifications. Geodia barretti, G.atlantica, G.macandrewii, and G.hentscheli are well established and widely distributed. The same goes for Geodia phlegraei, but this species shows a striking geographical and bathymetric variation, which led us to recognize two species, G.phlegraei and G.parva (here resurrected). Some Geodia are arctic species (G.hentscheli, G.parva), while others are typically boreal (G.atlantica, G.barretti, G.phlegraei, G.macandrewii). No morphological differences were found between specimens from the northeast and northwest Atlantic, except for G.parva. The Folmer cytochrome oxidase subunit I (COI) fragment is unique for every species and invariable over their whole distribution range, except for G.barretti which had two haplotypes. 18S is unique for four species but cannot discriminate G.phlegraei and G.parva. Two keys to the boreo-arctic Geodia are included, one based on external morphology, the other based on spicule morphology.(c) 2013 The Linnean Society of London	2013	169	10.1111/zoj.12056
Yamamura, T; Schwendenmann, L; Lear, G	Tree species identity has little impact on the structure of soil bacterial communities in a 10-year-old tropical tree plantation	BIOLOGY AND FERTILITY OF SOILS	We investigated whether tree species identity has a significant impact on the structure of soil bacterial communities in a tropical tree plantation (Sardinilla, Panama). The experimental site contains tree species native to Panama, planted in both monoculture and mixed-species plots. Using a DNA fingerprinting approach (automated ribosomal intergenic spacer analysis [ARISA]), we identified significant differences in the community structure of abundant bacterial taxa in the bulk soil among all monoculture plots. We similarly found differences among plots containing five, three, one or no tree species. While distance-based gradients in bacterial community structure were detected across the plantation, further investigation revealed that the observed heterogeneity was, in fact, poorly related to the tree species in a given plot. We provide evidence that site related features (e.g., variability in soil pH) play a more important role in regulating the structure of bacterial communities within the bulk soil than tree species identity or richness.	2013	49	10.1007/s00374-013-0774-x
Krause, S; Meima-Franke, M; Hefting, MM; Bodelier, PLE	Spatial patterns of methanotrophic communities along a hydrological gradient in a riparian wetland	FEMS MICROBIOLOGY ECOLOGY	Microbial communities display a variety of biogeographical patterns mainly driven by large-scale environmental gradients. Here, we analysed the spatial distribution of methane-oxidizing bacteria (MOB) and methane oxidation in a strongly fluctuating environment. We investigated whether the spatial variability of the MOB community can be explained by an environmental gradient and whether this changes with different plot sizes. We applied a pmoA-specific microarray to detect MOB, measured methane oxidation, methane emissions and soil properties. All variables were measured in a 10x10m, 1x1m and 20x20cm plot and interpreted using a geostatistical approach. Methane oxidation as well as MOB displayed spatial patterns reflected in the underlying flooding gradient. Overlapping and contrasting spatial patterns for type I and type II MOB suggested different ecological life strategies. With smaller plot size, the environmental gradient could not explain the variability in the data and local factors became more important. In conclusion, environmental gradients can generally explain variability in microbial spatial patterns; however, we think that this does not contribute to a mechanistic explanation for microbial diversity because the relevant scales for microorganisms are much smaller than those normally measured.	2013	86	10.1111/1574-6941.12091
Steven, B; Gallegos-Graves, L; Belnap, J; Kuske, CR	Dryland soil microbial communities display spatial biogeographic patterns associated with soil depth and soil parent material	FEMS MICROBIOLOGY ECOLOGY	Biological soil crusts (biocrusts) are common to drylands worldwide. We employed replicated, spatially nested sampling and 16S rRNA gene sequencing to describe the soil microbial communities in three soils derived from different parent material (sandstone, shale, and gypsum). For each soil type, two depths (biocrusts, 0-1cm; below-crust soils, 2-5cm) and two horizontal spatial scales (15cm and 5m) were sampled. In all three soils, Cyanobacteria and Proteobacteria demonstrated significantly higher relative abundance in the biocrusts, while Chloroflexi and Archaea were significantly enriched in the below-crust soils. Biomass and diversity of the communities in biocrusts or below-crust soils did not differ with soil type. However, biocrusts on gypsum soil harbored significantly larger populations of Actinobacteria and Proteobacteria and lower populations of Cyanobacteria. Numerically dominant operational taxonomic units (OTU; 97% sequence identity) in the biocrusts were conserved across the soil types, whereas two dominant OTUs in the below-crust sand and shale soils were not identified in the gypsum soil. The uniformity with which small-scale vertical community differences are maintained across larger horizontal spatial scales and soil types is a feature of dryland ecosystems that should be considered when designing management plans and determining the response of biocrusts to environmental disturbances.	2013	86	10.1111/1574-6941.12143
Angel, R; Pasternak, Z; Soares, MIM; Conrad, R; Gillor, O	Active and total prokaryotic communities in dryland soils	FEMS MICROBIOLOGY ECOLOGY	The relationship between total and metabolically active soil microbial communities can change drastically with environment. In dry lands, water availability is a key factor limiting cells activity. We surveyed the diversity of total and active Archaea and Bacteria in soils ranging from arid desert to Mediterranean forests. Thirty composited soil samples were retrieved from five sites along a precipitation gradient, collected from patches located between and under the dominant perennial plant at each site. Molecular fingerprinting was used to site-sort the communities according of their 16S rRNA genes (total community) and their rRNA (active community) amplified by PCR or RT-PCR from directly extracted soil nucleic acids. The differences between soil samples were much higher in total rather than active microbial communities: differences in DNA fingerprints between sites were 1.2 and 2.5 times higher than RNA differences (for Archaea and Bacteria, respectively). Patch-type discrepancies between DNA fingerprints were on average 2.7-19.7 times greater than RNA differences. Moreover, RNA-based community patterns were highly correlated with soil moisture but did not necessarily follow spatial distribution pattern. Our results suggest that in water-limited environments, the spatial patterns obtained by the analysis of active communities are not as robust as those drawn from total communities.	2013	86	10.1111/1574-6941.12155
Fortunato, CS; Eiler, A; Herfort, L; Needoba, JA; Peterson, TD; Crump, BC	Determining indicator taxa across spatial and seasonal gradients in the Columbia River coastal margin	ISME JOURNAL	Bacterioplankton communities are deeply diverse and highly variable across space and time, but several recent studies demonstrate repeatable and predictable patterns in this diversity. We expanded on previous studies by determining patterns of variability in both individual taxa and bacterial communities across coastal environmental gradients. We surveyed bacterioplankton diversity across the Columbia River coastal margin, USA, using amplicon pyrosequencing of 16S rRNA genes from 596 water samples collected from 2007 to 2010. Our results showed seasonal shifts and annual reassembly of bacterioplankton communities in the freshwater-influenced Columbia River, estuary, and plume, and identified indicator taxa, including species from freshwater SAR11, Oceanospirillales, and Flavobacteria groups, that characterize the changing seasonal conditions in these environments. In the river and estuary, Actinobacteria and Betaproteobacteria indicator taxa correlated strongly with seasonal fluctuations in particulate organic carbon (rho = -0.664) and residence time (rho=0.512), respectively. In contrast, seasonal change in communities was not detected in the coastal ocean and varied more with the spatial variability of environmental factors including temperature and dissolved oxygen. Indicator taxa of coastal ocean environments included SAR406 and SUP05 taxa from the deep ocean, and Prochlorococcus and SAR11 taxa from the upper water column. We found that in the Columbia River coastal margin, freshwater-influenced environments were consistent and predictable, whereas coastal ocean community variability was difficult to interpret due to complex physical conditions. This study moves beyond beta-diversity patterns to focus on the occurrence of specific taxa and lends insight into the potential ecological roles these taxa have in coastal ocean environments.	2013	7	10.1038/ismej.2013.79
De Monte, S; Soccodato, A; Alvain, S; dOvidio, F	Can we detect oceanic biodiversity hotspots from space?	ISME JOURNAL	Understanding the variability of marine biodiversity is a central issue in microbiology. Current observational programs are based on in situ studies, but their implementation at the global scale is particularly challenging, owing to the ocean extent, its temporal variability and the heterogeneity of the data sources on which compilations are built. Here, we explore the possibility of identifying phytoplanktonic biodiversity hotspots from satellite. We define a Shannon entropy index based on patchiness in ocean color bio-optical anomalies. This index provides a high resolution (1 degree) global coverage. It shows a relation to temperature and mid-latitude maxima in accordance with those previously evidenced in microbiological biodiversity model and observational studies. Regional maxima are in remarkable agreement with several known biodiversity hotspots for plankton organisms and even for higher levels of the marine trophic chain, as well as with some in situ planktonic biodiversity estimates (from Atlantic Meridional Transect cruise). These results encourage to explore marine biodiversity with a coordinated effort of the molecular, ecological and remote sensing communities.	2013	7	10.1038/ismej.2013.72
Sundh, I; Goettel, MS	Regulating biocontrol agents: a historical perspective and a critical examination comparing microbial and macrobial agents	BIOCONTROL	Ever since the inclusion of microbial biocontrol agents (MBCAs) within the regulatory frameworks initially designed for chemical pesticides, there has been awareness that these frameworks are not optimal for assessment and registration of new microbial biocontrol products. It is often claimed that the regulatory situation has contributed to a relatively slow uptake of microbial biocontrol in practice. In contrast to the MBCAs, non-indigenous invertebrate biocontrol agents (IBCAs) are regulated in many countries through quarantine and other biosecurity related legislation for prevention of introduction of alien organisms, whereas use of indigenous IBCAs are generally unregulated. In this study, we investigate what scientific support there is for performing evaluations of these two main groups of biocontrol agents (BCAs) within different frameworks. We compare potential risks of MBCAs and IBCAs, present a retrospective analysis of the development and implementation of the regulatory frameworks, and compare current requirements for MBCAs with those for other applications with microorganisms. One conclusion is that the ecological risks are of similar types between the two groups of BCAs, and that for both groups the environmental safety is most pertinently evaluated according to biological and ecological principles. The main difference between MBCAs and IBCAs with respect to human health is that the former may cause infectious disease. However, we found no evidence that this hazard is more serious for microorganisms for biocontrol than for microbes used in other types of applications, which generally have substantially lower regulatory demands than those for MBCAs. Several international initiatives have produced helpful guidelines and recommendations for simplified assessments and authorisations of BCAs. Still, we conclude that as long as MBCAs are evaluated within systems initially developed for chemicals, the risk for inappropriate emphasis of chemical hazards and therefore unnecessarily complicated assessments will be maintained. Therefore, this study supports the idea that development of new systems for the regulatory oversight of MBCAs, possibly a mutual framework covering all living BCAs, should be considered. Research issues that need to be further explored are to what extent utilisation of MBCAs actually results in increased exposure of non-targets to microorganisms, the biogeography and microbial ecology of representative MBCAs, and finally development of better methodology for determining potential human toxicity and pathogenicity of candidate MBCAs.	2013	58	10.1007/s10526-012-9498-3
Theodorakopoulos, N; Bachar, D; Christen, R; Alain, K; Chapon, V	Exploration of Deinococcus-Thermus molecular diversity by novel group-specific PCR primers	MICROBIOLOGYOPEN	The deeply branching Deinococcus-Thermus lineage is recognized as one of the most extremophilic phylum of bacteria. In previous studies, the presence of Deinococcus-related bacteria in the hot arid Tunisian desert of Tataouine was demonstrated through combined molecular and culture-based approaches. Similarly, Thermus-related bacteria have been detected in Tunisian geothermal springs. The present work was conducted to explore the molecular diversity within the Deinococcus-Thermus phylum in these extreme environments. A set of specific primers was designed in silico on the basis of 16S rRNA gene sequences, validated for the specific detection of reference strains, and used for the polymerase chain reaction (PCR) amplification of metagenomic DNA retrieved from the Tataouine desert sand and Tunisian hot spring water samples. These analyses have revealed the presence of previously undescribed Deinococcus-Thermus bacterial sequences within these extreme environments. The primers designed in this study thus represent a powerful tool for the rapid detection of Deinococcus-Thermus in environmental samples and could also be applicable to clarify the biogeography of the Deinococcus-Thermus phylum.	2013	2	10.1002/mbo3.119
Tortosa, P; Dsouli, N; Gomard, Y; Ramasindrazana, B; Dick, CW; Goodman, SM	Evolutionary History of Indian Ocean Nycteribiid Bat Flies Mirroring the Ecology of Their Hosts	PLOS ONE	Bats and their parasites are increasingly investigated for their role in maintenance and transmission of potentially emerging pathogens. The islands of the western Indian Ocean hold nearly 50 bat species, mostly endemic and taxonomically well studied. However, investigation of associated viral, bacterial, and external parasites has lagged behind. In the case of their ectoparasites, more detailed information should provide insights into the evolutionary history of their hosts, as well as pathogen cycles in these wild animals. Here we investigate species of Nycteribiidae, a family of obligate hematophagous wingless flies parasitizing bats. Using morphological and molecular approaches, we describe fly species diversity sampled on Madagascar and the Comoros for two cave-roosting bat genera with contrasting ecologies: Miniopterus and Rousettus. Within the sampling area, 11 endemic species of insect-feeding Miniopterus occur, two of which are common to Madagascar and Comoros, while fruit-consuming Rousettus are represented by one species endemic to each of these zones. Morphological and molecular characterization of flies reveals that nycteribiids associated with Miniopterus bats comprise three species largely shared by most host species. Flies of M. griveaudi, one of the two bats found on Madagascar and certain islands in the Comoros, belong to the same taxon, which accords with continued over-water population exchange of this bat species and the lack of inter-island genetic structuring. Flies parasitizing Rousettus belong to two distinct species, each associated with a single host species, again in accordance with the distribution of each endemic bat species.	2013	8	10.1371/journal.pone.0075215
