	title	journal	abstract	year	volume	DOI	screened	reviewer	access
Schiaffino MR; Unrein F; Gasol JM; Massana R; Balague V; Izaguirre I	Bacterial community structure in a latitudinal gradient of lakes: the roles of spatial versus environmental factors	FRESHWATER BIOLOGY	1. We analysed the latitudinal variation of bacterioplankton in 45 freshwater environments (lakes, shallow lakes and ponds) across a transect of more than 2100 km stretching from Argentinean Patagonia (45 degrees S) to Maritime Antarctica (63 degrees S), to determine the factors that mainly determine bacterioplankton community structure. 2. Bacterioplankton community composition (BCC) was assessed by a fingerprinting method (denaturing gradient gel electrophoresis) followed by band sequencing, whereas the abundances of total bacteria and picocyanobacteria were estimated by epifluorescence microscopy. 3. Bacterioplankton community composition was controlled by a combination of spatial (latitude and longitude) and environmental [e. g. phosphate, light diffuse attenuation coefficient (K-d) and dissolved organic carbon] factors. Total bacterioplankton abundance declined with latitude. A multiple regression analysis showed that phosphate, Kd and latitude had significant effects on total bacterioplankton abundance. 4. Of 76 operational taxonomic units identified in the studied lakes, 45 were shared between Patagonian and Antarctic water bodies, 28 were present only in Patagonian lakes and three were restricted to the Antarctic lakes. Significant differences were found in BCC between Patagonia and Antarctica. Among the sequences, 54% were similar (>97% sequence similarity) to others reported from cold habitats elsewhere on the planet (glaciers, high mountain lakes, Arctic). 5. Our results provide new evidence that supports the hypotheses of biogeographic patterns of bacterial assemblages and suggest that both spatial and environmental factors control bacterioplankton community structure.	2011	56	10.1111/j.1365-2427.2011.02628.x	MAYBE	Dave	
Zinger L; Amaral-Zettler LA; Fuhrman JA; Horner-Devine MC; Huse SM; Welch DBM; Martiny JBH; Sogin M; Boetius A; Ramette A	Global Patterns of Bacterial Beta-Diversity in Seafloor and Seawater Ecosystems	PLOS ONE	Background: Marine microbial communities have been essential contributors to global biomass, nutrient cycling, and biodiversity since the early history of Earth, but so far their community distribution patterns remain unknown in most marine ecosystems. Methodology/Principal Findings: The synthesis of 9.6 million bacterial V6-rRNA amplicons for 509 samples that span the global oceans surface to the deep-sea floor shows that pelagic and benthic communities greatly differ, at all taxonomic levels, and share <10% bacterial types defined at 3% sequence similarity level. Surface and deep water, coastal and open ocean, and anoxic and oxic ecosystems host distinct communities that reflect productivity, land influences and other environmental constraints such as oxygen availability. The high variability of bacterial community composition specific to vent and coastal ecosystems reflects the heterogeneity and dynamic nature of these habitats. Both pelagic and benthic bacterial community distributions correlate with surface water productivity, reflecting the coupling between both realms by particle export. Also, differences in physical mixing may play a fundamental role in the distribution patterns of marine bacteria, as benthic communities showed a higher dissimilarity with increasing distance than pelagic communities. Conclusions/Significance: This first synthesis of global bacterial distribution across different ecosystems of the Worlds oceans shows remarkable horizontal and vertical large-scale patterns in bacterial communities. This opens interesting perspectives for the definition of biogeographical biomes for bacteria of ocean waters and the seabed.	2011	6	10.1371/journal.pone.0024570	YES	Dave	
McAllister SM; Davis RE; McBeth JM; Tebo BM; Emerson D; Moyer CL	Biodiversity and Emerging Biogeography of the Neutrophilic Iron-Oxidizing Zetaproteobacteria	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	Members of the neutrophilic iron-oxidizing candidate class Zetaproteobacteria have predominantly been found at sites of microbially mediated iron oxidation in marine environments around the Pacific Ocean. Eighty-four full-length (>1,400-bp) and 48 partial-length Zetaproteobacteria small-subunit (SSU) rRNA gene sequences from five novel clone libraries, one novel Zetaproteobacteria isolate, and the GenBank database were analyzed to assess the biodiversity of this burgeoning class of the Proteobacteria and to investigate its biogeography between three major sampling regions in the Pacific Ocean: Loihi Seamount, the Southern Mariana Trough, and the Tonga Arc. Sequences were grouped into operational taxonomic units (OTUs) on the basis of a 97% minimum similarity. Of the 28 OTUs detected, 13 were found to be endemic to one of the three main sampling regions and 2 were ubiquitous throughout the Pacific Ocean. Additionally, two deeply rooted OTUs that potentially dominate communities of iron oxidizers originating in the deep subsurface were identified. Spatial autocorrelation analysis and analysis of molecular variance (AMOVA) showed that geographic distance played a significant role in the distribution of Zetaproteobacteria biodiversity, whereas environmental parameters, such as temperature, pH, or total Fe concentration, did not have a significant effect. These results, detected using the coarse resolution of the SSU rRNA gene, indicate that the Zetaproteobacteria have a strong biogeographic signal.	2011	77	10.1128/AEM.00533-11	YES	Dave	
Fortunato CS; Crump BC	Bacterioplankton Community Variation Across River to Ocean Environmental Gradients	MICROBIAL ECOLOGY	Coastal zones encompass a complex spectrum of environmental gradients that each impact the composition of bacterioplankton communities. Few studies have attempted to address these gradients comprehensively. We generated a synoptic, 16S rRNA gene-based bacterioplankton community profile of a coastal zone by applying the fingerprinting technique denaturing gradient gel electrophoresis to water samples collected from the Columbia River, estuary, and plume, and along coastal transects covering 360 km of the Oregon and Washington coasts and extending to the deep ocean (> 2,000 m). Communities were found to cluster into five distinct groups based on location in the system (ANOSIM, p < 0.003): estuary, plume, epipelagic, shelf bottom (depth < 150 m), and slope bottom (depth > 650 m). Across all environments, abiotic factors (salinity, temperature, depth) explained most of the community variability (rho = 0.734). But within each coastal environment, biotic factors explained most of the variability. Thus, structuring physical factors in coastal zones, such as salinity and temperature, define the boundaries of many distinct microbial habitats, but within these habitats variability in microbial communities is explained by biological gradients in primary and secondary productivity.	2011	62	10.1007/s00248-011-9805-z	MAYBE	Dave	
Dequiedt S; Saby NPA; Lelievre M; Jolivet C; Thioulouse J; Toutain B; Arrouays D; Bispo A; Lemanceau P; Ranjard L	Biogeographical patterns of soil molecular microbial biomass as influenced by soil characteristics and management	GLOBAL ECOLOGY AND BIOGEOGRAPHY	Aim The spatial organization of soil microbial communities on large scales and the identification of environmental factors structuring their distribution have been little investigated. The overall objective of this study was to determine the spatial patterning of microbial biomass in soils over a wide extent and to rank the environmental filters most influencing this distribution. Location French territory using the French Soil Quality Monitoring Network. This network covers the entire French territory and soils were sampled at 2150 sites along a systematic grid. Methods The soil DNA extracted from all these soils was expressed in terms of soil molecular microbial biomass and related to other soil and land-use data over French territory. Results This study provides the first extensive map of microbial biomass and reveals the heterogeneous and spatially structured distribution of this biomass on the scale of France. The main factors driving biomass distribution are the physico-chemical properties of the soil (texture, pH and total organic carbon) as well as land use. Soils from land used for intensive agriculture, especially monoculture and vineyards, exhibited the smallest biomass pools. Interestingly, factors known to influence the large-scale distribution of macroorganisms, such as climatic factors, were not identified as important drivers for microbial communities. Main conclusions Microbial abundance is spatially structured and dependent on local filters such as soil characteristics and land use but is relatively independent of global filters such as climatic factors or the presence of natural barriers. Our study confirms that the biogeography of microorganisms differs fundamentally from the biogeography of macroorganisms and that soil management can have significant large-scale effects.	2011	20	10.1111/j.1466-8238.2010.00628.x	MAYBE	Dave	
Griffiths RI; Thomson BC; James P; Bell T; Bailey M; Whiteley AS	The bacterial biogeography of British soils	ENVIRONMENTAL MICROBIOLOGY	Despite recognition of the importance of soil bacteria to terrestrial ecosystem functioning there is little consensus on the factors regulating belowground biodiversity. Here we present a multi-scale spatial assessment of soil bacterial community profiles across Great Britain (> 1000 soil cores), and show the first landscape scale map of bacterial distributions across a nation. Bacterial diversity and community dissimilarities, assessed using terminal restriction fragment length polymorphism, were most strongly related to soil pH providing a large-scale confirmation of the role of pH in structuring bacterial taxa. However, while alpha diversity was positively related to pH, the converse was true for beta diversity (between sample variance in alpha diversity). beta diversity was found to be greatest in acidic soils, corresponding with greater environmental heterogeneity. Analyses of clone libraries revealed the pH effects were predominantly manifest at the level of broad bacterial taxonomic groups, with acidic soils being dominated by few taxa (notably the group 1 Acidobacteria and Alphaproteobacteria). We also noted significant correlations between bacterial communities and most other measured environmental variables (soil chemistry, aboveground features and climatic variables), together with significant spatial correlations at close distances. In particular, bacterial and plant communities were closely related signifying no strong evidence that soil bacteria are driven by different ecological processes to those governing higher organisms. We conclude that broad scale surveys are useful in identifying distinct soil biomes comprising reproducible communities of dominant taxa. Together these results provide a baseline ecological framework with which to pursue future research on both soil microbial function, and more explicit biome based assessments of the local ecological drivers of bacterial biodiversity.	2011	13	10.1111/j.1462-2920.2011.02480.x	YES	Dave	
Zinger L; Lejon DPH; Baptist F; Bouasria A; Aubert S; Geremia RA; Choler P	Contrasting Diversity Patterns of Crenarchaeal, Bacterial and Fungal Soil Communities in an Alpine Landscape	PLOS ONE	Background: The advent of molecular techniques in microbial ecology has aroused interest in gaining an understanding about the spatial distribution of regional pools of soil microbes and the main drivers responsible of these spatial patterns. Here, we assessed the distribution of crenarcheal, bacterial and fungal communities in an alpine landscape displaying high turnover in plant species over short distances. Our aim is to determine the relative contribution of plant species composition, environmental conditions, and geographic isolation on microbial community distribution. Methodology/Principal Findings: Eleven types of habitats that best represent the landscape heterogeneity were investigated. Crenarchaeal, bacterial and fungal communities were described by means of Single Strand Conformation Polymorphism. Relationships between microbial beta diversity patterns were examined by using Bray-Curtis dissimilarities and Principal Coordinate Analyses. Distance-based redundancy analyses and variation partitioning were used to estimate the relative contributions of different drivers on microbial beta diversity. Microbial communities tended to be habitat-specific and did not display significant spatial autocorrelation. Microbial beta diversity correlated with soil pH. Fungal beta-diversity was mainly related to soil organic matter. Though the effect of plant species composition was significant for all microbial groups, it was much stronger for Fungi. In contrast, geographic distances did not have any effect on microbial beta diversity. Conclusions/Significance: Microbial communities exhibit non-random spatial patterns of diversity in alpine landscapes. Crenarcheal, bacterial and fungal community turnover is high and associated with plant species composition through different set of soil variables, but is not caused by geographical isolation.	2011	6	10.1371/journal.pone.0019950	YES	Dave	
Martiny JBH; Eisen JA; Penn K; Allison SD; Horner-Devine MC	Drivers of bacterial beta-diversity depend on spatial scale	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	The factors driving beta-diversity (variation in community composition) yield insights into the maintenance of biodiversity on the planet. Here we tested whether the mechanisms that underlie bacterial beta-diversity vary over centimeters to continental spatial scales by comparing the composition of ammonia-oxidizing bacteria communities in salt marsh sediments. As observed in studies of macroorganisms, the drivers of salt marsh bacterial beta-diversity depend on spatial scale. In contrast to macroorganism studies, however, we found no evidence of evolutionary diversification of ammonia-oxidizing bacteria taxa at the continental scale, despite an overall relationship between geographic distance and community similarity. Our data are consistent with the idea that dispersal limitation at local scales can contribute to beta-diversity, even though the 16S rRNA genes of the relatively common taxa are globally distributed. These results highlight the importance of considering multiple spatial scales for understanding microbial biogeography.	2011	108	10.1073/pnas.1016308108	YES	Dave	
Fierer N; McCain CM; Meir P; Zimmermann M; Rapp JM; Silman MR; Knight R	Microbes do not follow the elevational diversity patterns of plants and animals	ECOLOGY	The elevational gradient in plant and animal diversity is one of the most widely documented patterns in ecology and, although no consensus explanation exists, many hypotheses have been proposed over the past century to explain these patterns. Historically, research on elevational diversity gradients has focused almost exclusively on plant and animal taxa. As a result, we do not know whether microbes exhibit elevational gradients in diversity that parallel those observed for macroscopic taxa. This represents a key knowledge gap in ecology, especially given the ubiquity, abundance, and functional importance of microbes. Here we show that, across a montane elevational gradient in eastern Peru, bacteria living in three distinct habitats (organic soil, mineral soil, and leaf surfaces) exhibit no significant elevational gradient in diversity (r(2) < 0.17, P > 0.1 in all cases), in direct contrast to the significant diversity changes observed for plant and animal taxa across the same montane gradient (r(2) > 0.75, P < 0.001 in all cases). This finding suggests that the biogeographical patterns exhibited by bacteria are fundamentally different from those of plants and animals, highlighting the need for the development of more inclusive concepts and theories in biogeography to explain these disparities.	2011	92	10.1890/10-1170.1	MAYBE	Dave	
Robeson MS; King AJ; Freeman KR; Birky CW; Martin AP; Schmidt SK	Soil rotifer communities are extremely diverse globally but spatially autocorrelated locally	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Bdelloid rotifers are important contributors to biogeochemical cycling and trophic dynamics of both aquatic and terrestrial ecosystems, but little is known about their biogeographic distribution and community structure in terrestrial environments. This lack of knowledge stems from a lack of phylogenetic information and assumptions that microbial eukaryotes are globally distributed and have very limited diversity across vast geographic distances. However, these assumptions have been based more on assessments of their morphology than any measure of their true genetic diversity and biogeographic distribution. We developed specific primers for the cytochrome c oxidase subunit 1 (cox1) gene of bdelloid rotifers and amplified and cloned sequences using a nested sampling scheme that represented local (0-10 m) to global (up to 10,000 km) scales. Using phylogenetic community analyses (UniFrac) and geospatial statistics (semivariograms, mantel tests), we were able to reject the hypothesis that communities of rotifers are the same across even fairly small geographic distances. Bdelloid communities showed highly significant spatial structuring with spatial autocorrelation ranges of 54-133 m, but beyond that distance communities were extremely dissimilar. Furthermore, we show that these spatial patterns are driven not only by changes in relative abundance of phylotypes but also by absolute changes in phylotype occurrence (richness). There is almost no overlap in phylotype [ or operational taxonomic unit (OTU)] occurrence between communities at distances beyond the autocorrelation range (similar to 133 m). Such small species ranges, combined with their ubiquity in soils, make it increasingly clear that the biodiversity of bdelloid rotifers (and other less easily dispersed microbes) is much higher than previously thought.	2011	108	10.1073/pnas.1012678108	YES	Dave	
Soininen J; Korhonen JJ; Karhu J; Vetterli A	Disentangling the spatial patterns in community composition of prokaryotic and eukaryotic lake plankton	LIMNOLOGY AND OCEANOGRAPHY	We sampled 100 small lakes in Finland for bacterio-, phyto-, and zooplankton. The lakes were located in five drainage systems, 20 lakes for each system. We tested two main predictions: that the correlation between community similarity and geographical distance (spatial distance decay) is stronger at the across-drainage than at the within-drainage system scale, and that spatial distance decay is strongest for zooplankton and weakest for bacteria. We used a combination of direct ordination, multivariate statistical tests, and distance-based approaches to examine spatial patterns in our data. Our analyses confirmed both of our predictions. Spatial distance decay was scale-dependent; communities were overall weakly spatially structured within the drainage systems, yet distance decay was significant for all planktonic groups across drainage systems. Spatial distance decay was stronger for zooplankton, with higher slopes and shorter halving distances, than for phytoplankton and bacteria. These results provide evidence that distance decay of similarity is related to study scale, environment, and organism characteristics. Planktonic communities may be controlled by both dispersal-driven assembly and local ecological determinism, with the balance between these two forces depending on study scale.	2011	56	10.4319/lo.2011.56.2.0508	YES	Dave	
Hossain Z; Sugiyama S	Geographical structure of soil microbial communities in northern Japan: Effects of distance, land use type and soil properties	EUROPEAN JOURNAL OF SOIL BIOLOGY	Geographical assemblages of biological community are explained by natural selection and/or by stochastic processes of death and recruitment of individuals. We evaluated geographical pattern of the structure of soil bacterial and fungal communities at 32 sites distributed over 8000 km(2) in northern Japan, to examine (1) relative contribution of environmental factors and geographical distance (2) roles of land use types and soil properties, and (3) differences in spatial pattern between bacterial and fungal communities. The abundance and composition of soil bacterial and fungal communities were evaluated by phospholipid fatty acid (PLFA) profiling and denaturing gradient gel electrophoresis (DGGE) method with 16S rDNA and 18S rDNA. PLFA profiling and DNA fingerprinting revealed that geographical distance did not significantly affect geographical patterns of microbial communities, while land use and soil chemical properties had large significant effects. The four land use types (bare ground, agricultural land, grassland, and forest) explained about 30.0% of the total variation in bacterial PLFA abundance, mostly because of their differing soil properties. Correlations with soil properties suggest that litter input from aboveground vegetation determines the bacterial abundance in bare ground and agricultural land, whereas soil pH regulates the bacterial abundance in grassland and forests. DGGE results suggest that fungal community structure is sensitive to human disturbance because agricultural land showed significantly different fungal community structure from other types. (C) 2010 Elsevier Masson SAS. All rights reserved.	2011	47	10.1016/j.ejsobi.2010.11.007	YES	Dave	
Wang JJ; Soininen J; Zhang Y; Wang BX; Yang XD; Shen J	Contrasting patterns in elevational diversity between microorganisms and macroorganisms	JOURNAL OF BIOGEOGRAPHY	Aim Data and analyses of elevational gradients in diversity have been central to the development and evaluation of a range of general theories of biodiversity. Elevational diversity patterns have, however, been severely understudied for microbes, which often represent decomposer subsystems. Consequently, generalities in the patterns of elevational diversity across different trophic levels remain poorly understood. Our aim was to examine elevational gradients in the diversity of macroinvertebrates, diatoms and bacteria along a stony stream that covered a large elevational gradient. Location Laojun Mountain, Yunnan province, China. Methods The sampling scheme included 26 sites spaced at elevational intervals of 89 m from 1820 to 4050 m elevation along a stony stream. Macroinvertebrate and diatom richness were determined based on the morphology of the specimens. Taxonomic richness for bacteria was quantified using a molecular fingerprinting method. Over 50 environmental variables were measured at each site to quantify environmental variables that could correlate with the patterns of diversity. We used eigenvector-based spatial filters with multiple regressions to account for spatial autocorrelation. Results The bacterial richness followed an unexpected monotonic increase with elevation. Diatoms decreased monotonically, and macroinvertebrate richness showed a clear unimodal pattern with elevation. The unimodal richness pattern for macroinvertebrates was best explained by the mid-domain effect (r(2) = 0.72). The diatom richness was best explained by the variation in nutrient supply, and the increase in bacterial richness with elevation may be related to an increased carbon supply. Main conclusions We found contrasting patterns in elevational diversity among the three studied multi-trophic groups comprising unicellular and multicellular aquatic taxa. We also found that there may be fundamental differences in the mechanisms underlying these species diversity patterns.	2011	38	10.1111/j.1365-2699.2010.02423.x	MAYBE	Dave	
Qian PY; Wang Y; Lee OO; Lau SCK; Yang JK; Lafi FF; Al-Suwailem A; Wong TYH	Vertical stratification of microbial communities in the Red Sea revealed by 16S rDNA pyrosequencing	ISME JOURNAL	The ecosystems of the Red Sea are among the least-explored microbial habitats in the marine environment. In this study, we investigated the microbial communities in the water column overlying the Atlantis II Deep and Discovery Deep in the Red Sea. Taxonomic classification of pyrosequencing reads of the 16S rRNA gene amplicons showed vertical stratification of microbial diversity from the surface water to 1500m below the surface. Significant differences in both bacterial and archaeal diversity were observed in the upper (2 and 50m) and deeper layers (200 and 1500 m). There were no obvious differences in community structure at the same depth for the two sampling stations. The bacterial community in the upper layer was dominated by Cyanobacteria whereas the deeper layer harbored a large proportion of Proteobacteria. Among Archaea, Euryarchaeota, especially Halobacteriales, were dominant in the upper layer but diminished drastically in the deeper layer where Desulfurococcales belonging to Crenarchaeota became the dominant group. The results of our study indicate that the microbial communities sampled in this study are different from those identified in water column in other parts of the world. The depth-wise compositional variation in the microbial communities is attributable to their adaptations to the various environments in the Red Sea. The ISME Journal (2011) 5, 507-518; doi: 10.1038/ismej.2010.112; published online 29 July 2010	2011	5	10.1038/ismej.2010.112	MAYBE	Dave	
Bru D; Ramette A; Saby NPA; Dequiedt S; Ranjard L; Jolivet C; Arrouays D; Philippot L	Determinants of the distribution of nitrogen-cycling microbial communities at the landscape scale	ISME JOURNAL	Little information is available regarding the landscape-scale distribution of microbial communities and its environmental determinants. However, a landscape perspective is needed to understand the relative importance of local and regional factors and land management for the microbial communities and the ecosystem services they provide. In the most comprehensive analysis of spatial patterns of microbial communities to date, we investigated the distribution of functional microbial communities involved in N-cycling and of the total bacterial and crenarchaeal communities over 107 sites in Burgundy, a 31 500km(2) region of France, using a 16 x 16 km(2) sampling grid. At each sampling site, the abundance of total bacteria, crenarchaea, nitrate reducers, denitrifiers- and ammonia oxidizers were estimated by quantitative PCR and 42 soil physico-chemical properties were measured. The relative contributions of land use, spatial distance, climatic conditions, time, and soil physico-chemical properties to the spatial distribution of the different communities were analyzed by canonical variation partitioning. Our results indicate that 43-85% of the spatial variation in community abundances could be explained by the measured environmental parameters, with soil chemical properties (mostly pH) being the main driver. We found spatial autocorrelation up to 739km and used geostatistical modelling to generate predictive maps of the distribution of microbial communities at the landscape scale. The present study highlights the potential of a spatially explicit approach for microbial ecology to identify the overarching factors driving the spatial heterogeneity of microbial communities even at the landscape scale. The ISME Journal (2011) 5, 532-542; doi: 10.1038/ismej.2010.130; published online 12 August 2010	2011	5	10.1038/ismej.2010.130	YES	Dave	
Steger D; Wentrup C; Braunegger C; Deevong P; Hofer M; Richter A; Baranyi C; Pester M; Wagner M; Loy A	Microorganisms with Novel Dissimilatory (Bi)Sulfite Reductase Genes Are Widespread and Part of the Core Microbiota in Low-Sulfate Peatlands	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	Peatlands of the Lehstenbach catchment (Germany) house as-yet-unidentified microorganisms with phylogenetically novel variants of the dissimilatory (bi)sulfite reductase genes dsrAB. These genes are characteristic of microorganisms that reduce sulfate, sulfite, or some organosulfonates for energy conservation but can also be present in anaerobic syntrophs. However, nothing is currently known regarding the abundance, community dynamics, and biogeography of these dsrAB-carrying microorganisms in peatlands. To tackle these issues, soils from a Lehstenbach catchment site (Schloppnerbrunnen II fen) from different depths were sampled at three time points over a 6-year period to analyze the diversity and distribution of dsrAB-containing microorganisms by a newly developed functional gene microarray and quantitative PCR assays. Members of novel, uncultivated dsrAB lineages (approximately representing species-level groups) (i) dominated a temporally stable but spatially structured dsrAB community and (ii) represented core members (up to 1% to 1.7% relative abundance) of the autochthonous microbial community in this fen. In addition, denaturing gradient gel electrophoresis (DGGE)- and clone library-based comparisons of the dsrAB diversity in soils from a wet meadow, three bogs, and five fens of various geographic locations (distance of similar to 1 to 400 km) identified that one Syntrophobacter-related and nine novel dsrAB lineages are widespread in low-sulfate peatlands. Signatures of biogeography in dsrB-based DGGE data were not correlated with geographic distance but could be explained largely by soil pH and wetland type, implying that the distribution of dsrAB-carrying microorganisms in wetlands on the scale of a few hundred kilometers is not limited by dispersal but determined by local environmental conditions.	2011	77	10.1128/AEM.01352-10	YES	Dave	
Rice WC; Gowda PH	Influence of geographical location, crop type and crop residue cover on bacterial and fungal community structures	GEODERMA	The objective of this study was to evaluate the effects of geographical location, crop type, and residue coverage on soil microbial assemblages in Sherm soil from 30 geographically separate commercial fields in Ochiltree and Moore Counties of Texas. Crop residue coverage was derived from spectral data and used to classify sorghum and wheat fields into high and low crop residue categories. Denaturing gradient gel electrophoresis-polymerase chain reaction (DGGE-PCR) assays employing universal PCR primers that target prokaryotic and eukaryotic ribosomal genes were used to evaluate microbial community structure. An interaction between geographical location, crop type, and crop residue coverage was observed. A 50% similarity level was observed for overall bacterial community structure as determined using 16S data while a 59% similarity was observed for overall fungal community structure using 18S data. For the 16S composite dataset, high overall rates of correct classification (ORCC) were observed based on the user-defined groups of county by crop by residue coverage. A similar result was observed for fungal community structure using primer set FR1GC-FF390. Our data support the hypothesis that there are multiple provinces and multiple habitats that govern the assemblage of free-living taxa within the Moore-Ochiltree County agroecosystem. An ancient microbial assemblage based on historical features was identified and is still visible despite the presence of different crop types and cropping systems (Conventional vs. Conservation). For sorghum and wheat grown in Moore and Ochiltree Counties, a two-province state (Moore and Ochiltree Counties) was defined comprised of four habitats i.e. sorghum and wheat habitats influence by degree of residue coverage. Crop type and residue coverage can affect microbial assemblages within a geographical context. Published by Elsevier B.V.	2011	160	10.1016/j.geoderma.2010.09.003	MAYBE	Dave	
Yang JK; Sun J; Lee OO; Wong YH; Qian PY	Phylogenetic diversity and community structure of sponge-associated bacteria from mangroves of the Caribbean Sea	AQUATIC MICROBIAL ECOLOGY	To gain insight into the species richness and phylogeny of the microbial communities associated with sponges in mangroves, we performed an extensive phylogenetic analysis, based on terminal restriction fragment length polymorphism profiling and 16S ribosomal RNA gene sequences, of the 4 sponge species Aplysina fulva, Haliclona hogarthi, Tedania ignis and Ircinia strobilina as well as of ambient seawater. The sponge-associated bacterial communities contained 13 phyla, including Poribacteria and an unclassified group not found in the ambient seawater community, 98% of which comprised Proteobacteria, Cyanobacteria and Bacteroidetes. Although the sponges themselves were phylogenetically distant and bacterial community variation within the host species was observed, microbial phyla such as Proteobacteria, Acidobacteria, Chloroflexi and the unclassified group were consistently observed as the dominant populations within the communities. The sponge-associated bacterial communities resident in the Caribbean Sea mangroves are phylogenetically similar but significantly distinct from communities found in other biogeographical sites such as the deep-water environments of the Caribbean Sea, the South China Sea and Australia. The interspecific variation within the host species and the distinct biogeographical characteristics that the sponge-associated bacteria exhibited indicate that the acquisition, establishment and formation of functional sponge-associated bacterial communities may initially be the product of both vertical and horizontal transmission, and is then shaped by the internal environment created by the sponge species and certain external environmental factors.	2011	62	10.3354/ame01473	MAYBE	Dave	
Hovatter SR; Dejelo C; Case AL; Blackwood CB	Metacommunity organization of soil microorganisms depends on habitat defined by presence of Lobelia siphilitica plants	ECOLOGY	We tested regional-scale spatial patterns in soil microbial community composition for agreement with species sorting and dispersal limitation, two alternative mechanisms behind different models of metacommunity organization. Furthermore, we tested whether regional metacommunity organization depends on local habitat type. We sampled from sites across Ohio and West Virginia hosting populations of Lobelia siphilitica, and compared the metacommunity organization of soil microbial communities under L. siphilitica to those in adjacent areas at each site. In the absence of L. siphilitica, bacterial community composition across the region was consistent with species sorting. However, under L. siphilitica, bacterial community composition was consistent with dispersal limitation. Fungal community composition remained largely unexplained, although fungal communities under L. siphilitica were both significantly different in composition and less variable in composition than in adjacent areas. Our results show that communities in different local habitat types (e. g., in the presence or absence of a particular plant) may be structured on a regional scale by different processes, despite being separated by only centimeters at the local scale.	2011	92	10.1890/10-0332.1	MAYBE	Dave	
van der Gast CJ; Gosling P; Tiwari B; Bending GD	Spatial scaling of arbuscular mycorrhizal fungal diversity is affected by farming practice	ENVIRONMENTAL MICROBIOLOGY	P>Evidence suggests that microbial communities show patterns of spatial scaling which can be driven by geographical distance and environmental heterogeneity. Here we demonstrate that human management can have a major impact on microbial distribution patterns at both the local and landscape scale. Mycorrhizal fungi are vital components of terrestrial ecosystems, forming a mutualistic symbiosis with plant roots which has a major impact on above ground ecology and productivity. We used contrasting agricultural systems to investigate the spatial scaling of the most widespread mycorrhizal fungus group, the arbuscular mycorrhizal fungi (AMF). Using multiple sampling sites with a maximum separation of 250 km we describe for the first time the roles which land management, environmental heterogeneity and geographical distance play in determining spatial patterns of microbial distribution. Analysis of AMF taxa-area relationships at each sampling site revealed that AMF diversity and spatial turnover was greater under organic relative to conventional farm management. At the regional scale (250 km) distance-decay analyses showed that there was significant change in AMF community composition with distance, and that this was greater under organic relative to conventional management. Environmental heterogeneity was found to be the major factor determining turnover of AMF taxa at the landscape scale. Overall we demonstrate that human management can play a key role in determining the turnover of microbial communities at both the local and regional scales.	2011	13	10.1111/j.1462-2920.2010.02326.x	YES	Dave	
Queloz V; Sieber TN; Holdenrieder O; McDonald BA; Grunig CR	No biogeographical pattern for a root-associated fungal species complex	GLOBAL ECOLOGY AND BIOGEOGRAPHY	Aim The biogeography of microbes is poorly understood and there is an open debate regarding if and how microbial biodiversity is structured. At the beginning of the 20th century, Baas Becking laid the foundations for the biogeography of microbes by stating that Everything is everywhere, but the environment selects (the EisE hypothesis). This hypothesis remained dogma for almost a century. However, the recognition that microbial species are often assemblages of reproductively isolated lineages challenged the EisE hypothesis, leading to the now common assumption that microbial communities possess cryptic biogeographic structures. We tested the presence of a cryptic biogeographical structure for a well-characterized fungal species complex (the Phialocephala fortinii s.l.-Acephala applanata species complex, PAC) using precise molecular species resolution. In addition, we analysed factors that could govern PAC community assembling. Locations Forty-four study sites in temperate and boreal forests across the Northern Hemisphere were included. Methods (1) The distance-decay relationship among PAC communities was calculated and a resampling procedure was applied to analyse the effect of sampling intensity and geographic distances among PAC communities. (2) Factors shaping PAC communities (e.g. climatic factors and tree species composition) were studied. (3) We tested PAC communities for random composition. Results We found that the similarity of species assemblages did not decrease with increasing geographical distance. Moreover, species diversity did not increase by expanding the area sampled. Instead, species diversity increased by increasing the sampling effort. Community composition correlated neither with tree species composition nor climate, and no association among species was observed. Main conclusions We could not discover any cryptic biogeographic structure even after applying refined species assignment but we demonstrate the importance of sampling effort for understanding the biogeography of microorganisms. Moreover, we show that primarily stochastic effects are responsible for the species composition of PAC communities.	2011	20	10.1111/j.1466-8238.2010.00589.x	YES	Dave	
