"authors","title","journal","abstract","year","volume","DOI","screened","reviewer"
"Voss JD; Mills DK; Myers JL; Remily ER; Richardson LL","Black band disease microbial community variation on corals in three regions of the wider Caribbean","MICROBIAL ECOLOGY","Black band disease (BBD) is a pathogenic consortium of microorganisms that primarily affects massive framework-building scleractinian corals on reefs worldwide. There has been considerable debate concerning the microbial community composition of BBD. The aim of this study was to utilize microbial profiling to assess overall patterns of variation in the BBD bacterial community with respect to geographic location, host coral species, time, and nutrient regime. Length heterogeneity polymerase chain reaction (LH-PCR) was employed to differentiate BBD communities based on the natural variation in the sequence lengths within hypervariable domains of the 16S rRNA gene. Analysis of LH-PCR profiles of 97 BBD samples using multivariate ordination methods and analysis of similarity revealed significant clustering with respect to geographic region when comparing BBD sampled from reefs near Lee Stocking Island in the Bahamas Exuma Chain, the Northern Florida Keys (NFK), and St. John in the US Virgin Islands. There was much variability in BBD community composition on a regional basis, between sites in the NFK, and in terms of coral host species. The observed differences among BBD microbial community profiles were driven primarily by variation in relative abundance of 313-316-bp amplicons, which correspond to cyanobacteria and alpha-proteobacteria. The results obtained in this study support previous reports of intrinsic variability and complexity of the BBD microbial community but also suggest that this variability has biogeographic patterns.","2007","54","10.1007/s00248-007-9234-1","NO","Dave"
"Goni-Urriza MS; Point D; Amouroux D; Guyoneaud R; Donard OFX; Caumette P; Duran R","Bacterial community structure along the Adour estuary (French Atlantic coast): influence of salinity gradient versus metal contamination","AQUATIC MICROBIAL ECOLOGY","Salinity, other physico-chemical parameters and anthropogenic pollution are the main factors affecting bacterial communities in estuaries. We estimated the impact of these parameters on the distribution of bacterial communities in the Adour estuary (France), a moderately Polluted water body characterized by short residence times of particles and water and absence of a maximum turbidity zone. Eight stations were established along the salinity gradient from freshwater to marine conditions. For the 3 typical estuarine stations (water mixing zone), samples were collected at both low and high tide and at different depths according to the position of the halocline. This sampling strategy generated 35 samples with different degrees of mixing between fresh water and seawater. All the samples were characterized by their physico-chemical parameters and trace metal contents (as a contamination tracer). The structure of bacterial communities was determined by T-RFLP fingerprinting. The metal-salinity profiles suggested dilution processes and/or usual geochemical reactivity for the elements sensitive to sorption/desorption mechanisms (Cd, Mn). Metal concentrations were low, with no evidence of contaminated plumes, suggesting that metal concentrations were not influencing bacterial diversity. A well-established estuarine bacterial community was observed, comprising mostly Cyanobacteria, Planctomyces and Alphaproteobacteria. This community was different from fresh and seawater communities, and a shift in community composition was observed between 10 and 34 PSU. Although residence time in the Adour estuary is very short, the salinity and halocline in this water body are likely to be the main parameters influencing bacterial community composition.","2007","49","10.3354/ame01128","NO","Dave"
"Webster G; Yarram L; Freese E; Koster J; Sass H; Parkes RJ; Weightman AJ","Distribution of candidate division JS1 and other Bacteria in tidal sediments of the German Wadden Sea using targeted 16S rRNA gene PCR-DGGE","FEMS MICROBIOLOGY ECOLOGY","The bacterial candidate division JS1 dominates a number of 16S rRNA gene libraries from deep subseafloor sediments, yet its distribution in shallow, subsurface sediments has still to be fully documented. Sediment cores (down to 5.5 m) from Wadden Sea tidal flats (Neuharlingersieler Nacken and Groninger Plate) were screened for JS1 16S rRNA genes using targeted PCR-denaturing gradient gel electrophoresis (DGGE), which also detects some other important Bacteria. Bacterial subpopulations at both sites were dominated by Gammaproteobacteria in the upper sediment layers (down to 2 m) and in deeper layers by members of the Chloroflexi. The deeper layers of Neuharlingersieler Nacken consisted of grey mud with low sulphate (0.1-10 mM), elevated total organic carbon (TOC) (similar to 1-2%) and JS1 sequences were abundant. In contrast, the deeper sandy layers of Groninger Plate, despite also having reduced sulphate concentrations, had lower TOC (< 0.6%) with few detectable JS1 sequences. Results indicated that JS1 prefers muddy, shallow, subsurface sediments with reduced sulphate, whereas Chloroflexi may out-compete JS1 in shallow, sandy, subsurface sediments. Bacterial population changes at both sites (similar to 2 m) were confirmed by cluster analysis of DGGE profiles, which correlated with increased recalcitrance of the organic matter. This study extends the biogeographical range of JS1. The presence of JS1 and Chloroflexi in Wadden Sea sediments demonstrates that subsurface tidal flats contain similar prokaryotic populations to those found in the deeper subseafloor biosphere.","2007","62","10.1111/j.1574-6941.2007.00372.x","NO","Dave"
"Opelt K; Berg C; Schonmann S; Eberl L; Berg G","High specificity but contrasting biodiversity of Sphagnum-associated bacterial and plant communities in bog ecosystems independent of the geographical region","ISME JOURNAL","Mosses represent ecological niches that harbor a hitherto largely uncharacterized microbial diversity. To investigate which factors affect the biodiversity of bryophyte-associated bacteria, we analyzed the bacterial communities associated with two moss species, which exhibit different ecological behaviors and importance in bog ecosystems, Sphagnum magellanicum and Sphagnum fallax, from six temperate and boreal bogs in Germany and Norway. Furthermore, their surrounding plant communities were studied. Molecular analysis of bacterial communities was determined by single-strand conformation polymorphism (SSCP) analysis using eubacterial and genus-specific primers for the dominant genera Burkholderia and Serratia as well as by sequence analysis of a Burkholderia 16S rRNA gene clone library. Plant communities were analyzed by monitoring the abundance and composition of bryophyte and vascular plant species, and by determining ecological indicator values. Interestingly, we found a high degree of host specificity for associated bacterial and plant communities of both Sphagnum species independent of the geographical region. Calculation of diversity indices on the basis of SSCP gels showed that the S. fallax-associated communities displayed a statistically significant higher degree of diversity than those associated with S. magellanicum. In contrast, analyses of plant communities of Sphagnum-specific habitats resulted in a higher diversity of S. magellanicum-specific habitats for all six sites. The higher content of nutrients in the S. fallax-associated ecosystems can explain higher diversity of microorganisms.","2007","1","10.1038/ismej.2007.58","NO","Dave"
"Smith HG; Wilkinson DM","Not all free-living microorganisms have cosmopolitan distributions - the case of Nebela (Apodera) vas Certes (Protozoa : Amoebozoa : Arcellinida)","JOURNAL OF BIOGEOGRAPHY","Aim To review and critically assess the evidence that the testate amoeba species Nebela vas does not have a cosmopolitan distribution, in contradiction to the paradigm of microbial distribution that everything is everywhere. Location Terrestrial and wetland habitats world-wide. Methods Relevant data were assembled on the morphology, ecology and global geographical distribution of N. vas from a comprehensive literature review of published original records. The data were collated, analysed and summarized. The roles of long-term and short-term agents of dispersal are discussed. Results A clear and repeated pattern has been elucidated of a microbial species, with a distinctive and unmistakeable morphology, that inhabits acid, damp terrestrial and wetland habitats in the southern cool-temperate and sub-Antarctic zones - including similar high-altitude habitats in the Tropics. It is almost entirely confined to the Gondwanaland continents and Southern Hemisphere islands. It is definitively absent from Holarctic regions. It is proposed that the continental distribution of N. vas is a consequence of continental drift following its original speciation in the Mesozoic or earlier, whereas its distribution on sub-Antarctic islands (glaciated in the Pleistocene) has been effected by dispersal from South America by wind around the Southern Ocean. Main conclusion Nebela vas is a proven instance of a microbial species that does not have a cosmopolitan distribution.","2007","34","10.1111/j.1365-2699.2007.01733.x","NO","Dave"
"El-Bana MI; Li ZQ; Nijs I","Role of host identity in effects of phytogenic mounds on plant assemblages and species richness on coastal arid dunes","JOURNAL OF VEGETATION SCIENCE","Question: Phytogenic mounds ( nebkhas) - the natural accumulation of wind- blown sediments within or around the canopies of plants - have been proposed as important structures for locally maintaining high species richness in coastal and arid ecosystems. Nebkhas are assumed to increase habitat heterogeneity, but what is the importance of the nebkha host species relative to other nebkha characteristics in determining the associated plant assemblages? Are some host species more effective in creating diversity hotspots, or does a single species- area relationship apply to all nebkhas, regardless of host species? Can the influence of the host be ascribed to its indirect effects on abiotic attributes of the nebkha complex? Methods and location: We investigated plant species richness and composition on nebkhas around six psammophytic species on Mediterranean coastal dunes of the Sinai Peninsula. Results: Plant species richness was significantly related to nebkha size by the single power function according to the general prediction of island biogeography theory, but this relationship was modified-though to a limited degree-by nebkha host species identity. Canonical Correspondence Analysis revealed that nebkha host species identity and nebkha environmental and non-environmental factors significantly explained species composition on the nebkhas, but host species identity did so to a greater extent. The latter might re. ect differences in seed trapping ability or free space for colonization between host species. Conclusion: Differences in community composition and richness among nebkhas formed by different host species represent a key factor in the maintenance of plant diversity on arid coastal dunes.","2007","18","10.1111/j.1654-1103.2007.tb02577.x","NO","Dave"
"Stoeck T; Bruemmer F; Foissner W","Evidence for local ciliate endemism in an Alpine Anoxic lake","MICROBIAL ECOLOGY","Despite its long history, biogeography has received relatively little attention within the field of microbial ecology. Consequently, a fierce debate rages whether protists inhabit restricted geographic areas (endemism hypothesis) or are globally dispersed (ubiquitous dispersal hypothesis). The data presented in this article support the endemism hypothesis. We succeeded in isolating an oligohymenophorean ciliate from a microbial mat in a meromictic anoxic alpine lake (Alatsee) in Germany. The ciliary pattern and the morphometry of this isolate are remarkably similar to Urocentrum turbo (Mueller, 1786) Nitzsch, 1827. However, the organism does not possess trichocysts, a conspicuous and characteristic feature of U. turbo. Instead, the U. turbo-like isolate from lake Alatsee displays merely trichocyst anlagen (ghosts) in the cytoplasm that are only visible after protargol impregnation and which become never attached to the cells cortex. Despite the distinctness of this difference, such a morphospecies has not been described from any other environment. Thus, we suggest that the U. turbo-like isolate from lake Alatsee is a local endemic ecotype, although the sequences of the 18S rRNA, ITS1, 5.8S rRNA, and ITS2 genes are nearly identical to those of U. turbo (Mueller, 1786) Nitzsch, 1827. This indicates that neither 18S rDNA nor ITS1, ITS2, and 5.8S rDNA sequences are reliable means to conclusively resolve different morphospecies or ecotypes of ciliates. As a consequence, we argue that protist species richness can only be reliably accounted for by considering both molecular and morphological data.","2007","54","10.1007/s00248-007-9213-6","NO","Dave"
"Bass D; Richards TA; Matthai L; Marsh V; Cavalier-Smith T","DNA evidence for global dispersal and probable endemicity of protozoa","BMC EVOLUTIONARY BIOLOGY","Background: It is much debated whether microbes are easily dispersed globally or whether they, like many macro-organisms, have historical biogeographies. The ubiquitous dispersal hypothesis states that microbes are so numerous and so easily dispersed worldwide that all should be globally distributed and found wherever growing conditions suit them. This has been broadly upheld for protists (microbial eukaryotes) by most morphological and some molecular analyses. However, morphology and most previously used evolutionary markers evolve too slowly to test this important hypothesis adequately. Results: Here we use a fast-evolving marker (ITS1 rDNA) to map global diversity and distribution of three different clades of cercomonad Protozoa (Eocercomonas and Paracercomonas: phylum Cercozoa) by sequencing multiple environmental gene libraries constructed from 47-80 globally-dispersed samples per group. Even with this enhanced resolution, identical ITS sequences (ITStypes) were retrieved from widely separated sites and on all continents for several genotypes, implying relatively rapid global dispersal. Some identical ITS-types were even recovered from both marine and non-marine samples, habitats that generally harbour significantly different protist communities. Conversely, other ITS-types had either patchy or restricted distributions. Conclusion: Our results strongly suggest that geographic dispersal in macro-organisms and microbes is not fundamentally different: some taxa show restricted and/or patchy distributions while others are clearly cosmopolitan. These results are concordant with the moderate endemicity model of microbial biogeography. Rare or continentally endemic microbes may be ecologically significant and potentially of conservational concern. We also demonstrate that strains with identical 18S but different ITS1 rDNA sequences can differ significantly in terms of morphological and important physiological characteristics, providing strong additional support for global protist biodiversity being significantly higher than previously thought.","2007","7","10.1186/1471-2148-7-162","NO","Dave"
"Langenheder S; Ragnarsson H","The role of environmental and spatial factors for the composition of aquatic bacterial communities","ECOLOGY","This study investigates the importance of local vs. spatial factors on bacterial community composition of 35 rock pools at the Baltic Sea coast. The pools were located in five distinct spatial clusters over a total scale of < 500 m and differed widely in terms of water chemistry. To determine the fractions of the variance in bacterial community composition (BCC) between rock pools that are explained by local environmental vs. spatial factors, a variance partitioning procedure using partial canonical correspondence analysis was performed. Three environmental variables (salinity, chlorophyll a concentration, and water color) had a significant effect on BCC, irrespective of the spatial location of the pools. Vice versa, there was a significant effect of spatial factors on BCC irrespective of any of the environmental factors included in this study. Hence, the patchy spatial distribution of the pools was partly reflected in the composition of the bacterial communities in the pools, which might be caused by congruent colonization events of adjacent pools, such as simultaneous seaspray inputs or direct exchange of bacteria via connecting rivulets. This study shows that the composition of planktonic bacteria can show provincialism at small spatial scales, which is likely to be caused by environmental conditions as well as historical events.","2007","88","10.1890/06-2098.1","YES","Dave"
"Fierer N; Morse JL; Berthrong ST; Bernhardt ES; Jackson RB","Environmental controls on the landscape-scale biogeography of stream bacterial communities","ECOLOGY","We determined the biogeographical distributions of stream bacteria and the biogeochemical factors that best explained heterogeneity for 23 locations within the Hubbard Brook watershed, a 3000-ha forested watershed in New Hampshire, USA. Our goal was to assess the factor, or set of factors, responsible for generating the biogeographical patterns exhibited by microorganisms at the landscape scale. We used DNA fingerprinting to characterize bacteria inhabiting fine benthic organic matter (FBOM) because of their important influence on stream nutrient dynamics. Across the watershed, streams of similar pH had similar FBOM bacterial communities. Streamwater pH was the single variable most strongly correlated with the relative distance between communities (Spearmans p = 0.66, P < 0.00 1) although there were other contributing factors, including the quality of the fine benthic organic matter and the amount of dissolved organic carbon and nitrogen in the stream water (P < 0.05 for each). There was no evidence of an effect of geographic distance on bacterial community composition, suggesting that dispersal limitation has little influence on the observed biogeographical patterns in streams across this landscape. Cloning and sequencing of small-subunit rRNA genes confirmed the DNA fingerprinting results and revealed strong shifts among bacterial groups along the pH gradient. With an increase in streamwater pH, the abundance of acidobacteria in the FBOM bacterial community decreased (from 71% to 38%), and the abundance of proteobacteria increased (from 11% to 47%). Together these results suggest that microorganisms, like macro -organisms, do exhibit biogeographical patterns at the landscape scale and that these patterns may be predictable based on biogeochemical factors.","2007","88","10.1890/06-1746.1","YES","Dave"
"Zhang R; Liu BZ; Lau SCK; Ki JS; Qian PY","Particle-attached and free-living bacterial communities in a contrasting marine environment: Victoria Harbor, Hong Kong","FEMS MICROBIOLOGY ECOLOGY","Diversity of particle-attached and free-living marine bacteria in Victoria Harbor, Hong Kong, and its adjacent coastal and estuarial environments was investigated using DNA fingerprinting and clone library analysis. Denaturing gradient gel electrophoresis (DGGE) analysis of 16S rRNA genes showed that bacterial communities in three stations of Victoria Harbor were similar, but differed from those in adjacent coastal and estuarine stations. Particle-attached and free-living bacterial community composition differed in the Victoria Harbor area. DNA sequencing of 28 bands from DGGE gel showed Alphaproteobacteria was the most abundant group, followed by the Bacteroidetes, and other Proteobacteria. Bacterial species richness (number of DGGE bands) differed among stations and populations (particle-attached and free-living; bottom and surface). BIOENV analysis indicated that the concentrations of suspended solids were the major contributing parameter for the spatial variation of total bacterial community structure. Samples from representative stations were selected for clone library (548 clones) construction and their phylogenetic distributions were similar to those of sequences from DGGE. Approximately 80% of clones were affiliated to Proteobacteria, Bacteroidetes and Cyanobacteria. The possible influences of dynamic pollution and hydrological conditions in the Victoria Harbor area on the particle-attached and free-living bacterial community structures were discussed.","2007","61","10.1111/j.1574-6941.2007.00353.x","NO","Dave"
"Jentsch A; Kreyling J; Beierkuhnlein C","A new generation of climate-change experiments: events, not trends","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","Intensification of weather extremes is currently emerging as one of the most important facets of climate change. Research on extreme events (event-focused in contrast to trend-focused) has increased in recent years and, in 2004, accounted for one-fifth of the experimental climate-change studies published. Numerous examples, ranging from microbiology and soil science to biogeography, demonstrate how extreme weather events can accelerate shifts in species composition and distribution, thereby facilitating changes in ecosystem functioning. However, assessing the importance of extreme events for ecological processes poses a major challenge because of the very nature of such events: their effects are out of proportion to their short duration. We propose that extreme events can be characterized by statistical extremity, timing, and abruptness relative to the life cycles of the organisms affected. To test system response to changing magnitude and frequency of weather events, controlled experiments are useful tools. These experiments provide essential insights for science and for societies that must develop coping strategies for such events. Here, we discuss future research needs for climate-change experiments in ecology. For illustration, we describe an experimental plan showing how to meet the challenge posed by changes in the frequency or magnitude of extreme events.","2007","5","10.1890/1540-9295(2007)5[365:ANGOCE]2.0.CO;2","NO","Dave"
"Vyverman W; Verleyen E; Sabbe K; Vanhoutte K; Sterken M; Hodgson DA; Mann DG; Juggins S; Van de Vijver B; Jones V; Flower R; Roberts D; Chepurnov VA; Kilroy C; Vanormelingen P; De Wever A","Historical processes constrain patterns in global diatom diversity","ECOLOGY","There is a long-standing belief that microbial organisms have unlimited dispersal capabilities, are therefore ubiquitous, and show weak or absent latitudinal diversity gradients. In contrast, using a global freshwater diatom data set, we show that latitudinal gradients in local and regional genus richness are present and highly asymmetric between both hemispheres. Patterns in regional richness are explained by the degree of isolation of lake districts, while the number of locally coexisting diatom genera is highly constrained by the size of the regional diatom pool, habitat availability, and the connectivity between habitats within lake districts. At regional to global scales, historical factors explain significantly more of the observed geographic patterns in genus richness than do contemporary environmental conditions. Together, these results stress the importance of dispersal and migration in structuring diatom communities at regional to global scales. Our results are consistent with predictions from the theory of island biogeography and metacommunity concepts and likely underlie the strong provinciality and endemism observed in the relatively isolated diatom floras in the Southern Hemisphere.","2007","88","10.1890/06-1564.1","MAYBE","Dave"
"Roesch LF; Fulthorpe RR; Riva A; Casella G; Hadwin AKM; Kent AD; Daroub SH; Camargo FAO; Farmerie WG; Triplett EW","Pyrosequencing enumerates and contrasts soil microbial diversity","ISME JOURNAL","Estimates of the number of species of bacteria per gram of soil vary between 2000 and 8.3 million (Gans et al., 2005; Schloss and Handelsman, 2006). The highest estimate suggests that the number may be so large as to be impractical to test by amplification and sequencing of the highly conserved 16S rRNA gene from soil DNA (Gans et al., 2005). Here we present the use of high throughput DNA pyrosequencing and statistical inference to assess bacterial diversity in four soils across a large transect of the western hemisphere. The number of bacterial 16S rRNA sequences obtained from each site varied from 26 140 to 53 533. The most abundant bacterial groups in all four soils were the Bacteroidetes, Betaproteobacteria and Alphaproteobacteria. Using three estimators of diversity, the maximum number of unique sequences (operational taxonomic units roughly corresponding to the species level) never exceeded 52 000 in these soils at the lowest level of dissimilarity. Furthermore, the bacterial diversity of the forest soil was phylum rich compared to the agricultural soils, which are species rich but phylum poor. The forest site also showed far less diversity of the Archaea with only 0.009% of all sequences from that site being from this group as opposed to 4%-12% of the sequences from the three agricultural sites. This work is the most comprehensive examination to date of bacterial diversity in soil and suggests that agricultural management of soil may significantly influence the diversity of bacteria and archaea.","2007","1","10.1038/ismej.2007.53","MAYBE","Dave"
"Zinger L; Gury J; Giraud F; Krivobok S; Gielly L; Taberlet P; Geremia RA","Improvements of polymerase chain reaction and capillary electrophoresis single-strand conformation polymorphism methods in microbial ecology: Toward a high-throughput method for microbial diversity studies in soil","MICROBIAL ECOLOGY","The molecular signature of bacteria from soil ecosystems is an important tool for studying microbial ecology and biogeography. However, a high-throughput technology is needed for such studies. In this article, we tested the suitability of available methods ranging from soil DNA extraction to capillary electrophoresis single-strand conformation polymorphism (CE-SSCP) for high-throughput studies. Our results showed that the extraction method does not dramatically influence CE-SSCP profiles, and that DNA extraction of a 0.25 g soil sample is sufficient to observe overall bacterial diversity in soil matrices. The V3 region of the 16S rRNA gene was amplified by PCR, and the extension time was found to be critical. We have also found that proofreading DNA polymerases generate a better signal in CE-SSCP profiles. Experiments performed with different soil matrices revealed the repeatability, efficiency, and consistency of CE-SSCP. Studies on PCR and CE-SSCP using single-species genomic DNA as a matrix showed that several ribotypes may migrate at the same position, and also that single species can produce double peaks. Thus, the extrapolation between number of peaks and number of species remains difficult. Additionally, peak detection is limited by the analysis software. We conclude that the presented method, including CE-SSCP and the analyzing step, is a simple and effective technique to obtain the molecular signature of a given soil sample.","2007","54","10.1007/s00248-006-9151-8","NO","Dave"
"OMalley MA","The nineteenth century roots of everything is everywhere","NATURE REVIEWS MICROBIOLOGY","The identification of geographical patterns in microbial distributions has begun to challenge purely ecological explanations of biogeography and the underlying principle of everything is everywhere: but the environment selects. How did ` everything is everywhere  arise out of nineteenth century microbiology, and from Beijerincks experimental and theoretical work in particular? What is the relationship of this principle to the plant and animal biogeography that flourished throughout this formative period of microbiologys history? Understanding Beijerincks legacy for twentieth century microbial biogeography reveals issues that are still pertinent to contemporary discussions of microbial biodiversity and biogeography.","2007","5","10.1038/nrmicro1711","NO","Dave"
"Moisander PH; Morrison AE; Ward BB; Jenkins BD; Zehr JP","Spatial-temporal variability in diazotroph assemblages in Chesapeake Bay using an oligonucleotide nifH microarray","ENVIRONMENTAL MICROBIOLOGY","The distribution of nitrogen-fixing microorganisms in the Chesapeake Bay was investigated using fingerprints from a nifH microarray comprised of 706 60-mer oligonucleotide nifH probes representing cultivated organisms and environmental clones from different nifH clusters. Diverse nifH targets, amplified from samples using degenerate nifH primers, were detected in water column and sediment samples collected in April and October, 2001-2002. Total nifH richness and diversity (Simpsons and Shannon indices) were highest at the most riverine, oligohaline North Bay station. In most samples, the highest diversity was in nifH Cluster 3, which includes many anaerobes, while Cluster 1 (alpha-, beta- gamma- Proteobacteria, Cyanobacteria) targets had the greatest microarray signal intensities. In a multidimensional scaling analysis, deep water communities from April and October were similar within each of the sampling sites, while the surface communities had more variability. Diazotroph communities in the water column in the North Bay were distinct from the Mid- and South Bay communities, and there was a gradual change in sediment diazotroph assemblages from the North to the South Bay. Diazotrophic assemblages from the majority of the water column samples from the Mid- and South Bay clustered with the sediment assemblage in Mid-Bay. Dissolved inorganic nitrogen, salinity, dissolved organic carbon and dissolved organic phosphorus had a significant relationship with the diazotrophic bacterioplankton community. Higher diversity in the freshwater end of the system may reflect variability in disturbance rates and environmental conditions such as forms and concentrations of organic matter, nutrients and oxygen.","2007","9","10.1111/j.1462-2920.2007.01304.x","MAYBE","Dave"
"Jenkins DG; Brescacin CR; Duxbury CV; Elliott JA; Evans JA; Grablow KR; Hillegass M; LyonO BN; Metzger GA; Olandese ML; Pepe D; Silvers GA; Suresch HN; Thompson TN; Trexler CM; Williams GE; Williams NC; Williams SE","Does size matter for dispersal distance?","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Aim The aim of this study is to answer the questions: (1) do small organisms disperse farther than large, or vice versa; and (2) does the observed pattern differ for passive and active dispersers? These questions are central to several themes in biogeography (including microbial biogeography), macroecology, metacommunity ecology and conservation biology. Location The meta-analysis was conducted using published data collected worldwide. Methods We collected and analysed 795 data values in the peer-reviewed literature for direct observations of both maximal dispersal distance and mass of the dispersing organisms (e.g. seeds, not trees). Analysed taxa ranged in size from bacteria to whales. We applied macroecology analyses based on null models (using Monte Carlo randomizations) to test patterns relative to specific hypotheses. Results Collected dispersal distance and mass data spanned 9 and 21 orders of magnitude, respectively. Active dispersers dispersed significantly farther (P < 0.001) and were significantly greater in mass (P < 0.001) than passive dispersers. Overall, size matters: larger active dispersers attained greater maximum observed dispersal distances than smaller active dispersers. In contrast, passive-disperser distances were random with respect to propagule mass, but not uniformly random, in part due to sparse data available for tiny propagules. Conclusions Size is important to maximal dispersal distance for active dispersers, but not for passive dispersers. Claims that microbes disperse widely cannot be tested by current data based on direct observations of dispersal: indirect approaches will need to be applied. Distance-mass relationships should contribute to a resolution of neutral and niche-based metacommunity theories by helping scale expectations for dispersal limitation. Also, distance-mass relationships should inform analyses of latitudinal species richness and conservation biology topics such as fragmentation, umbrella species and taxonomic homogenization.","2007","16","10.1111/j.1466-8238.2007.00312.x","NO","Dave"
"Bisson IA; Marra PP; Burtt EH; Sikaroodi M; Gillevet PM","A molecular comparison of plumage and soil bacteria across biogeographic, ecological, and taxonomic scales","MICROBIAL ECOLOGY","We used molecular methods to determine the microbial community of soil and avian plumage across biogeographic, ecological, and taxonomic scales. A total of 17 soil and 116 feather samples were collected from five avian species across multiple habitat types within one Neotropical and one temperate locality. Hypotheses regarding patterns of microbial composition relative to acquisition and dispersal of plumage bacteria in the ecosystem were tested by comparing microbial communities within and between soil and plumage. Samples from the plumage of American Redstarts (Setophaga ruticilla) were collected across both habitat types and geographic scales for intraspecific comparisons. The microbial diversity in avian plumage was moderately diverse and was dominated by Pseudomonas species. Despite a highly significant individual bird effect on microbial composition of the plumage, we detected significant biogeographic and type of habitat effects. Pseudomonas species were more abundant on the temperate site when all avian species were included in the analysis, and Bacillus subtilis and Xanthomonas groups were more abundant on the Neotropical site for redstarts alone. However, 16S rDNA sequence libraries were not significantly different between Jamaican and Maryland redstarts. Biogeographic and habitat effects were significant and more pronounced for soil samples indicating lower dispersal of soil microbiota. We detected a significant difference between soil and plumage microbial communities suggesting that soil plays a small role in plumage bacterial acquisition. Our results suggest bacterial communities on the plumage of birds are dynamic and may change at different stages in a birds annual cycle.","2007","54","10.1007/s00248-006-9173-2","NO","Dave"
"Normand P; Queiroux C; Tisa LS; Benson DR; Rouy Z; Cruveiller S; Medigue C","Exploring the genomes of Frankia","PHYSIOLOGIA PLANTARUM","The recent determination of the genome sequence of three Frankia strains has highlighted the evolutionary forces that have shaped the genetic makeup of the actinorhizal symbionts and it has opened up many avenues of research. Instances of gene duplication, gene loss and gene acquisition through lateral transfer show that the three Frankia genomes are dynamic and have evolved as a function of their host characteristics and biogeography. No convincing nod gene cluster or significant symbiotic island could be discerned. All the genes presently known to be involved in the symbiosis (nif, hup1 and hup2, shc) are found spread over the genome in at least four clusters. The results will be discussed with emphasis on understanding the mechanisms underlying the interaction and link between evolutionary forces and ecological adaptation to different biotopes.","2007","130","10.1111/j.1399-3054.2007.00918.x","NO","Dave"
"Evans KM; Wortley AH; Mann DG","An assessment of potential diatom barcode genes (cox1, rbcL, 18S and ITS rDNA) and their effectiveness in determining relationships in Sellaphora (Bacillariophyta)","PROTIST","Due to limited morphological differentiation, diatoms can be very difficult to identify and cryptic speciation is widespread. There is a need for a narrower species concept if contentious issues such as diatom biodiversities and biogeographies are to be resolved. We assessed the effectiveness of several genes (cox1, rbcL, 18S and ITS rDNA) to distinguish cryptic species within the model morphospecies, Sellaphora pupula agg. This is the first time that the suitability of cox1 as an identification tool for diatoms has been assessed. A range of cox1 primers was tested on Sellaphora and various outgroup taxa. Sequences were obtained for 34 isolates belonging to 22 Sellaphora taxa and three others (Pinnularia, Eunotia and Tabularia). Intraspecific divergences ranged from 0 to 5bp (= 0.8%) and interspecific levels were at least 18bp (= c. 3%). Cox1 divergence was usually much greater than rbcL divergence and always much more variable than 18S rDNA. ITS rDNA sequences were more variable than cox1, but well-known problems concerning intragenomic variability caution against its use in identification. More information and less sequencing effort mean that cox1 can be a very useful aid in diatom identification. The usefulness of cox1 for determining phylogenetic relationships among Sellaphora species was also assessed and compared to rbcL. Tree topologies were very similar, although support values were generally lower for cox1. (c) 2007 Elsevier GmbH. All rights reserved.","2007","158","10.1016/j.protis.2007.04.001","NO","Dave"
"Pearce DA; Cockell CS; Lindstrom ES; Tranvik LJ","First evidence for a bipolar distribution of dominant freshwater lake bacterioplankton","ANTARCTIC SCIENCE","As a result of the recent application of DNA based technology to the investigation of maritime Antarctic freshwater lakes, patterns have begun to emerge in the bacterioplankton communities that dominate these systems. In this study, the bacterioplankton communities of five Antarctic and five Arctic freshwater lakes were assessed and compared with existing data in the literature, to determine whether emerging patterns in Antarctic lakes also applied to Arctic systems. Such a bipolar comparison is particularly timely., given the current interest in biogeography, the global distribution of microorganisms and the controversy over the global ubiquity hypothesis. In addition, it has recently been discovered that commonly encountered bacterial sequences, often originating from uncultivated bacteria obtained on different continents, form coherent phylogenetic freshwater clusters. In this study we encountered both identical sequences and sequences with a high degree of similarity among the bacterioplankton in lake water from both poles. In addition, Arctic freshwater lakes appeared to be dominated by some of the same groups of bacterioplankton thought to be dominant in Antarctic lakes, the vast majority of which represented uncultivated groups.","2007","19","10.1017/S0954102007000326","NO","Dave"
"Walker JJ; Pace NR","Phylogenetic composition of Rocky Mountain endolithic microbial ecosystems","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","The endolithic environment, the pore space in rocks, is a ubiquitous microbial habitat. Photosynthesis-based endolithic communities inhabit the outer few millimeters to centimeters of rocks exposed to the surface. Such endolithic ecosystems have been proposed as simple, tractable models for understanding basic principles in microbial ecology. In order to test previously conceived hypotheses about endolithic ecosystems, we studied selected endolithic communities in the Rocky Mountain region of the United States with culture-independent molecular methods. Community compositions were determined by determining rRNA gene sequence contents, and communities were compared using statistical phylogenetic methods. The results indicate that endolithic ecosystems are seeded from a select, global metacommunity and form true ecological communities that are among the simplest microbial ecosystems known. Statistical analysis showed that biogeographical characteristics that control community composition, such as rock type, are more complex than predicted. Collectively, results of this study support the idea that patterns of microbial diversity found in endolithic communities are governed by principles similar to those observed in macroecological systems.","2007","73","10.1128/AEM.02656-06","MAYBE","Dave"
