AU	TI	SO	AB	PY	DI
Patzelt, DJ; Hodac, L; Friedl, T; Pietrasiak, N; Johansen, JR	BIODIVERSITY OF SOIL CYANOBACTERIA IN THE HYPER-ARID ATACAMA DESERT, CHILE	JOURNAL OF PHYCOLOGY	The cyanobacterial diversity of soils of the Atacama Desert (Chile) was investigated using 16S rRNA gene cloning/sequencing directly from soil samples and 16S rRNA gene sequencing from unialgal cultures. Within the hyper-arid Atacama Desert, one of the driest parts of the world, 10 sites with differing altitude and distance to the shore were sampled along a total air-line distance (from south to north) of similar to 1,100km. Filamentous cyanobacteria belonging to Nostocophycideae and Synechococcophycideae were present. Oscillatoriophycideae exhibited the highest species richness among the subclasses of cyanobacteria, and included mostly filamentous species along with some coccoids (e.g., Chroococcidiopsis). Thirty species-level phylotypes could be recognized using a cut-off of 99% 16S rRNA sequence similarity within the 22 genera defined at 97% 16S rRNA sequence similarity. Eight of the 30 taxa could be detected by both clonal and culture sequences. Five taxa were observed only in cultures, whereas the cloning approach revealed 17 additional taxa, which might be in the collection but unsequenced, hard-to-cultivate, or entirely unculturable species using standard cultivation media. The Atacama Desert soils have a high diversity of phylotypes, among which are likely both new genera and new species awaiting characterization and description.	2014	10.1111/jpy.12196
Tedersoo, L; Bahram, M; Ryberg, M; Otsing, E; Koljalg, U; Abarenkov, K	Global biogeography of the ectomycorrhizal/sebacina lineage (Fungi, Sebacinales) as revealed from comparative phylogenetic analyses	MOLECULAR ECOLOGY	Compared with plants and animals, large-scale biogeographic patterns of microbes including fungi are poorly understood. By the use of a comparative phylogenetic approach and ancestral state reconstructions, we addressed the global biogeography, rate of evolution and evolutionary origin of the widely distributed ectomycorrhizal (EcM) /sebacina lineage that forms a large proportion of the Sebacinales order. We downloaded all publicly available internal transcribed spacer (ITS) sequences and metadata and supplemented sequence information from three genes to construct dated phylogenies and test biogeographic hypotheses. The /sebacina lineage evolved 45-57Myr ago that groups it with relatively young EcM taxa in other studies. The most parsimonious origin for /sebacina is inferred to be North American temperate coniferous forests. Among biogeographic traits, region and biome exhibited stronger phylogenetic signal than host family. Consistent with the resource availability (environmental energy) hypothesis, the ITS region is evolving at a faster rate in tropical than nontropical regions. Most biogeographic regions exhibited substantial phylogenetic clustering suggesting a strong impact of dispersal limitation over a large geographic scale. In northern Holarctic regions, however, phylogenetic distances and phylogenetic grouping of isolates indicate multiple recent dispersal events.	2014	10.1111/mec.12849
Bergmann, RC; Ralebitso-Senior, TK; Thompson, TJU	An RNA-based analysis of changes in biodiversity indices in response to Sus scrofa domesticus decomposition	FORENSIC SCIENCE INTERNATIONAL	Despite emergent research initiatives, significant knowledge gaps remain of soil microbiology-associated cadaver decomposition. Nevertheless, preliminary studies have shown that the vast diversity and complex interactions of soil microbial communities have great potential for forensic applications such as clandestine grave location and postmortem interval estimation. This study investigated changes in soil bacterial communities during pig (Sus scrofa domesticus) leg decomposition. 16S rRNA, instead of the usually applied 16S rDNA marker, was used to compare the metabolically active bacteria. Total bacterial RNA was extracted from soil samples of three different layers on day 3, 28 and 77 after the shallow burial of a pig leg. The V3 region of the 16S rRNA was amplified, analysed by RT-PCR DGGE, and compared with control soil bacterial community profiles. Statistically significant differences in soil bacterial biodiversity were observed. For the control, bacterial diversity (H) and species richness (S) of the three layers averaged 2.48 +/- 0.14 (H) and 18.8 +/- 2.5 (S), respectively, while for the test soil increases (p = 0.027) were recorded between day 3 (H = 2.71 +/- 0.02; S = 21.3 +/- 2.0) and 28 (H = 3.46 +/- 0.32; S = 60.3 +/- 16.9), particularly in the middle (10-20 cm) and bottom (20-30 cm) soil layers. Between day 28 and 77 the diversity and richness then decreased on average for all three layers (H = 3.43 +/- 0.20; S = 60.0 +/- 17.3) but remained higher than on day 3. Thus, responses in soil bacterial profiles and activity to carcass decomposition, detected and characterised by RNA-based DGGE, could be used together with RNA sequencing data, changes in physico-chemical variables (carbon, nitrogen, phosphorus, temperature, redox potential, water activity and pH) and conventional macroecology markers (e. g. insects and vegetation), to develop a suite of analytical protocols for different forensic scenarios. (C) 2014 Elsevier Ireland Ltd. All rights reserved.	2014	10.1016/j.forsciint.2014.06.001
Lear, G; Bellamy, J; Case, BS; Lee, JE; Buckley, HL	Fine-scale spatial patterns in bacterial community composition and function within freshwater ponds	ISME JOURNAL	The extent to which non-host-associated bacterial communities exhibit small-scale biogeographic patterns in their distribution remains unclear. Our investigation of biogeography in bacterial community composition and function compared samples collected across a smaller spatial scale than most previous studies conducted in freshwater. Using a grid-based sampling design, we abstracted 100+ samples located between 3.5 and 60 m apart within each of three alpine ponds. For every sample, variability in bacterial community composition was monitored using a DNA-fingerprinting methodology (automated ribosomal intergenic spacer analysis) whereas differences in bacterial community function (that is, carbon substrate utilisation patterns) were recorded from Biolog Ecoplates. The exact spatial position and dominant physicochemical conditions (for example, pH and temperature) were simultaneously recorded for each sample location. We assessed spatial differences in bacterial community composition and function within each pond and found that, on average, community composition or function differed significantly when comparing samples located >20 m apart within any pond. Variance partitioning revealed that purely spatial variation accounted for more of the observed variability in both bacterial community composition and function (range: 24-38% and 17-39%) than the combination of purely environmental variation and spatially structured environmental variation (range: 17-32% and 15-20%). Clear spatial patterns in bacterial community composition, but not function were observed within ponds. We therefore suggest that some of the observed variation in bacterial community composition is functionally redundant. We confirm that distinct bacterial communities are present across unexpectedly small spatial scales suggesting that populations separated by distances of >20 m may be dispersal limited, even within the highly continuous environment of lentic water.	2014	10.1038/ismej.2014.21
Tripathi, BM; Lee-Cruz, L; Kim, M; Singh, D; Go, R; Shukor, NAA; Husni, MHA; Chun, J; Adams, JM	Spatial Scaling Effects on Soil Bacterial Communities in Malaysian Tropical Forests	MICROBIAL ECOLOGY	Spatial scaling to some extent determines biodiversity patterns in larger organisms, but its role in microbial diversity patterns is much less understood. Some studies have shown that bacterial community similarity decreases with distance, whereas others do not support this. Here, we studied soil bacterial communities of tropical rainforest in Malaysia at two spatial scales: a local scale with samples spaced every 5 m over a 150-m transect, and a regional scale with samples 1 to 1,800 km apart. PCR-amplified soil DNA for the bacterial 16S rRNA gene targeting the V1-V3 region was pyrosequenced using Roche/454 GS FLX Titanium platform. A ranked partial Mantel test showed a weak correlation between spatial distance and whole bacterial community dissimilarity, but only at the local scale. In contrast, environmental distance was highly correlated with community dissimilarity at both spatial scales, stressing the greater role of environmental variables rather than spatial distance in determining bacterial community variation at different spatial scales. Soil pH was the only environmental parameter that significantly explained the variance in bacterial community at the local scale, whereas total nitrogen and elevation were additional important factors at the regional scale. We obtained similar results at both scales when only the most abundant OTUs were analyzed. A variance partitioning analysis showed that environmental variables contributed more to bacterial community variation than spatial distance at both scales. In total, our results support a strong influence of the environment in determining bacterial community composition in the rainforests of Malaysia. However, it is possible that the remaining spatial distance effect is due to some of the myriad of other environmental factors which were not considered here, rather than dispersal limitation.	2014	10.1007/s00248-014-0404-7
Le Roux, C; Muller, F; Bouvet, JM; Dreyfus, B; Bena, G; Galiana, A; Ba, AM	Genetic Diversity Patterns and Functional Traits of Bradyrhizobium Strains Associated with Pterocarpus officinalis Jacq. in Caribbean Islands and Amazonian Forest (French Guiana)	MICROBIAL ECOLOGY	Pterocarpus officinalis Jacq. is a legume tree native to the Caribbean islands and South America growing as a dominant species in swamp forests. To analyze (i) the genetic diversity and (ii) the symbiotic properties of its associated nitrogen-fixing soil bacteria, root nodules were collected from P. officinalis distributed in 16 forest sites of the Caribbean islands and French Guiana. The sequencing of the 16S-23S ribosomal RNA intergenic spacer region (ITS) showed that all bacteria belonged to the Bradyrhizobium genus. Bacteria isolated from insular zones showed very close sequence homologies with Bradyrhizobium genospecies V belonging to the Bradyrhizobium japonicum super-clade. By contrast, bacteria isolated from continental region displayed a larger genetic diversity and belonged to B. elkanii super-clade. Two strains from Puerto Rico and one from French Guiana were not related to any known sequence and could be defined as a new genospecies. Inoculation experiments did not show any host specificity of the Bradyrhizobium strains tested in terms of infectivity. However, homologous Bradyrhizobium sp. strain-P. officinalis provenance associations were more efficient in terms of nodule production, N acquisition, and growth than heterologous ones. The dominant status of P. officinalis in the islands may explain the lower bacterial diversity compared to that found in the continent where P. officinalis is associated with other leguminous tree species. The specificity in efficiency found between Bradyrhizobium strains and host tree provenances could be due to a coevolution process between both partners and needs to be taken in consideration in the framework of rehabilitation plantation programs.	2014	10.1007/s00248-014-0392-7
Dong, J; Shi, F; Li, H; Zhang, XM; Hu, XZ; Gong, J	SSU rDNA Sequence Diversity and Seasonally Differentiated Distribution of Nanoplanktonic Ciliates in Neritic Bohai and Yellow Seas as Revealed by T-RFLP	PLOS ONE	Nanociliates have been frequently found to be important players in the marine microbial loop, however, little is known about their diversity and distribution in coastal ecosystems. We investigated the molecular diversity and distribution patterns of nanoplanktonic oligotrich and choreotrich (OC) ciliates in surface water of three neritic basins of northern China, the South Yellow Sea (SYS), North Yellow Sea (NYS), and Bohai Sea (BS) in June and November 2011. SSU rRNA gene clone libraries generated from three summertime samples (sites B38, B4 and H8) were analyzed and revealed a large novel ribotype diversity, of which many were low-abundant phylotypes belonging to the subclass Oligotrichia, but divergent from described morphospecies. Based on the data of terminal-restriction fragment length polymorphism (T-RFLP) analysis of all 35 samples, we found that the T-RF richness was generally higher in the SYS than in the BS, and negatively correlated with the molar ratio of P to Si. Overall, multidimensional scaling and permutational multivariate analysis of variance of the community turnover demonstrated a distinct seasonal pattern but no basin-to-basin differentiation across all samples. Nevertheless, significant community differences among basins were recognized in the winter dataset. Mantel tests showed that the environmental factors, P: Si ratio, water temperature and concentration of dissolved oxygen (DO), determined the community across all samples. However, both biogeographic distance and environment shaped the community in winter, with DO being the most important physicochemical factor. Our results indicate that the stoichiometric ratio of P: Si is a key factor, through which the phytoplankton community may be shaped, resulting in a cascade effect on the diversity and community composition of OC nanociliates in the N-rich, Si-limited coastal surface waters, and that the Yellow Sea Warm Current drives the nanociliate community, and possibly the microbial food webs, in the coastal ecosystem in winter.	2014	10.1371/journal.pone.0102640
Kelly, LW; Williams, GJ; Barott, KL; Carlson, CA; Dinsdale, EA; Edwards, RA; Haas, AF; Haynes, M; Lim, YW; McDole, T; Nelson, CE; Sala, E; Sandin, SA; Smith, JE; Vermeij, MJA; Youle, M; Rohwer, F	Local genomic adaptation of coral reef-associated microbiomes to gradients of natural variability and anthropogenic stressors	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Holobionts are species-specific associations between macro-and microorganisms. On coral reefs, the benthic coverage of coral and algal holobionts varies due to natural and anthropogenic forcings. Different benthic macroorganisms are predicted to have specific microbiomes. In contrast, local environmental factors are predicted to select for specific metabolic pathways in microbes. To reconcile these two predictions, we hypothesized that adaptation of microbiomes to local conditions is facilitated by the horizontal transfer of genes responsible for specific metabolic capabilities. To test this hypothesis, microbial metagenomes were sequenced from 22 coral reefs at 11 Line Islands in the central Pacific that together span a wide range of biogeochemical and anthropogenic influences. Consistent with our hypothesis, the percent cover of major benthic functional groups significantly correlated with particular microbial taxa. Reefs with higher coral cover had a coral microbiome with higher abundances of Alphaproteobacteria (such as Rhodobacterales and Sphingomonadales), whereas microbiomes of algae-dominated reefs had higher abundances of Gammaproteobacteria (such as Alteromonadales, Pseudomonadales, and Vibrionales), Betaproteobacteria, and Bacteriodetes. In contrast to taxa, geography was the strongest predictor of microbial community metabolism. Microbial communities on reefs with higher nutrient availability (e. g., equatorial upwelling zones) were enriched in genes involved in nutrient-related metabolisms (e. g., nitrate and nitrite ammonification, Ton/Tol transport, etc.). On reefs further from the equator, microbes had more genes encoding chlorophyll biosynthesis and photosystems I/II. These results support the hypothesis that core microbiomes are determined by holobiont macroorganisms, and that those core taxa adapt to local conditions by selecting for advantageous metabolic genes.	2014	10.1073/pnas.1403319111
Eren, AM; Borisy, GG; Huse, SM; Welch, JLM	Oligotyping analysis of the human oral microbiome	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	The Human Microbiome Project provided a census of bacterial populations in healthy individuals, but an understanding of the biomedical significance of this census has been hindered by limited taxonomic resolution. A high-resolution method termed oligotyping overcomes this limitation by evaluating individual nucleotide positions using Shannon entropy to identify the most information-rich nucleotide positions, which then define oligotypes. We have applied this method to comprehensively analyze the oral microbiome. Using Human Microbiome Project 16S rRNA gene sequence data for the nine sites in the oral cavity, we identified 493 oligotypes from the V1-V3 data and 360 oligotypes from the V3-V5 data. We associated these oligotypes with species-level taxon names by comparison with the Human Oral Microbiome Database. We discovered closely related oligotypes, differing sometimes by as little as a single nucleotide, that showed dramatically different distributions among oral sites and among individuals. We also detected potentially pathogenic taxa in high abundance in individual samples. Numerous oligotypes were preferentially located in plaque, others in keratinized gingiva or buccal mucosa, and some oligotypes were characteristic of habitat groupings such as throat, tonsils, tongue dorsum, hard palate, and saliva. The differing habitat distributions of closely related oligotypes suggest a level of ecological and functional biodiversity not previously recognized. We conclude that the Shannon entropy approach of oligotyping has the capacity to analyze entire microbiomes, discriminate between closely related but distinct taxa and, in combination with habitat analysis, provide deep insight into the microbial communities in health and disease.	2014	10.1073/pnas.1409644111
Barberan, A; Henley, J; Fierer, N; Casamayor, EO	Structure, inter-annual recurrence, and global-scale connectivity of airborne microbial communities	SCIENCE OF THE TOTAL ENVIRONMENT	Dust coming from the large deserts on Earth, such as the Sahara, can travel long distances and be dispersed over thousands of square kilometers. Remote dust deposition rates are increasing as a consequence of global change and may represent a mechanism for intercontinental microbial dispersal. Remote oligotrophic alpine lakes are particularly sensitive to dust inputs and can serve as sentinels of airborne microbial transport and the ecological consequences of accelerated intercontinental microbial migration. In this study, we applied high-throughput sequencing techniques (16S rRNA amplicon pyrosequencing) to characterize the microbial communities of atmospheric deposition collected in the Central Pyrenees (NE Spain) along three years. Additionally, bacteria from soils in Mauritania and from the air-water interface of high altitude Pyrenean lakes were also examined. Communities in aerosol deposition varied in time with a strong seasonal component of interannual similarity. Communities from the same season tended to resemble more each other than those from different seasons. Samples from disparate dates, in turn, slightly tended to have more dissimilar microbial assemblages (i.e., temporal distance decay), overall suggesting that atmospheric deposition may influence sink habitats in a temporally predictable manner. The three habitats examined (soil, deposition, and air-water interface) harbored distinct microbial communities, although airborne samples collected in the Pyrenees during Saharan dust outbreaks were closer to Mauritian soil samples than those collected during no Saharan dust episodes. The three habitats shared c.a. 1.4% of the total number of microbial sequences in the dataset Such successful immigrants were spread in different bacterial classes. Overall, this study suggests that local and regional features may generate global trends in the dynamics and distribution of airborne microbial assemblages, and that the diversity of viable cells in the high atmosphere is likely higher than previously expected. (C) 2014 Elsevier B.V. All rights reserved.	2014	10.1016/j.scitotenv.2014.04.030
Li, CP; Lai, QL; Li, GZ; Liu, Y; Sun, FQ; Shao, ZZ	Multilocus Sequence Analysis for the Assessment of Phylogenetic Diversity and Biogeography in Hyphomonas Bacteria from Diverse Marine Environments	PLOS ONE	Hyphomonas, a genus of budding, prosthecate bacteria, are primarily found in the marine environment. Seven type strains, and 35 strains from our collections of Hyphomonas, isolated from the Pacific Ocean, Atlantic Ocean, Arctic Ocean, South China Sea and the Baltic Sea, were investigated in this study using multilocus sequence analysis (MLSA). The phylogenetic structure of these bacteria was evaluated using the 16S rRNA gene, and five housekeeping genes (leuA, clpA, pyrH, gatA and rpoD) as well as their concatenated sequences. Our results showed that each housekeeping gene and the concatenated gene sequence all yield a higher taxonomic resolution than the 16S rRNA gene. The 42 strains assorted into 12 groups. Each group represents an independent species, which was confirmed by virtual DNA-DNA hybridization (DDH) estimated from draft genome sequences. Hyphomonas MLSA interspecies and intraspecies boundaries ranged from 93.3% to 96.3%, similarity calculated using a combined DDH and MLSA approach. Furthermore, six novel species (groups I, II, III, IV, V and XII) of the genus Hyphomonas exist, based on sequence similarities of the MLSA and DDH values. Additionally, we propose that the leuA gene (93.0% sequence similarity across our dataset) alone could be used as a fast and practical means for identifying species within Hyphomonas. Finally, Hyphomonas geographic distribution shows that strains from the same area tend to cluster together as discrete species. This study provides a framework for the discrimination and phylogenetic analysis of the genus Hyphomonas for the first time, and will contribute to a more thorough understanding of the biological and ecological roles of this genus.	2014	10.1371/journal.pone.0101394
Semprucci, F; Balsamo, M	New records and distribution of marine free-living nematodes in the Maldivian Archipelago	PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON	Biodiversity estimations, in particular in tropical regions, are a useful tool in research focused on the knowledge and conservation of ecosystems. Inferences on the biogeography of marine nematodes are often difficult due to the poor knowledge of the species distribution. In particular, limited information on the composition of the free-living marine nematodes is available from the Indian Ocean and Maldivian Archipelago. This study aims at providing a checklist of the free-living marine nematodes associated with coral sediments of the Maldives. Forty-six species, in 28 genera and 10 families, are newly recorded for the Archipelago, increasing the number of known nematode species to 111, in 79 genera, and 25 families The distribution range of the species is updated, and a noticeable faunistic richness is recorded for the southern archipelago. The presence of six species described first in Maldives by Gerlach and still known only for this region is confirmed. The present synthesis of the faunistic and taxonomic data available so far for the Maldives Islands integrates the global information on the distribution of this phylum and provides information for future interesting comparisons from a zoogeographical perspective.	2014	
Cordeiro, LM; Borghezan, R; Trajano, E	Subterranean biodiversity in the Serra da Bodoquena karst area, Paraguay river basin, Mato Grosso do Sul, Southwestern Brazil	BIOTA NEOTROPICA	We present herein a synthesis of faunistic data from caves in the Serra da Bodoquena karst area, middle Paraguay River basin, Mato Grosso do Sul State. Those include phreatic, submerged and dry caves. Emphasis is given to troglobites (exclusively subterranean species), potentially threatened due to their morphological, physiological and behavioral specializations, associated to generally small distributions. The Bodoquena karst area distinguishes as a spot of high diversity of troglobites, such as trichomycterid and heptapterid catfishes, aquatic planarians and gastropods, arachnids (Eusarcus opilionids, ctenid spiders), Polydesmida diplopods, several collembolans, some insects, and Peracarida crustaceans, which include interesting phylogenetic relicts as spelaeogriphaceans. Four geographic compartments corresponding to microbasins, seemingly with biogeographic importance for the subterranean fauna, are recognized. Phreatobic troglobites (Trichomycterus catfishes, aquatic peracarids, planarians) distribute widely across these compartments and some well beyond (the spelaeogriphacean Potiicoara brasiliensis reaches Mato Grosso state), while those living in base-level streams (Rhamdia and Ancistrus catfishes) and the terrestrial ones, that live in the vadose (aerated zone) are generally restricted to one compartment. Many subterranean ecosystems in Mato Grosso do Sul are endangered by several threats described here and urgent actions for effective protection are required to guarantee a sustainable use of the land and the karst aquifers.	2014	10.1590/1676-06032014011414
Subramanian, J; Satyan, K	Isolation and selection of fluorescent pseudomonads based on multiple plant growth promotion traits and siderotyping	CHILEAN JOURNAL OF AGRICULTURAL RESEARCH	Fluorescent pseudomonads, acclaimed plant associated bacterial group, are well-known plant growth promoting-biocontrol agents in rhizosphere arena. In this study, 144 fluorescent pseudomonad isolates from rhizosphere soil samples were screened with Kings medium B supplemented with 8-hydroxyquinoline (8-HQ) chelator and comprehensively profiled for plant growth promotion viz., production of indole acetic acid (IAA), siderophore, ammonia, hydrogen cyanide, motility, phosphate solubilization, root growth promotion, and biofilm forming ability, along with two known control strains of pseudomonads. Iron and IAA regulated secondary metabolite siderophore production were investigated quantitatively. All isolates were positive for ammonia production and motility; 46% isolates were positive for hydrogen cyanide, 44% shown positivity for phosphate solubilization, and 40% isolates for siderophore production. Siderotyping showed production of hydroxamate type of siderophores which are known to be more efficient biocontrol agents. All isolates stimulated root growth to varying extent and had potentiality to form biofilms, a critical constituent for survival on different environments. Forty-two isolates of pseudomonads showed antagonistic behavior against the deleterious fungal pathogen Fusarium arysporum (MTCC1755). Based on the above observations and statistical analysis, 11 isolates were shortlisted for further scrutiny. The study of biogeographic correlation and secondary metabolite profiling in association with plant growth promotion focalizes significant assessment on the behavior and antagonistic action, which probably brings out a competent biocontrol agent in a sustainable eco-friendly dimension.	2014	10.4067/S0718-58392014000300010
Pagaling, E; Yang, K; Yan, T	Pyrosequencing reveals correlations between extremely acidophilic bacterial communities with hydrogen sulphide concentrations, pH and inert polymer coatings at concrete sewer crown surfaces	JOURNAL OF APPLIED MICROBIOLOGY	Aims: To investigate the acidophilic bacterial communities involved in microbially induced concrete corrosion (MICC). Methods and Results: Our study sites located downstream from a forced main provided a unique opportunity to study the microbial communities involved in MICC under different environmental conditions (gradients of atmospheric H2S, sulphate concentration and pH) and under pipe modifications (coated vs uncoated). Bacterial cell density estimated by both cultivation-and DNA-based methods was low in the corroded sewer samples. Pyrosequencing and cloning showed that Mycobacterium and Acidithiobacillus dominated the acidophilic microbial communities. Methylacidiphilum was also dominant in samples where methane was detected. Correlation analysis indicated that Mycobacterium and Acidithiobacillus were significantly affected by pH and that Mycobacterium could better withstand highly acidic conditions compared to Acidithiobacillus. Conclusions: Communities dominated by Mycobacterium favoured conditions in the lined sewer pipes, while communities with a higher relative abundance of Acidithiobacillus favoured the unlined sewer pipes. Significance and Impact of the Study: Identifying the key micro-organisms involved in MICC and knowing how they interact with their environment are essential aspects for identifying steps towards concrete corrosion management.	2014	10.1111/jam.12491
Delgado-Serrano, L; Lopez, G; Bohorquez, LC; Bustos, JR; Rubiano, C; Osorio-Forero, C; Junca, H; Baena, S; Zambrano, MM	Neotropical Andes hot springs harbor diverse and distinct planktonic microbial communities	FEMS MICROBIOLOGY ECOLOGY	Microbial explorations of hot springs have led to remarkable discoveries and improved our understanding of life under extreme conditions. The Andean Mountains harbor diverse habitats, including an extensive chain of geothermal heated water sources. In this study, we describe and compare the planktonic microbial communities present in five high-mountain hot springs with distinct geochemical characteristics, at varying altitudes and geographical locations in the Colombian Andes. The diversity and structure of the microbial communities were assessed by pyrosequencing the V5 - V6 region of the 16S rRNA gene. The planktonic communities varied in terms of diversity indexes and were dominated by the bacterial phyla Proteobacteria, Aquificae, Chloroflexi, Cyanobacteria, Firmicutes, Nitrospirae, and Thermotogae, with site-specific bacterial taxa also observed in some cases. Statistical analyses showed that these microbial communities were distinct from one another and that they clustered in a manner consistent with physicochemical parameters of the environment sampled. Multivariate analysis suggested that pH and sulfate were among the main variables influencing population structure and diversity. The results show that despite their geographical proximity and some shared geochemical characteristics, there were few shared operational taxonomic units (OTUs) and that community structure was influenced mainly by environmental factors that have resulted in different microbial populations.	2014	10.1111/1574-6941.12333
Chamberlain, SD; Kaplan, KA; Modanu, M; Sirianni, KM; Annandale, S; Hewson, I	Biogeography of planktonic and benthic cyanobacteria in coastal waters of the Big Island, Hawaii	FEMS MICROBIOLOGY ECOLOGY	Cyanobacteria are biogeochemically significant constituents of coral reef ecosystems; however, little is known about biotic and abiotic factors influencing the abundance and composition of cyanobacterial communities in fringing coral reef waters. To understand the patterns of cyanobacterial biogeography in relation to coastal environmental factors, we examined the diversity of planktonic and benthic cyanobacteria at 12 sites along the west coast of Hawaiis Big Island. We found distinct cyanobacterial communities in sediments compared to the water column. In both sediments and water, community structure was strongly related to overall biomass (chlorophyll a concentration), although both these communities corresponded to different sets of biotic/abiotic variables. To examine the influence of freshwater input on planktonic cyanobacterial communities, we conducted a mesocosm experiment where seawater was amended with freshwater from two sources representing high-and low-human population influence. Planktonic cyanobacterial abundance decreased over time in mesocosms, although chlorophyll a concentration significantly increased with time, indicating cyanobacteria were likely outcompeted by other phytoplankton in incubations. Our results show that cyanobacterial community structure may be affected by runoff from terrestrial habitats, but that the composition of cyanobacterial communities inhabiting these locations is also structured by factors not measured in this study.	2014	10.1111/1574-6941.12337
Horn, K; Parker, IM; Malek, W; Rodriguez-Echeverria, S; Parker, MA	Disparate origins of Bradyrhizobium symbionts for invasive populations of Cytisus scoparius (Leguminosae) in North America	FEMS MICROBIOLOGY ECOLOGY	To identify the geographic origin of nodule bacteria associated with invasion of the European legume Cytisus scoparius in the United States, isolates from 15 sites in six states were compared to > 200 Bradyrhizobium strains from indigenous legumes in the U. S., Mexico, Europe (six countries), Morocco, and Australia. Portions of five housekeeping loci (2849 bp) were sequenced, along with the nifD locus in the symbiosis island (SI) portion of the Bradyrhizobium chromosome. Bayesian phylogenetic analysis showed that North American C. scoparius symbionts had highly heterogeneous ancestry. Some were grouped into three distinct clades of European C. scoparius symbionts. One isolate had both housekeeping and SI genes belonging to a Bradyrhizobium clade from native legumes in western North America. Two other clades had mosaic ancestry: sequences for nifD as well as two other SI genes (nifH, nodC) were highly similar or identical to a C. scoparius strain from Spain, while their housekeeping loci belonged to American Bradyrhizobium clades. Thus, it appears that bacteria ancestrally associated with other North American legumes have evolved to utilize C. scoparius, by acquiring SI-region genes from European C. scoparius symbionts. Inoculation assays indicated that North American isolates were as competent as European strains in promoting plant growth, consistent with the findings on symbiont ancestry.	2014	10.1111/1574-6941.12335
Dunthorn, M; Stoeck, T; Clamp, J; Warren, A; Mahe, F	Ciliates and the Rare Biosphere: A Review	JOURNAL OF EUKARYOTIC MICROBIOLOGY	Here we provide a brief review of the rare biosphere from the perspective of ciliates and other microbial eukaryotes. We trace research on rarity from its lack of much in-depth focus in morphological and Sanger sequencing projects, to its central importance in analyses using high throughput sequencing strategies. The problem that the rare biosphere is potentially comprised of mostly errors is then discussed in the light of asking community-comparative, novel-diversity, and ecosystem-functioning questions.	2014	10.1111/jeu.12121
Wicks, S; Taylor, CM; Luo, M; Blanchard, E; Ribnicky, DM; Cefalu, WT; Mynatt, RL; Welsh, DA	Artemisia supplementation differentially affects the mucosal and luminal ileal microbiota of diet-induced obese mice	NUTRITION	Objective: The gut microbiome has been implicated in obesity and metabolic syndrome; however, most studies have focused on fecal or colonic samples. Several species of Artemisia have been reported to ameliorate insulin signaling both in vitro and in vivo. The aim of this study was to characterize the mucosal and luminal bacterial populations in the terminal ileum with or without supplementation with Artemisia extracts. Methods: Following 4 wk of supplementation with different Artemisia extracts (PMI 5011, Santa or Scopa), diet-induced obese mice were sacrificed and luminal and mucosal samples of terminal ileum were used to evaluate microbial community composition by pyrosequencing of 16 S rDNA hypervariable regions. Results: Significant differences in community structure and membership were observed between luminal and mucosal samples, irrespective of diet group. All Artemisia extracts increased the Bacteroidetes to Firmicutes ratio in mucosal samples. This effect was not observed in the luminal compartment. There was high interindividual variability in the phylogenetic assessments of the ileal microbiota, limiting the statistical power of this pilot investigation. Conclusions: Marked differences in bacterial communities exist depending on the biogeographic compartment in the terminal ileum. Future studies testing the effects of Artemisia or other botanical supplements require larger sample sizes for adequate statistical power. (C) 2014 Elsevier Inc. All rights reserved.	2014	10.1016/j.nut.2014.02.007
Shi, YW; Yang, HM; Zhang, T; Sun, J; Lou, K	Illumina-based analysis of endophytic bacterial diversity and space-time dynamics in sugar beet on the north slope of Tianshan mountain	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	Plants harbors complex and variable microbial communities. Endophytic bacteria play an important function and potential role more effectively in developing sustainable systems of crop production. To examine how endophytic bacteria in sugar beet (Beta vulgaris L.) vary across both host growth period and location, PCR-based Illumina was applied to revealed the diversity and stability of endophytic bacteria in sugar beet on the north slope of Tianshan mountain, China. A total of 60.84 M effective sequences of 16S rRNA gene V3 region were obtained from sugar beet samples. These sequences revealed huge amount of operational taxonomic units (OTUs) in sugar beet, that is, 19-121 OTUs in a beet sample, at 3 % cutoff level and sequencing depth of 30,000 sequences. We identified 13 classes from the resulting 449,585 sequences. Alphaproteobacteria were the dominant class in all sugar beets, followed by Acidobacteria, Gemmatimonadetes and Actinobacteria. A marked difference in the diversity of endophytic bacteria in sugar beet for different growth periods was evident. The greatest number of OTUs was detected during rossette formation (109 OTUs) and tuber growth (146 OTUs). Endophytic bacteria diversity was reduced during seedling growth (66 OTUs) and sucrose accumulation (95 OTUs). Forty-three OTUs were common to all four periods. There were more tags of Alphaproteobacteria and Gammaproteobacteria in Shihezi than in Changji. The dynamics of endophytic bacteria communities were influenced by plant genotype and plant growth stage. To the best of our knowledge, this study is the first application of PCR-based Illumina pyrosequencing to characterize and compare multiple sugar beet samples.	2014	10.1007/s00253-014-5720-9
